uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined
PfA-TX11,"Pfluger, August",M,1977-12-28,Republican,TX,11,4811,0,0,0,0,0,0,0,0,117,118,RepPfluger,2020-12-01,2020
PiR-NC09,"Pittenger, Robert",M,2048-08-15,Republican,NC,9,3709,0,0,0,0,113,114,115,0,0,0,RepPittenger,2012-11-01,2012
PrA-MA07,"Pressley, Ayanna",F,1974-02-03,Democratic,MA,7,2507,0,0,0,0,0,0,0,116,117,118,RepPressley,2019-01-01,2019
RaG-CA19,"Radanovich, George",M,2055-06-20,Republican,CA,19,0619,109,110,111,0,0,0,0,0,0,0,RepRadanovich,2009-02-01,2009
NoR-SC05,"Norman, Ralph",M,2053-06-20,Republican,SC,5,4505,0,0,0,0,0,0,115,116,117,118,RepRalphNorman,2017-06-01,2017
TlR-MI12,"Tlaib, Rashida",F,1976-07-24,Democratic,MI,12,2612,0,0,0,0,0,0,0,116,117,118,RepRashida,2018-12-01,2018
RaJ-MD08,"Raskin, Jamie",M,2062-12-13,Democratic,MD,8,2408,0,0,0,0,0,0,115,116,117,118,RepRaskin,2016-12-01,2016
GrR-AZ07,"Grijalva, Raúl M.",M,2048-02-19,Democratic,AZ,7,0407,109,110,111,112,113,114,115,116,117,118,RepRaulGrijalva,2009-04-01,2009
RuR-CA25,"Ruiz, Raul",M,1972-08-25,Democratic,CA,25,0625,0,0,0,0,113,114,115,116,117,118,RepRaulRuizMD,2013-01-01,2013
ElR-NC02,"Ellmers, Renee L.",F,2064-02-09,Republican,NC,2,3702,0,0,0,112,113,114,0,0,0,0,RepReneeEllmers,2010-11-01,2010
RiR-WI08,"Ribble, Reid J.",M,2056-04-05,Republican,WI,8,5508,0,0,0,112,113,114,0,0,0,0,RepRibble,2011-01-01,2011
HaR-NY22,"Hanna, Richard L.",M,2051-01-25,Republican,NY,22,3622,0,0,0,112,113,114,0,0,0,0,RepRichardHanna,2011-01-01,2011
NeR-MA01,"Neal, Richard E.",M,2049-02-14,Democratic,MA,1,2501,109,110,111,112,113,114,115,116,117,118,RepRichardNeal,2011-12-01,2011
HuR-NC09,"Hudson, Richard",M,1971-11-04,Republican,NC,9,3709,0,0,0,0,113,114,115,116,117,118,RepRichHudson,2012-11-01,2012
RiC-LA02,"Richmond, Cedric L.",M,1973-09-13,Democratic,LA,2,2202,0,0,0,112,113,114,115,116,0,0,RepRichmond,2011-03-01,2011
NuR-FL11,"Nugent, Richard B.",M,2051-05-26,Republican,FL,11,1211,0,0,0,112,113,114,0,0,0,0,RepRichNugent,2011-01-01,2011
AlR-GA12,"Allen, Rick W.",M,2051-11-07,Republican,GA,12,1312,0,0,0,0,0,114,115,116,117,118,RepRickAllen,2015-01-01,2015
CrE-AR01,"Crawford, Eric A. Rick",M,2066-01-22,Republican,AR,1,0501,0,0,0,112,113,114,115,116,117,118,reprickcrawford,2011-01-01,2011
LaR-WA02,"Larsen, Rick",M,2055-06-15,Democratic,WA,2,5302,109,110,111,112,113,114,115,116,117,118,RepRickLarsen,2011-11-01,2011
RiD-VA05,"Riggleman, Denver",M,1970-03-17,Republican,VA,5,5105,0,0,0,0,0,0,0,116,0,0,RepRiggleman,2019-01-01,2019
ToR-NY15,"Torres, Ritchie",M,1988-03-12,Democratic,NY,15,3615,0,0,0,0,0,0,0,0,117,118,RepRitchie,2020-06-01,2020
RiD-FL25,"Rivera, David",M,2065-09-16,Republican,FL,25,1225,0,0,0,112,0,0,0,0,0,0,RepRivera,2011-01-01,2011
GaR-CA42,"Garcia, Robert",M,1977-12-02,Democratic,CA,42,0642,0,0,0,0,0,0,0,0,0,118,RepRobertGarcia,2022-12-01,2022
HuR-VA05,"Hurt, Robert",M,2069-06-16,Republican,VA,5,5105,0,0,0,112,113,114,0,0,0,0,RepRobertHurt,2011-01-01,2011
KeR-IL02,"Kelly, Robin L.",F,2056-04-30,Democratic,IL,2,1702,0,0,0,0,113,114,115,116,117,118,RepRobinKelly,2013-04-01,2013
WoR-GA07,"Woodall, Rob",M,1970-02-11,Republican,GA,7,1307,0,0,0,112,113,114,115,116,0,0,RepRobWoodall,2014-03-01,2014
BlR-IA01,"Blum, Rod",M,2055-04-26,Republican,IA,1,1901,0,0,0,0,0,114,115,0,0,0,RepRodBlum,2015-01-01,2015
KhR-CA17,"Khanna, Ro",M,1976-09-13,Democratic,CA,17,0617,0,0,0,0,0,0,115,116,117,118,RepRoKhanna,2017-01-01,2017
BaR-AZ02,"Barber, Ron",M,2045-08-25,Democratic,AZ,2,0402,0,0,0,112,113,0,0,0,0,0,RepRonBarber,2012-06-01,2012
EsR-KS04,"Estes, Ron",M,2056-07-19,Republican,KS,4,2004,0,0,0,0,0,0,115,116,117,118,RepRonEstes,2017-04-01,2017
KiR-WI03,"Kind, Ron",M,2063-03-16,Democratic,WI,3,5503,109,110,111,112,113,114,115,116,117,0,RepRonKind,2010-02-01,2010
KlR-FL22,"Klein, Ron",M,2057-07-10,Democratic,FL,22,1222,0,110,111,0,0,0,0,0,0,0,RepRonKlein,2010-06-01,2010
JaR-TX13,"Jackson, Ronny",M,2067-05-04,Republican,TX,13,4813,0,0,0,0,0,0,0,0,117,118,RepRonnyJackson,2020-12-01,2020
WrR-TX06,"Wright, Ron",M,2053-04-08,Republican,TX,6,4806,0,0,0,0,0,0,0,116,0,0,RepRonWright,2019-01-01,2019
RoF-FL19,"Rooney, Francis",M,2053-12-04,Republican,FL,19,1219,0,0,0,0,0,0,115,116,0,0,RepRooney,2017-01-01,2017
RoM-MT02,"Rosendale Sr., Matthew M.",M,2060-07-07,Republican,MT,2,3002,0,0,0,0,0,0,0,0,117,118,RepRosendale,2020-12-01,2020
SpR-FL15,"Spano, Ross",M,2066-07-16,Republican,FL,15,1215,0,0,0,0,0,0,0,116,0,0,RepRossSpano,2019-01-01,2019
RoL-CA40,"Roybal-Allard, Lucille",F,2041-06-12,Democratic,CA,40,0640,109,110,111,112,113,114,115,116,117,0,RepRoybalAllard,2012-01-01,2012
GaR-AZ03,"Gallego, Ruben",M,1979-11-20,Democratic,AZ,3,0403,0,0,0,0,0,114,115,116,117,118,RepRubenGallego,2015-01-01,2015
YaR-IN02,"Yakym, Rudy",M,1984-02-24,Republican,IN,2,1802,0,0,0,0,0,0,0,0,117,118,RepRudyYakym,2022-12-01,2022
FrR-SC07,"Fry, Russell",M,1985-01-31,Republican,SC,7,4507,0,0,0,0,0,0,0,0,0,118,RepRussellFry,2022-12-01,2022
FuR-ID01,"Fulcher, Russ",M,2062-03-09,Republican,ID,1,1601,0,0,0,0,0,0,0,116,117,118,RepRussFulcher,2018-12-01,2018
RuJ-FL05,"Rutherford, John H.",M,2052-09-02,Republican,FL,5,1205,0,0,0,0,0,0,115,116,117,118,RepRutherfordFL,2017-02-01,2017
WiR-TX25,"Williams, Roger",M,2049-09-13,Republican,TX,25,4825,0,0,0,0,113,114,115,116,117,118,RepRWilliams,2013-01-01,2013
ZiR-MT01,"Zinke, Ryan K.",M,2061-11-01,Republican,MT,1,3001,0,0,0,0,0,114,0,0,0,118,RepRyanZinke,2014-12-01,2014
SaA-OR06,"Salinas, Andrea",F,2069-12-06,Democratic,OR,6,4106,0,0,0,0,0,0,0,0,0,118,RepSalinas,2023-01-01,2023
GrS-MO06,"Graves, Sam",M,2063-11-07,Republican,MO,6,2906,109,110,111,112,113,114,115,116,117,118,RepSamGraves,2009-04-01,2009
AdS-FL24,"Adams, Sandy",F,2056-12-14,Republican,FL,24,1224,0,0,0,112,0,0,0,0,0,0,RepSandyAdams,2010-11-01,2010
LeS-MI09,"Levin, Sander M.",M,2031-09-06,Democratic,MI,9,2609,109,110,111,112,113,114,115,0,0,0,repsandylevin,2009-03-01,2009
SaG-NY03,"Santos, George",M,1988-07-22,Republican,NY,3,3603,0,0,0,0,0,0,0,0,0,118,RepSantosNY03,2023-01-01,2023
JaS-CA51,"Jacobs, Sara",F,1989-02-01,Democratic,CA,51,0651,0,0,0,0,0,0,0,0,117,118,RepSaraJacobs,2021-01-01,2021
SaJ-MD03,"Sarbanes, John P.",M,2062-05-22,Democratic,MD,3,2403,0,110,111,112,113,114,115,116,117,118,RepSarbanes,2011-08-01,2011
ScJ-IL09,"Schakowsky, Janice D.",F,2044-05-26,Democratic,IL,9,1709,109,110,111,112,113,114,115,116,117,118,RepSchakowsky,2009-10-01,2009
ScB-IL10,"Schneider, Bradley Scott",M,2061-08-20,Democratic,IL,10,1710,0,0,0,0,113,0,115,116,117,118,RepSchneider,2013-01-01,2013
ScH-MI03,"Scholten, Hillary J.",F,1982-02-22,Democratic,MI,3,2603,0,0,0,0,0,0,0,0,0,118,RepScholten,2023-01-01,2023
ScK-OR05,"Schrader, Kurt",M,2051-10-19,Democratic,OR,5,4105,0,0,111,112,113,114,115,116,117,0,RepSchrader,2009-02-01,2009
PeS-PA10,"Perry, Scott",M,2062-05-27,Republican,PA,10,4210,0,0,0,0,113,114,115,116,117,118,RepScottPerry,2009-01-01,2009
PeS-CA50,"Peters, Scott H.",M,2058-06-17,Democratic,CA,50,0650,0,0,0,0,113,114,115,116,117,118,RepScottPeters,2013-01-01,2013
RiE-VA02,"Rigell, E. Scott",M,2060-05-28,Republican,VA,2,5102,0,0,0,112,113,114,0,0,0,0,RepScottRigell,2010-12-01,2010
MaS-NY18,"Maloney, Sean Patrick",M,1996-07-30,Democratic,NY,18,3618,0,0,0,0,113,114,115,116,117,0,RepSeanMaloney,2013-01-01,2013
ShC-NH01,"Shea-Porter, Carol",F,2052-12-02,Democratic,NH,1,3301,0,110,111,0,113,0,115,0,0,0,RepSheaPorter,2010-03-01,2010
ShM-NJ11,"Sherrill, Mikie",F,1972-01-19,Democratic,NJ,11,3411,0,0,0,0,0,0,0,116,117,118,RepSherrill,2019-01-01,2019
ShJ-IL15,"Shimkus, John",M,2058-02-21,Republican,IL,15,1715,109,110,111,112,113,114,115,116,0,0,RepShimkus,2008-07-01,2008
BrS-OH11,"Brown, Shontel M.",F,1975-06-24,Democratic,OH,11,3911,0,0,0,0,0,0,0,0,117,118,RepShontelBrown,2021-11-01,2021
ThS-MI13,"Thanedar, Shri",M,2055-02-22,Democratic,MI,13,2613,0,0,0,0,0,0,0,0,0,118,RepShriThanedar,2023-01-01,2023
SlE-MI07,"Slotkin, Elissa",F,1976-07-10,Democratic,MI,7,2607,0,0,0,0,0,0,0,116,117,118,RepSlotkin,2018-12-01,2018
SmL-PA11,"Smucker, Lloyd",M,2064-01-23,Republican,PA,11,4211,0,0,0,0,0,0,115,116,117,118,RepSmucker,2009-05-01,2009
SpA-VA07,"Spanberger, Abigail Davis",F,1979-08-07,Democratic,VA,7,5107,0,0,0,0,0,0,0,116,117,118,RepSpanberger,2018-12-01,2018
SpV-IN05,"Spartz, Victoria",F,1978-10-06,Republican,IN,5,1805,0,0,0,0,0,0,0,0,117,118,RepSpartz,2020-12-01,2020
SpJ-CA14,"Speier, Jackie",F,2050-05-14,Democratic,CA,14,0614,0,110,111,112,113,114,115,116,117,0,RepSpeier,2009-03-01,2009
StM-CA45,"Steel, Michelle",F,2055-06-21,Republican,CA,45,0645,0,0,0,0,0,0,0,0,117,118,RepSteel,2020-12-01,2020
StE-NY21,"Stefanik, Elise M.",F,1984-07-02,Republican,NY,21,3621,0,0,0,0,0,114,115,116,117,118,RepStefanik,2015-01-01,2015
LyS-MA08,"Lynch, Stephen F.",M,2055-03-31,Democratic,MA,8,2508,109,110,111,112,113,114,115,116,117,118,RepStephenLynch,2011-06-01,2011
MuS-FL07,"Murphy, Stephanie N.",F,1978-09-16,Democratic,FL,7,1207,0,0,0,0,0,0,115,116,117,0,RepStephMurphy,2016-11-01,2016
ChS-OH01,"Chabot, Steve",M,2053-01-22,Republican,OH,1,3901,109,110,0,112,113,114,115,116,117,0,RepSteveChabot,2011-01-01,2011
IsS-NY03,"Israel, Steve",M,2058-05-30,Democratic,NY,3,3603,109,110,111,112,113,114,0,0,0,0,RepSteveIsrael,2009-02-01,2009
StS-OH15,"Stivers, Steve",M,2065-03-24,Republican,OH,15,3915,0,0,0,112,113,114,115,116,0,0,RepSteveStivers,2010-11-01,2010
StM-WA10,"Strickland, Marilyn",F,2062-09-25,Democratic,WA,10,5310,0,0,0,0,0,0,0,0,117,118,RepStricklandWA,2020-12-01,2020
StM-IN03,"Stutzman, Marlin A.",M,1976-08-31,Republican,IN,3,1803,0,0,111,112,113,114,0,0,0,0,RepStutzman,2010-11-01,2010
LeS-PA12,"Lee, Summer L.",F,1987-11-26,Democratic,PA,12,4212,0,0,0,0,0,0,0,0,0,118,RepSummerLee,2018-05-01,2018
WiS-PA07,"Wild, Susan",F,2057-06-07,Democratic,PA,7,4207,0,0,0,0,0,0,115,116,117,118,RepSusanWild,2018-12-01,2018
LeS-NV03,"Lee, Susie",F,2066-11-07,Democratic,NV,3,3203,0,0,0,0,0,0,0,116,117,118,RepSusieLee,2018-12-01,2018
SwE-CA14,"Swalwell, Eric",M,1980-11-16,Democratic,CA,14,0614,0,0,0,0,113,114,115,116,117,118,RepSwalwell,2012-11-01,2012
GaS-TX29,"Garcia, Sylvia R.",F,2050-09-06,Democratic,TX,29,4829,0,0,0,0,0,0,0,116,117,118,RepSylviaGarcia,2019-01-01,2019
DeT-FL22,"Deutch, Theodore E.",M,2066-05-07,Democratic,FL,22,1222,0,0,111,112,113,114,115,116,117,0,RepTedDeutch,2010-04-10,2010
LiT-CA36,"Lieu, Ted",M,2069-03-29,Democratic,CA,36,0636,0,0,0,0,0,114,115,116,117,118,RepTedLieu,2015-02-01,2015
YoT-FL03,"Yoho, Ted S.",M,2055-04-13,Republican,FL,3,1203,0,0,0,0,113,114,115,116,0,0,RepTedYoho,2013-01-01,2013
TeC-NY24,"Tenney, Claudia",F,2061-02-04,Republican,NY,24,3624,0,0,0,0,0,0,115,0,117,118,RepTenney,2016-11-01,2016
LeT-NM03,"Leger Fernandez, Teresa",F,2059-07-01,Democratic,NM,3,3503,0,0,0,0,0,0,0,0,117,118,RepTeresaLF,2021-01-01,2021
SeT-AL07,"Sewell, Terri A.",F,2065-01-01,Democratic,AL,7,0107,0,0,0,112,113,114,115,116,117,118,RepTerriSewell,2011-09-01,2011
MaT-KY04,"Massie, Thomas",M,1971-01-13,Republican,KY,4,2104,0,0,0,112,113,114,115,116,117,118,RepThomasMassie,2012-11-01,2012
ThM-CA04,"Thompson, Mike",M,2051-01-24,Democratic,CA,4,0604,109,110,111,112,113,114,115,116,117,118,RepThompson,2011-05-01,2011
TiJ-MA06,"Tierney, John F.",M,2051-09-18,Democratic,MA,6,2506,109,110,111,112,113,0,0,0,0,0,RepTierney,2011-10-01,2011
TiT-WI07,"Tiffany, Thomas P.",M,2057-12-30,Republican,WI,7,5507,0,0,0,0,0,0,0,116,117,118,RepTiffany,2020-06-01,2020
BuT-TN02,"Burchett, Tim",M,2064-08-25,Republican,TN,2,4702,0,0,0,0,0,0,0,116,117,118,RepTimBurchett,2018-08-01,2018
JoT-IL15,"Johnson, Timothy V.",M,2046-07-23,Republican,IL,15,1715,109,110,111,112,0,0,0,0,0,0,RepTimJohnson,2011-02-01,2011
TiW-SC04,"Timmons, William R. IV",M,1984-04-30,Republican,SC,4,4504,0,0,0,0,0,0,0,116,117,118,RepTimmons,2018-12-01,2018
RyT-OH13,"Ryan, Tim",M,1973-07-16,Democratic,OH,13,3913,109,110,111,112,113,114,115,116,117,0,RepTimRyan,2008-02-01,2008
WaT-MN01,"Walz, Timothy J.",M,2064-04-06,Democratic,MN,1,2701,0,110,111,112,113,114,115,0,0,0,RepTimWalz,2013-03-01,2013
TiS-CO03,"Tipton, Scott R.",M,2056-11-09,Republican,CO,3,0803,0,0,0,112,113,114,115,116,0,0,RepTipton,2011-01-01,2011
CoT-CA21,"Cox, TJ",M,2063-07-18,Democratic,CA,21,0621,0,0,0,0,0,0,0,116,0,0,RepTjCox,2019-01-01,2019
AkW-MO02,"Akin, W. Todd",M,2047-07-05,Republican,MO,2,2902,109,110,111,112,0,0,0,0,0,0,REPTODDAKlN,2012-08-01,2012
GaT-VA05,"Garrett, Thomas A., Jr.",M,1972-03-27,Republican,VA,5,5105,0,0,0,0,0,0,115,0,0,0,RepTomGarrett,2017-01-01,2017
GrT-GA14,"Graves, Tom",M,1970-02-03,Republican,GA,14,1314,0,0,111,112,113,114,115,116,0,0,RepTomGraves,2010-09-01,2010
MaT-NJ03,"MacArthur, Thomas",M,2060-10-16,Republican,NJ,3,3403,0,0,0,0,0,114,115,0,0,0,RepTomMacArthur,2015-01-01,2015
PrT-GA06,"Price, Tom",M,2054-10-08,Republican,GA,6,1306,109,110,111,112,113,114,0,0,0,0,RepTomPrice,2007-06-01,2007
GoT-TX23,"Gonzales, Tony",M,1980-10-10,Republican,TX,23,4823,0,0,0,0,0,0,0,0,117,118,RepTonyGonzales,2020-12-01,2020
ToX-NM02,"Torres Small, Xochitl",F,1984-11-15,Democratic,NM,2,3502,0,0,0,0,0,0,0,116,0,0,RepTorresSmall,2019-01-01,2019
KeT-MS01,"Kelly, Trent",M,2066-03-01,Republican,MS,1,2801,0,0,0,0,0,114,115,116,117,118,RepTrentKelly,2015-06-01,2015
HoT-IN09,"Hollingsworth, Trey",M,1983-09-12,Republican,IN,9,1809,0,0,0,0,0,0,115,116,117,0,RepTrey,2016-12-01,2016
CaT-LA02,"Carter, Troy",M,2063-10-26,Democratic,LA,2,2202,0,0,0,0,0,0,0,0,117,118,RepTroyCarter,2021-01-01,2021
NeT-TX22,"Nehls, Troy E.",M,2068-04-07,Republican,TX,22,4822,0,0,0,0,0,0,0,0,117,118,RepTroyNehls,2021-01-01,2021
UnL-IL14,"Underwood, Lauren",F,1986-10-04,Democratic,IL,14,1714,0,0,0,0,0,0,0,116,117,118,RepUnderwood,2019-01-01,2019
DeV-FL10,"Demings, Val Butler",F,2057-03-12,Democratic,FL,10,1210,0,0,0,0,0,0,115,116,117,0,RepValDemings,2016-11-01,2016
HoV-OR04,"Hoyle, Val T.",F,2064-02-14,Democratic,OR,4,4104,0,0,0,0,0,0,0,0,0,118,RepValHoyle,2023-01-01,2023
VaD-WI03,"Van Orden, Derrick",M,2069-09-15,Republican,WI,3,5503,0,0,0,0,0,0,0,0,0,118,RepVanOrden,2022-12-01,2022
TaV-TX03,"Taylor, Van",M,1972-08-01,Republican,TX,3,4803,0,0,0,0,0,0,0,116,117,0,RepVanTaylor,2018-12-01,2018
VeM-TX33,"Veasey, Marc A.",M,1971-01-03,Democratic,TX,33,4833,0,0,0,0,113,114,115,116,117,118,RepVeasey,2013-01-01,2013
ViP-IN01,"Visclosky, Peter J.",M,2049-08-13,Democratic,IN,1,1801,109,110,111,112,113,114,115,116,0,0,RepVisclosky,2010-09-01,2010
WaT-MI05,"Walberg, Tim",M,2051-04-12,Republican,MI,5,2605,0,110,0,112,113,114,115,116,117,118,RepWalberg,2011-01-01,2011
WaJ-IN02,"Walorski, Jackie",F,2063-08-17,Republican,IN,2,1802,0,0,0,0,113,114,115,116,117,0,RepWalorski,2013-01-01,2013
JoW-NC03,"Jones, Walter B., Jr.",M,2043-02-10,Republican,NC,3,3703,109,110,111,112,113,114,115,0,0,0,RepWalterJones,2009-03-01,2009
WaM-FL06,"Waltz, Michael",M,1974-01-31,Republican,FL,6,1206,0,0,0,0,0,0,0,116,117,118,RepWaltzPress,2019-01-01,2019
WaH-CA33,"Waxman, Henry A.",M,2039-09-12,Democratic,CA,33,0633,109,110,111,112,113,0,0,0,0,0,RepWaxman,2012-08-01,2012
WeD-FL11,"Webster, Daniel",M,2049-04-27,Republican,FL,11,1211,0,0,0,112,113,114,115,116,117,118,RepWebster,2011-04-01,2011
HuW-TX38,"Hunt, Wesley",M,1981-11-13,Republican,TX,38,4838,0,0,0,0,0,0,0,0,0,118,RepWesleyHunt,2022-12-01,2022
WeB-AR04,"Westerman, Bruce",M,2067-11-18,Republican,AR,4,0504,0,0,0,0,0,114,115,116,117,118,RepWesterman,2014-10-01,2014
WeJ-VA10,"Wexton, Jennifer",F,2068-05-27,Democratic,VA,10,5110,0,0,0,0,0,0,0,116,117,118,RepWexton,2018-07-01,2018
NiW-NC13,"Nickel, Wiley",M,1975-11-23,Democratic,NC,13,3713,0,0,0,0,0,0,0,0,0,118,RepWileyNickel,2022-11-01,2022
WiB-NY22,"Williams, Brandon",M,2067-05-22,Republican,NY,22,3622,0,0,0,0,0,0,0,0,0,118,RepWilliams,2022-12-01,2022
WiF-FL24,"Wilson, Frederica S.",F,2042-11-05,Democratic,FL,24,1224,0,0,0,112,113,114,115,116,117,118,RepWilson,2011-01-01,2011
KiY-CA40,"Kim, Young",F,2062-10-18,Republican,CA,40,0640,0,0,0,0,0,0,0,0,117,118,RepYoungKim,2020-12-01,2020
ClY-NY09,"Clarke, Yvette D.",F,2064-11-21,Democratic,NY,9,3609,0,110,111,112,113,114,115,116,117,118,RepYvetteClarke,2011-01-01,2011
LoZ-CA18,"Lofgren, Zoe",F,2047-12-21,Democratic,CA,18,0618,109,110,111,112,113,114,115,116,117,118,RepZoeLofgren,2011-03-01,2011
PoR-CA11,"Pombo, Richard W.",M,2061-01-08,Republican,CA,11,0611,109,0,0,0,0,0,0,0,0,0,richardpombo,2010-01-01,2010
BoR-VA09,"Boucher, Rick",M,2046-08-01,Democratic,VA,9,5109,109,110,111,0,0,0,0,0,0,0,rickboucherdc,2018-06-01,2018
BiR-UT01,"Bishop, Rob",M,2051-07-13,Republican,UT,1,4901,109,110,111,112,113,114,115,116,0,0,RobBishopUT,2016-03-01,2016
AdR-AL04,"Aderholt, Robert B.",M,2065-07-22,Republican,AL,4,0104,109,110,111,112,113,114,115,116,117,118,Robert_Aderholt,2009-09-01,2009
PoR-OH02,"Portman, Rob",M,2055-12-19,Republican,OH,2,3902,109,0,0,0,0,0,0,0,0,0,robportman,2014-07-01,2014
SiR-CT02,"Simmons, Rob",M,2043-02-11,Republican,CT,2,0902,109,0,0,0,0,0,0,0,0,0,RobSimmons,2009-03-01,2009
WiR-VA01,"Wittman, Robert J.",M,2059-02-03,Republican,VA,1,5101,0,110,111,112,113,114,115,116,117,118,RobWittman,2008-07-01,2008
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,1713,0,0,0,0,113,114,115,116,117,0,RodneyDavis,2012-12-01,2012
MaR-KS01,"Marshall, Roger",M,2060-08-09,Republican,KS,1,2001,0,0,0,0,0,0,115,116,0,0,RogerMarshallMD,2013-03-01,2013
DeR-FL06,"DeSantis, Ron",M,1978-09-14,Republican,FL,6,1206,0,0,0,0,113,114,115,0,0,0,RonDeSantisFL,2012-02-01,2012
PaR-TX14,"Paul, Ron",M,2035-08-20,Republican,TX,14,4814,109,110,111,112,0,0,0,0,0,0,RonPaul,2011-04-01,2011
DeR-CT03,"DeLauro, Rosa L.",F,2043-03-02,Democratic,CT,3,0903,109,110,111,112,113,114,115,116,117,118,rosadelauro,2010-05-01,2010
BaR-MD06,"Bartlett, Roscoe G.",M,2026-06-03,Republican,MD,6,2406,109,110,111,112,0,0,0,0,0,0,Roscoe_Bartlett,2011-12-01,2011
RoI-FL27,"Ros-Lehtinen, Ileana",F,2052-07-15,Republican,FL,27,1227,109,110,111,112,113,114,115,0,0,0,RosLehtinen,2008-04-01,2008
BlR-MO07,"Blunt, Roy",M,2050-01-10,Republican,MO,7,2907,109,110,111,0,0,0,0,0,0,0,RoyBlunt,2009-02-01,2009
HoR-NJ12,"Holt, Rush",M,2048-10-15,Democratic,NJ,12,3412,109,110,111,112,113,0,0,0,0,0,RushHolt,2010-02-01,2010
CoR-PA06,"Costello, Ryan A.",M,1976-09-07,Republican,PA,6,4206,0,0,0,0,0,114,115,0,0,0,RyanCostello,2018-04-01,2018
JoS-TX03,"Johnson, Sam",M,2030-10-11,Republican,TX,3,4803,109,110,111,112,113,114,115,0,0,0,SamsPressShop,2011-02-01,2011
BiS-GA02,"Bishop, Sanford D., Jr.",M,2047-02-04,Democratic,GA,2,1302,109,110,111,112,113,114,115,116,117,118,SanfordBishop,2011-02-01,2011
TaS-VA02,"Taylor, Scott",M,1979-06-27,Republican,VA,2,5102,0,0,0,0,0,0,115,0,0,0,Scotttaylorva,2009-05-01,2009
DuS-WI07,"Duffy, Sean P.",M,1971-10-03,Republican,WI,7,5507,0,0,0,112,113,114,115,0,0,0,SeanDuffyWI,2011-01-01,2011
BeX-CA34,"Becerra, Xavier",M,2058-01-26,Democratic,CA,34,0634,109,110,111,112,113,114,0,0,0,0,SecBecerra,2021-03-01,2021
BaT-WI02,"Baldwin, Tammy",F,2062-02-11,Democratic,WI,2,5502,109,110,111,112,0,0,0,0,0,0,SenatorBaldwin,2013-01-01,2013
CaB-MD03,"Cardin, Benjamin L.",M,2043-10-05,Democratic,MD,3,2403,109,0,0,0,0,0,0,0,0,0,SenatorCardin,2010-01-01,2010
KiM-IL10,"Kirk, Mark Steven",M,2059-09-15,Republican,IL,10,1710,109,110,111,0,0,0,0,0,0,0,SenatorKirk,2010-11-01,2010
LaJ-OK05,"Lankford, James",M,2068-03-04,Republican,OK,5,4005,0,0,0,112,113,0,0,0,0,0,SenatorLankford,2010-12-01,2010
LuB-NM03,"Lujan, Ben Ray",M,1972-06-07,Democratic,NM,3,3503,0,0,111,112,113,114,115,116,0,0,SenatorLujan,2009-01-01,2009
SiK-AZ09,"Sinema, Kyrsten",F,1976-07-12,Independent,AZ,9,0409,0,0,0,0,113,114,115,0,0,0,SenatorSinema,2013-01-01,2013
ScT-SC01,"Scott, Tim",M,2065-09-19,Republican,SC,1,4501,0,0,0,112,0,0,0,0,0,0,SenatorTimScott,2010-11-01,2010
UdT-NM03,"Udall, Tom",M,2048-05-18,Democratic,NM,3,3503,109,110,0,0,0,0,0,0,0,0,SenatorTomUdall,2009-07-01,2009
WiR-MS01,"Wicker, Roger F.",M,2051-07-05,Republican,MS,1,2801,109,0,0,0,0,0,0,0,0,0,SenatorWicker,2011-03-01,2011
CaS-WV02,"Capito, Shelley Moore",F,2053-11-26,Republican,WV,2,5402,109,110,111,112,113,0,0,0,0,0,SenCapito,2010-09-01,2010
CaC-PA10,"Carney, Christopher P.",M,2059-03-02,Democratic,PA,10,4210,0,110,111,0,0,0,0,0,0,0,SenChrisCarney,2011-12-01,2011
GaC-CO04,"Gardner, Cory",M,1974-08-22,Republican,CO,4,0804,0,0,0,112,113,0,0,0,0,0,SenCoryGardner,2011-01-01,2011
HeD-NV02,"Heller, Dean",M,2060-05-10,Republican,NV,2,3202,0,110,111,0,0,0,0,0,0,0,SenDeanHeller,2011-03-01,2011
DoJ-IN02,"Donnelly, Joe",M,2055-09-29,Democratic,IN,2,1802,0,110,111,112,0,0,0,0,0,0,SenDonnelly,2010-11-01,2010
DuT-IL08,"Duckworth, Tammy",F,2068-03-12,Democratic,IL,8,1708,0,0,0,0,113,114,0,0,0,0,SenDuckworth,2013-01-01,2013
PeG-MI14,"Peters, Gary C.",M,2058-12-01,Democratic,MI,14,2614,0,0,111,112,113,0,0,0,0,0,SenGaryPeters,2011-01-01,2011
RoJ-NV03,"Rosen, Jacky",M,2057-08-02,Democratic,NV,3,3203,0,0,0,0,0,0,115,0,0,0,SenJackyRosen,2017-01-01,2017
BrJ-NH01,"Bradley, Jeb",M,2052-10-20,Republican,NH,1,3301,109,0,0,0,0,0,0,0,0,0,SenJeb,2010-03-01,2010
CrK-ND00,"Cramer, Kevin",M,2061-01-21,Republican,ND,0,3800,0,0,0,0,113,114,115,0,0,0,SenKevinCramer,2012-12-01,2012
LuC-WY00,"Lummis, Cynthia M.",F,2054-09-10,Republican,WY,0,5600,0,0,111,112,113,114,0,0,0,0,SenLummis,2009-03-01,2009
