uniqueid,fullname,gender,dob,party,stateabr,district,congress111,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,Twitter,joined111,NT
JoT-IL15,"Johnson, Timothy V.",M,7/23/46,Republican,IL,15,111,RepTimJohnson,2/1/11,2011,1/3/09,1/3/11,-37,,,No Twitter
TiW-SC04,"Timmons, William R. IV",M,4/30/84,Republican,SC,4,0,RepTimmons,12/1/18,2018,,,,,,
RyT-OH13,"Ryan, Tim",M,7/16/73,Democratic,OH,13,111,RepTimRyan,2/1/08,2008,1/3/09,1/3/11,35,1.00,,Has Twitter
WaT-MN01,"Walz, Timothy J.",M,4/6/64,Democratic,MN,1,111,RepTimWalz,3/1/13,2013,1/3/09,1/3/11,-55,,,No Twitter
TiS-CO03,"Tipton, Scott R.",M,11/9/56,Republican,CO,3,0,RepTipton,1/1/11,2011,,,,,,
CoT-CA21,"Cox, TJ",M,7/18/63,Democratic,CA,21,0,RepTjCox,1/1/19,2019,,,,,,
AkW-MO02,"Akin, W. Todd",M,7/5/47,Republican,MO,2,111,REPTODDAKlN,8/1/12,2012,1/3/09,1/3/11,-38,,,No Twitter
GaT-VA05,"Garrett, Thomas A., Jr.",M,3/27/72,Republican,VA,5,0,RepTomGarrett,1/1/17,2017,,,,,,
GrT-GA14,"Graves, Tom",M,2/3/70,Republican,GA,14,111,RepTomGraves,9/1/10,2010,1/3/09,1/3/11,38,1.00,1,Has Twitter
MaT-NJ03,"MacArthur, Thomas",M,10/16/60,Republican,NJ,3,0,RepTomMacArthur,1/1/15,2015,,,,,,
PrT-GA06,"Price, Tom",M,10/8/54,Republican,GA,6,111,RepTomPrice,6/1/07,2007,1/3/09,1/3/11,-45,1.00,,Has Twitter
GoT-TX23,"Gonzales, Tony",M,10/10/80,Republican,TX,23,0,RepTonyGonzales,12/1/20,2020,,,,,,
ToX-NM02,"Torres Small, Xochitl",F,11/15/84,Democratic,NM,2,0,RepTorresSmall,1/1/19,2019,,,,,,
KeT-MS01,"Kelly, Trent",M,3/1/66,Republican,MS,1,0,RepTrentKelly,6/1/15,2015,,,,,,
HoT-IN09,"Hollingsworth, Trey",M,9/12/83,Republican,IN,9,0,RepTrey,12/1/16,2016,,,,,,
CaT-LA02,"Carter, Troy",M,10/26/63,Democratic,LA,2,0,RepTroyCarter,1/1/21,2021,,,,,,
NeT-TX22,"Nehls, Troy E.",M,4/7/68,Republican,TX,22,0,RepTroyNehls,1/1/21,2021,,,,,,
UnL-IL14,"Underwood, Lauren",F,10/4/86,Democratic,IL,14,0,RepUnderwood,1/1/19,2019,,,,,,
DeV-FL10,"Demings, Val Butler",F,3/12/57,Democratic,FL,10,0,RepValDemings,11/1/16,2016,,,,,,
HoV-OR04,"Hoyle, Val T.",F,2/14/64,Democratic,OR,4,0,RepValHoyle,1/1/23,2023,,,,,,
VaD-WI03,"Van Orden, Derrick",M,9/15/69,Republican,WI,3,0,RepVanOrden,12/1/22,2022,,,,,,
TaV-TX03,"Taylor, Van",M,8/1/72,Republican,TX,3,0,RepVanTaylor,12/1/18,2018,,,,,,
VeM-TX33,"Veasey, Marc A.",M,1/3/71,Democratic,TX,33,0,RepVeasey,1/1/13,2013,,,,,,
ViP-IN01,"Visclosky, Peter J.",M,8/13/49,Democratic,IN,1,111,RepVisclosky,9/1/10,2010,1/3/09,1/3/11,-40,1.00,1,Has Twitter
WaT-MI05,"Walberg, Tim",M,4/12/51,Republican,MI,5,0,RepWalberg,1/1/11,2011,,,,,,
WaJ-IN02,"Walorski, Jackie",F,8/17/63,Republican,IN,2,0,RepWalorski,1/1/13,2013,,,,,,
JoW-NC03,"Jones, Walter B., Jr.",M,2/10/43,Republican,NC,3,111,RepWalterJones,3/1/09,2009,1/3/09,1/3/11,-34,1.00,1,Has Twitter
WaM-FL06,"Waltz, Michael",M,1/31/74,Republican,FL,6,0,RepWaltzPress,1/1/19,2019,,,,,,
WaH-CA33,"Waxman, Henry A.",M,9/12/39,Democratic,CA,33,111,RepWaxman,8/1/12,2012,1/3/09,1/3/11,-30,,,No Twitter
WeD-FL11,"Webster, Daniel",M,4/27/49,Republican,FL,11,0,RepWebster,4/1/11,2011,,,,,,
HuW-TX38,"Hunt, Wesley",M,11/13/81,Republican,TX,38,0,RepWesleyHunt,12/1/22,2022,,,,,,
WeB-AR04,"Westerman, Bruce",M,11/18/67,Republican,AR,4,0,RepWesterman,10/1/14,2014,,,,,,
WeJ-VA10,"Wexton, Jennifer",F,5/27/68,Democratic,VA,10,0,RepWexton,7/1/18,2018,,,,,,
NiW-NC13,"Nickel, Wiley",M,11/23/75,Democratic,NC,13,0,RepWileyNickel,11/1/22,2022,,,,,,
WiB-NY22,"Williams, Brandon",M,5/22/67,Republican,NY,22,0,RepWilliams,12/1/22,2022,,,,,,
WiF-FL24,"Wilson, Frederica S.",F,11/5/42,Democratic,FL,24,0,RepWilson,1/1/11,2011,,,,,,
KiY-CA40,"Kim, Young",F,10/18/62,Republican,CA,40,0,RepYoungKim,12/1/20,2020,,,,,,
ClY-NY09,"Clarke, Yvette D.",F,11/21/64,Democratic,NY,9,111,RepYvetteClarke,1/1/11,2011,1/3/09,1/3/11,-55,,,No Twitter
LoZ-CA18,"Lofgren, Zoe",F,12/21/47,Democratic,CA,18,111,RepZoeLofgren,3/1/11,2011,1/3/09,1/3/11,-38,,,No Twitter
PoR-CA11,"Pombo, Richard W.",M,1/8/61,Republican,CA,11,0,richardpombo,1/1/10,2010,,,,1.00,1,
BoR-VA09,"Boucher, Rick",M,8/1/46,Democratic,VA,9,111,rickboucherdc,6/1/18,2018,1/3/09,1/3/11,-37,,,No Twitter
BiR-UT01,"Bishop, Rob",M,7/13/51,Republican,UT,1,111,RobBishopUT,3/1/16,2016,1/3/09,1/3/11,-42,,,No Twitter
AdR-AL04,"Aderholt, Robert B.",M,7/22/65,Republican,AL,4,111,Robert_Aderholt,9/1/09,2009,1/3/09,1/3/11,-56,1.00,1,Has Twitter
PoR-OH02,"Portman, Rob",M,12/19/55,Republican,OH,2,0,robportman,7/1/14,2014,,,,,,
SiR-CT02,"Simmons, Rob",M,2/11/43,Republican,CT,2,0,RobSimmons,3/1/09,2009,,,,1.00,1,
WiR-VA01,"Wittman, Robert J.",M,2/3/59,Republican,VA,1,111,RobWittman,7/1/08,2008,1/3/09,1/3/11,-50,1.00,,Has Twitter
DaR-IL13,"Davis, Rodney",M,1/5/70,Republican,IL,13,0,RodneyDavis,12/1/12,2012,,,,,,
MaR-KS01,"Marshall, Roger",M,8/9/60,Republican,KS,1,0,RogerMarshallMD,3/1/13,2013,,,,,,
DeR-FL06,"DeSantis, Ron",M,9/14/78,Republican,FL,6,0,RonDeSantisFL,2/1/12,2012,,,,,,
PaR-TX14,"Paul, Ron",M,8/20/35,Republican,TX,14,111,RonPaul,4/1/11,2011,1/3/09,1/3/11,-26,,,No Twitter
DeR-CT03,"DeLauro, Rosa L.",F,3/2/43,Democratic,CT,3,111,rosadelauro,5/1/10,2010,1/3/09,1/3/11,-34,1.00,1,Has Twitter
BaR-MD06,"Bartlett, Roscoe G.",M,6/3/26,Republican,MD,6,111,Roscoe_Bartlett,12/1/11,2011,1/3/09,1/3/11,-17,,,No Twitter
RoI-FL27,"Ros-Lehtinen, Ileana",F,7/15/52,Republican,FL,27,111,RosLehtinen,4/1/08,2008,1/3/09,1/3/11,-43,1.00,,Has Twitter
BlR-MO07,"Blunt, Roy",M,1/10/50,Republican,MO,7,111,RoyBlunt,2/1/09,2009,1/3/09,1/3/11,-41,1.00,1,Has Twitter
HoR-NJ12,"Holt, Rush",M,10/15/48,Democratic,NJ,12,111,RushHolt,2/1/10,2010,1/3/09,1/3/11,-39,1.00,1,Has Twitter
CoR-PA06,"Costello, Ryan A.",M,9/7/76,Republican,PA,6,0,RyanCostello,4/1/18,2018,,,,,,
JoS-TX03,"Johnson, Sam",M,10/11/30,Republican,TX,3,111,SamsPressShop,2/1/11,2011,1/3/09,1/3/11,-21,,,No Twitter
BiS-GA02,"Bishop, Sanford D., Jr.",M,2/4/47,Democratic,GA,2,111,SanfordBishop,2/1/11,2011,1/3/09,1/3/11,-38,,,No Twitter
TaS-VA02,"Taylor, Scott",M,6/27/79,Republican,VA,2,0,Scotttaylorva,5/1/09,2009,,,,1.00,1,
DuS-WI07,"Duffy, Sean P.",M,10/3/71,Republican,WI,7,0,SeanDuffyWI,1/1/11,2011,,,,,,
BeX-CA34,"Becerra, Xavier",M,1/26/58,Democratic,CA,34,111,SecBecerra,3/1/21,2021,1/3/09,1/3/11,-49,,,No Twitter
BaT-WI02,"Baldwin, Tammy",F,2/11/62,Democratic,WI,2,111,SenatorBaldwin,1/1/13,2013,1/3/09,1/3/11,-53,,,No Twitter
CaB-MD03,"Cardin, Benjamin L.",M,10/5/43,Democratic,MD,3,0,SenatorCardin,1/1/10,2010,,,,1.00,1,
KiM-IL10,"Kirk, Mark Steven",M,9/15/59,Republican,IL,10,111,SenatorKirk,11/1/10,2010,1/3/09,1/3/11,-50,1.00,1,Has Twitter
LaJ-OK05,"Lankford, James",M,3/4/68,Republican,OK,5,0,SenatorLankford,12/1/10,2010,,,,1.00,1,
LuB-NM03,"Lujan, Ben Ray",M,6/7/72,Democratic,NM,3,111,SenatorLujan,1/1/09,2009,1/3/09,1/3/11,36,1.00,1,Has Twitter
SiK-AZ09,"Sinema, Kyrsten",F,7/12/76,Independent,AZ,9,0,SenatorSinema,1/1/13,2013,,,,,,
ScT-SC01,"Scott, Tim",M,9/19/65,Republican,SC,1,0,SenatorTimScott,11/1/10,2010,,,,1.00,1,
UdT-NM03,"Udall, Tom",M,5/18/48,Democratic,NM,3,0,SenatorTomUdall,7/1/09,2009,,,,1.00,1,
WiR-MS01,"Wicker, Roger F.",M,7/5/51,Republican,MS,1,0,SenatorWicker,3/1/11,2011,,,,,,
CaS-WV02,"Capito, Shelley Moore",F,11/26/53,Republican,WV,2,111,SenCapito,9/1/10,2010,1/3/09,1/3/11,-44,1.00,1,Has Twitter
CaC-PA10,"Carney, Christopher P.",M,3/2/59,Democratic,PA,10,111,SenChrisCarney,12/1/11,2011,1/3/09,1/3/11,-50,,,No Twitter
GaC-CO04,"Gardner, Cory",M,8/22/74,Republican,CO,4,0,SenCoryGardner,1/1/11,2011,,,,,,
HeD-NV02,"Heller, Dean",M,5/10/60,Republican,NV,2,111,SenDeanHeller,3/1/11,2011,1/3/09,1/3/11,-51,,,No Twitter
DoJ-IN02,"Donnelly, Joe",M,9/29/55,Democratic,IN,2,111,SenDonnelly,11/1/10,2010,1/3/09,1/3/11,-46,1.00,1,Has Twitter
DuT-IL08,"Duckworth, Tammy",F,3/12/68,Democratic,IL,8,0,SenDuckworth,1/1/13,2013,,,,,,
PeG-MI14,"Peters, Gary C.",M,12/1/58,Democratic,MI,14,111,SenGaryPeters,1/1/11,2011,1/3/09,1/3/11,-49,,,No Twitter
RoJ-NV03,"Rosen, Jacky",M,8/2/57,Democratic,NV,3,0,SenJackyRosen,1/1/17,2017,,,,,,
BrJ-NH01,"Bradley, Jeb",M,10/20/52,Republican,NH,1,0,SenJeb,3/1/10,2010,,,,1.00,1,
CrK-ND00,"Cramer, Kevin",M,1/21/61,Republican,ND,0,0,SenKevinCramer,12/1/12,2012,,,,,,
LuC-WY00,"Lummis, Cynthia M.",F,9/10/54,Republican,WY,0,111,SenLummis,3/1/09,2009,1/3/09,1/3/11,-45,1.00,1,Has Twitter
MaE-MA07,"Markey, Edward J.",M,7/11/46,Democratic,MA,7,111,SenMarkey,2/1/09,2009,1/3/09,1/3/11,-37,1.00,1,Has Twitter
MuK-CA15,"Mullin, Kevin",M,6/15/70,Democratic,CA,15,0,SenMullin,1/1/13,2013,,,,,,
MuM-OK02,"Mullin, Markwayne",M,7/26/77,Republican,OK,2,0,SenMullin,1/1/13,2013,,,,,,
SaB-VT00,"Sanders, Bernard",M,9/8/41,Independent,VT,0,0,SenSanders,4/1/09,2009,,,,1.00,1,
BrS-OH13,"Brown, Sherrod",M,11/9/52,Democratic,OH,13,0,SenSherrodBrown,6/1/09,2009,,,,1.00,1,
BuT-NC13,"Budd, Ted",M,10/21/71,Republican,NC,13,0,SenTedBuddNC,1/1/17,2017,,,,,,
YoT-IN09,"Young, Todd",M,8/24/72,Republican,IN,9,0,SenToddYoung,1/1/11,2011,,,,,,
CoT-AR04,"Cotton, Tom",M,5/13/77,Republican,AR,4,0,SenTomCotton,11/1/12,2012,,,,,,
MoS-MA06,"Moulton, Seth",M,10/24/78,Democratic,MA,6,0,sethmoulton,2/1/11,2011,,,,,,
SeS-TX22,"Sekula Gibbs, Shelley",F,6/22/53,Republican,TX,22,0,ShelleySekula,8/1/14,2014,,,,,,
ShB-PA09,"Shuster, Bill",M,1/10/61,Republican,PA,9,111,ShusterForPA9,9/1/12,2012,1/3/09,1/3/11,-52,,,No Twitter
ReS-TX16,"Reyes, Silvestre",M,11/10/44,Democratic,TX,16,111,SilvestreReyes,2/1/10,2010,1/3/09,1/3/11,-35,1.00,1,Has Twitter
SoM-IN09,"Sodrel, Michael E.",M,12/17/45,Republican,IN,9,0,SodrelMike,2/1/22,2022,,,,,,
BoJ-OH08,"Boehner, John A.",M,11/17/49,Republican,OH,8,111,SpeakerBoehner,7/1/07,2007,1/3/09,1/3/11,-40,1.00,,Has Twitter
McK-CA20,"McCarthy, Kevin",M,1/26/65,Republican,CA,20,111,SpeakerMcCarthy,1/1/09,2009,1/3/09,1/3/11,-56,1.00,1,Has Twitter
PeN-CA11,"Pelosi, Nancy",F,3/26/40,Democratic,CA,11,111,SpeakerPelosi,8/1/08,2008,1/3/09,1/3/11,-31,1.00,,Has Twitter
RyP-WI01,"Ryan, Paul D.",M,1/29/70,Republican,WI,1,111,SpeakerRyan,1/1/09,2009,1/3/09,1/3/11,38,1.00,1,Has Twitter
PlS-VI00,"Plaskett, Stacey E.",F,5/13/66,Democratic,VI,0,0,StaceyPlaskett,8/1/14,2014,,,,,,
HeS-SD00,"Herseth Sandlin, Stephanie",F,12/3/70,Democratic,SD,0,111,StephanieforSD,5/1/10,2010,1/3/09,1/3/11,38,1.00,1,Has Twitter
KaS-WI08,"Kagen, Steve",M,12/12/49,Democratic,WI,8,111,stevekagen,2/1/10,2010,1/3/09,1/3/11,-40,1.00,1,Has Twitter
KiS-IA04,"King, Steve",M,5/28/49,Republican,IA,4,111,SteveKingIA,6/1/09,2009,1/3/09,1/3/11,-40,1.00,1,Has Twitter
KnS-CA25,"Knight, Stephen",M,12/17/66,Republican,CA,25,0,SteveKnight25,1/1/15,2015,,,,,,
RuS-OK05,"Russell, Steve",M,5/25/63,Republican,OK,5,0,SteveRussellOK,2/1/14,2014,,,,,,
ScS-LA01,"Scalise, Steve",M,10/6/65,Republican,LA,1,111,SteveScalise,2/1/13,2013,1/3/09,1/3/11,-56,,,No Twitter
StS-TX36,"Stockman, Steve",M,11/14/56,Republican,TX,36,0,SteveWorks4You,1/1/13,2013,,,,,,
BrS-IN05,"Brooks, Susan W.",F,8/25/60,Republican,IN,5,0,SusanWBrooks,1/1/13,2013,,,,,,
KoS-FL24,"Kosmas, Suzanne M.",F,2/25/44,Democratic,FL,24,111,SuzanneKosmas,1/1/17,2017,1/3/09,1/3/11,-35,,,No Twitter
ReD-WA08,"Reichert, David G.",M,8/29/50,Republican,WA,8,111,TeamReichert,3/1/10,2010,1/3/09,1/3/11,-41,1.00,1,Has Twitter
SuJ-OK01,"Sullivan, John",M,1/1/65,Republican,OK,1,111,TEAMSullivan,11/1/09,2009,1/3/09,1/3/11,-56,1.00,1,Has Twitter
StT-OH06,"Strickland, Ted",M,8/4/41,Democratic,OH,6,0,Ted_Strickland,4/1/09,2009,,,,1.00,1,
GoT-SC04,"Gowdy, Trey",M,8/22/64,Republican,SC,4,0,TGowdySC,1/1/11,2011,,,,,,
BiT-NY01,"Bishop, Timothy H.",M,6/1/50,Democratic,NY,1,111,TimBishop2014,2/1/12,2012,1/3/09,1/3/11,-41,,,No Twitter
HoT-PA17,"Holden, Tim",M,3/5/57,Democratic,PA,17,111,TimHoldenPA17,4/1/10,2010,1/3/09,1/3/11,-48,1.00,1,Has Twitter
MaT-FL16,"Mahoney, Tim",M,8/15/56,Democratic,FL,16,0,TimMahoney67A,3/1/13,2013,,,,,,
RoT-IN04,"Rokita, Todd",M,2/9/70,Republican,IN,4,0,ToddRokita,11/1/08,2008,,,,1.00,,
SuT-NY03,"Suozzi, Thomas R.",M,8/31/62,Democratic,NY,3,0,Tom_Suozzi,1/1/09,2009,,,,1.00,1,
CoT-OK04,"Cole, Tom",M,4/28/49,Republican,OK,4,111,TomColeOK04,3/1/09,2009,1/3/09,1/3/11,-40,1.00,1,Has Twitter
DeT-TX22,"DeLay, Tom",M,4/8/47,Republican,TX,22,0,tomdelay,5/1/07,2007,,,,1.00,,
LaT-IA03,"Latham, Tom",M,7/14/48,Republican,IA,3,111,TomLatham,11/1/07,2007,1/3/09,1/3/11,-39,1.00,,Has Twitter
PeT-VA05,"Perriello, Thomas S.P.",M,10/9/74,Democratic,VA,5,111,tomperriello,4/1/08,2008,1/3/09,1/3/11,34,1.00,,Has Twitter
ReT-NY23,"Reed, Tom",M,11/18/71,Republican,NY,23,111,TomReedCongress,8/1/09,2009,1/3/09,1/3/11,37,1.00,1,Has Twitter
RoT-FL17,"Rooney, Thomas J.",M,11/21/70,Republican,FL,17,111,TomRooney,3/1/09,2009,1/3/09,1/3/11,38,1.00,1,Has Twitter
ChT-MS01,"Childers, Travis",M,3/29/58,Democratic,MS,1,0,travchilders,3/1/15,2015,,,,,,
RaT-FL19,"Radel, Trey",M,4/20/76,Republican,FL,19,0,treyradel,11/1/08,2008,,,,1.00,,
TaT-CO06,"Tancredo, Thomas G.",M,12/20/45,Republican,CO,6,0,ttancredo,8/1/09,2009,,,,1.00,1,
GaT-HI02,"Gabbard, Tulsi",F,4/12/81,Democratic,HI,2,0,TulsiPress,1/1/13,2013,,,,,,
GoC-TX20,"Gonzalez, Charles A.",M,5/5/45,Democratic,TX,20,111,TX20CharlieG,1/1/11,2011,1/3/09,1/3/11,-36,,,No Twitter
WeR-TX14,"Weber, Randy K., Sr.",M,7/2/53,Republican,TX,14,0,TXRandy14,1/1/13,2013,,,,,,
TuR-NY09,"Turner, Robert L.",M,5/2/41,Republican,NY,9,0,USRepBobTurner,9/1/11,2011,,,,,,
JoD-FL13,"Jolly, David W.",M,10/31/72,Republican,FL,13,0,USRepDavidJolly,5/1/14,2014,,,,,,
PaG-AL06,"Palmer, Gary J.",M,5/14/54,Republican,AL,6,0,USRepGaryPalmer,11/1/14,2014,,,,,,
CaK-FL14,"Castor, Kathy",F,8/20/66,Democratic,FL,14,111,USRepKCastor,11/1/13,2013,1/3/09,1/3/11,-57,,,No Twitter
KeW-MA09,"Keating, William R.",M,9/6/52,Democratic,MA,9,0,USRepKeating,1/1/11,2011,,,,,,
DoM-PA18,"Doyle, Michael F.",M,8/5/53,Democratic,PA,18,111,USRepMikeDoyle,5/1/09,2009,1/3/09,1/3/11,-44,1.00,1,Has Twitter
FlM-NE01,"Flood, Mike",M,2/23/75,Republican,NE,1,0,USRepMikeFlood,7/1/22,2022,,,,,,
HiR-TX15,"Hinojosa, Ruben",M,8/20/40,Democratic,TX,15,111,USRepRHinojosa,1/1/11,2011,1/3/09,1/3/11,-31,,,No Twitter
NoR-MN08,"Nolan, Richard M.",M,12/17/43,Democratic,MN,8,0,USRepRickNolan,1/1/13,2013,,,,,,
FoV-NC04,"Foushee, Valerie P.",F,5/7/56,Democratic,NC,4,0,ValerieFoushee,1/1/23,2023,,,,,,
McV-LA05,"McAllister, Vance M.",M,1/7/74,Republican,LA,5,0,VanceMcAllister,9/1/13,2013,,,,,,
BuV-FL16,"Buchanan, Vern",M,5/8/51,Republican,FL,16,111,VernBuchanan,2/1/09,2009,1/3/09,1/3/11,-42,1.00,1,Has Twitter
GoV-VA05,"Goode, Virgil H., Jr.",M,10/17/46,Republican,VA,5,0,VirgilGoode,6/1/12,2012,,,,,,
FoV-NC05,"Foxx, Virginia",F,6/29/43,Republican,NC,5,111,virginiafoxx,9/1/08,2008,1/3/09,1/3/11,-34,1.00,,Has Twitter
JoB-MI13,"Jones, Brenda",F,10/24/59,Democratic,MI,13,0,VoteBrendaJones,6/1/18,2018,,,,,,
BrC-FL05,"Brown, Corrine",F,11/11/46,Democratic,FL,5,111,votecorrine,6/1/22,2022,1/3/09,1/3/11,-37,,,No Twitter
WaJ-IL08,"Walsh, Joe",M,12/27/61,Republican,IL,8,0,WalshFreedom,1/1/11,2011,,,,,,
DaW-OH08,"Davidson, Warren",M,3/1/70,Republican,OH,8,0,WarrenDavidson,6/1/16,2016,,,,,,
WeL-GA03,"Westmoreland, Lynn A.",M,4/2/50,Republican,GA,3,111,Westmoreland_GA,4/1/10,2010,1/3/09,1/3/11,-41,1.00,1,Has Twitter
HuW-TX23,"Hurd, Will",M,8/19/77,Republican,TX,23,0,WillHurd,1/1/15,2015,,,,,,
YoD-IA03,"Young, David",M,5/11/68,Republican,IA,3,0,YoungForIowa,5/1/13,2013,,,,,,
HeY-NM02,"Herrell, Yvette",F,3/16/64,Republican,NM,2,0,Yvette4congress,8/1/17,2017,,,,,,
NuZ-IA03,"Nunn, Zachary",M,5/4/79,Republican,IA,3,0,ZachNunn,1/1/23,2023,,,,,,
SpZ-OH18,"Space, Zachary T.",M,1/27/61,Democratic,OH,18,111,ZackSpaceOhio,6/1/10,2010,1/3/09,1/3/11,-52,1.00,1,Has Twitter
BoJ-AL01,"Bonner, Jo",M,11/19/59,Republican,AL,1,111,,,,1/3/09,1/3/11,-50,,,No Twitter
EvT-AL02,"Everett, Terry",M,2/15/37,Republican,AL,2,0,,,,,,,,,
BrB-AL02,"Bright, Bobby",M,7/21/52,Democratic,AL,2,111,,,,1/3/09,1/3/11,-43,,,No Twitter
CrR-AL05,"Cramer, Robert E. (Bud), Jr.",M,8/22/47,Democratic,AL,5,0,,,,,,,,,
BeM-AR01,"Berry, Marion",M,8/27/42,Democratic,AR,1,111,,,,1/3/09,1/3/11,-33,,,No Twitter
SnV-AR02,"Snyder, Vic",M,9/27/47,Democratic,AR,2,111,,,,1/3/09,1/3/11,-38,,,No Twitter
HaJ-AZ05,"Hayworth, J. D.",M,7/12/58,Republican,AZ,5,0,,,,,,,,,
PaE-AZ07,"Pastor, Ed",M,6/28/43,Democratic,AZ,7,111,,,,1/3/09,1/3/11,-34,,,No Twitter
KoJ-AZ08,"Kolbe, Jim",M,6/28/42,Republican,AZ,8,0,,,,,,,,,
FrT-AZ08,"Franks, Trent",M,6/19/57,Republican,AZ,8,111,,,,1/3/09,1/3/11,-48,,,No Twitter
HeW-CA02,"Herger, Wally",M,5/20/45,Republican,CA,2,111,,,,1/3/09,1/3/11,-36,,,No Twitter
TaE-CA10,"Tauscher, Ellen O.",F,11/15/51,Democratic,CA,10,0,,,,,,,,,
LaT-CA12,"Lantos, Tom",M,2/1/28,Democratic,CA,12,0,,,,,,,,,
StF-CA13,"Stark, Fortney Pete",M,11/11/31,Democratic,CA,13,111,,,,1/3/09,1/3/11,-22,,,No Twitter
FaS-CA20,"Farr, Sam",M,7/4/41,Democratic,CA,20,111,,,,1/3/09,1/3/11,-32,,,No Twitter
ThW-CA22,"Thomas, William M.",M,12/6/41,Republican,CA,22,0,,,,,,,,,
GaE-CA24,"Gallegly, Elton",M,3/7/44,Republican,CA,24,111,,,,1/3/09,1/3/11,-35,,,No Twitter
DrD-CA26,"Dreier, David",M,7/5/52,Republican,CA,26,111,,,,1/3/09,1/3/11,-43,,,No Twitter
WaD-CA33,"Watson, Diane E.",F,11/12/33,Democratic,CA,33,111,,,,1/3/09,1/3/11,-24,,,No Twitter
MiJ-CA37,"Millender-McDonald, Juanita",F,9/7/38,Democratic,CA,37,0,,,,,,,,,
RiL-CA37,"Richardson, Laura",F,4/14/62,Democratic,CA,37,111,,,,1/3/09,1/3/11,-53,,,No Twitter
BaJ-CA43,"Baca, Joe",M,1/23/47,Democratic,CA,43,111,,,,1/3/09,1/3/11,-38,,,No Twitter
CaJ-CA45,"Campbell, John",M,7/19/55,Republican,CA,45,111,,,,1/3/09,1/3/11,-46,,,No Twitter
CoC-CA48,"Cox, Christopher",M,10/16/52,Republican,CA,48,0,,,,,,,,,
RoD-CA48,"Rohrabacher, Dana",M,6/21/47,Republican,CA,48,111,,,,1/3/09,1/3/11,-38,,,No Twitter
CuR-CA50,"Cunningham, Randy (Duke)",M,12/8/41,Republican,CA,50,0,,,,,,,,,
HuD-CA50,"Hunter, Duncan D.",M,12/7/76,Republican,CA,50,111,,,,1/3/09,1/3/11,32,,,No Twitter
HuD-CA52,"Hunter, Duncan",M,5/31/48,Republican,CA,52,0,,,,,,,,,
DaS-CA53,"Davis, Susan A.",F,4/13/44,Democratic,CA,53,111,,,,1/3/09,1/3/11,-35,,,No Twitter
SaJ-CO03,"Salazar, John T.",M,7/21/53,Democratic,CO,3,111,,,,1/3/09,1/3/11,-44,,,No Twitter
MuM-CO04,"Musgrave, Marilyn N.",F,1/27/49,Republican,CO,4,0,,,,,,,,,
HeJ-CO05,"Hefley, Joel",M,4/18/35,Republican,CO,5,0,,,,,,,,,
BeB-CO07,"Beauprez, Bob",M,9/22/48,Republican,CO,7,0,,,,,,,,,
JoN-CT05,"Johnson, Nancy L.",F,1/5/35,Republican,CT,5,0,,,,,,,,,
CaM-DE00,"Castle, Michael N.",M,7/2/39,Republican,DE,0,111,,,,1/3/09,1/3/11,-30,,,No Twitter
MiJ-FL01,"Miller, Jeff",M,6/27/59,Republican,FL,1,111,,,,1/3/09,1/3/11,-50,,,No Twitter
BoA-FL02,"Boyd, Allen",M,6/6/45,Democratic,FL,2,111,,,,1/3/09,1/3/11,-36,,,No Twitter
MiJ-FL07,"Mica, John L.",M,1/27/43,Republican,FL,7,111,,,,1/3/09,1/3/11,-34,,,No Twitter
BiM-FL09,"Bilirakis, Michael",M,7/16/30,Republican,FL,9,0,,,,,,,,,
DaJ-FL11,"Davis, Jim",M,11/11/57,Democratic,FL,11,0,,,,,,,,,
YoC-FL13,"Young, C. W. Bill",M,12/16/30,Republican,FL,13,111,,,,1/3/09,1/3/11,-21,,,No Twitter
HaK-FL13,"Harris, Katherine",F,4/5/57,Republican,FL,13,0,,,,,,,,,
FoM-FL16,"Foley, Mark",M,9/8/54,Republican,FL,16,0,,,,,,,,,
WeR-FL19,"Wexler, Robert",M,1/2/61,Democratic,FL,19,111,,,,1/3/09,1/3/11,-52,,,No Twitter
ShE-FL22,"Shaw, E. Clay, Jr.",M,4/19/39,Republican,FL,22,0,,,,,,,,,
FeT-FL24,"Feeney, Tom",M,5/21/58,Republican,FL,24,0,,,,,,,,,
HaK-GA06,"Handel, Karen C.",F,4/18/62,Republican,GA,6,0,,,,,,,,,
MaJ-GA08,"Marshall, Jim",M,3/31/48,Democratic,GA,8,111,,,,1/3/09,1/3/11,-39,,,No Twitter
NoC-GA10,"Norwood, Charles W.",M,7/27/41,Republican,GA,10,0,,,,,,,,,
BrB-IA01,"Braley, Bruce L.",M,10/30/57,Democratic,IA,1,111,,,,1/3/09,1/3/11,-48,,,No Twitter
LeJ-IA02,"Leach, James A.",M,10/15/42,Republican,IA,2,0,,,,,,,,,
SaB-ID01,"Sali, Bill",M,2/17/54,Republican,ID,1,0,,,,,,,,,
MiW-ID01,"Minnick, Walter",M,9/20/42,Democratic,ID,1,111,,,,1/3/09,1/3/11,-33,,,No Twitter
JaJ-IL02,"Jackson, Jesse L., Jr.",M,3/11/65,Democratic,IL,2,111,,,,1/3/09,1/3/11,-56,,,No Twitter
HyH-IL06,"Hyde, Henry J.",M,4/18/24,Republican,IL,6,0,,,,,,,,,
