uniqueid,fullname,gender,dob,party,stateabr,district,congress110,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitter,NT,joined110
PrT-GA06,"Price, Tom",M,10/8/54,Republican,GA,6,110,RepTomPrice,6/1/07,2007,1/3/07,1/3/09,-47,1.00,Has Twitter,1
GoT-TX23,"Gonzales, Tony",M,10/10/80,Republican,TX,23,0,RepTonyGonzales,12/1/20,2020,,,,,,0
ToX-NM02,"Torres Small, Xochitl",F,11/15/84,Democratic,NM,2,0,RepTorresSmall,1/1/19,2019,,,,,,0
KeT-MS01,"Kelly, Trent",M,3/1/66,Republican,MS,1,0,RepTrentKelly,6/1/15,2015,,,,,,0
HoT-IN09,"Hollingsworth, Trey",M,9/12/83,Republican,IN,9,0,RepTrey,12/1/16,2016,,,,,,0
CaT-LA02,"Carter, Troy",M,10/26/63,Democratic,LA,2,0,RepTroyCarter,1/1/21,2021,,,,,,0
NeT-TX22,"Nehls, Troy E.",M,4/7/68,Republican,TX,22,0,RepTroyNehls,1/1/21,2021,,,,,,0
UnL-IL14,"Underwood, Lauren",F,10/4/86,Democratic,IL,14,0,RepUnderwood,1/1/19,2019,,,,,,0
DeV-FL10,"Demings, Val Butler",F,3/12/57,Democratic,FL,10,0,RepValDemings,11/1/16,2016,,,,,,0
HoV-OR04,"Hoyle, Val T.",F,2/14/64,Democratic,OR,4,0,RepValHoyle,1/1/23,2023,,,,,,0
VaD-WI03,"Van Orden, Derrick",M,9/15/69,Republican,WI,3,0,RepVanOrden,12/1/22,2022,,,,,,0
TaV-TX03,"Taylor, Van",M,8/1/72,Republican,TX,3,0,RepVanTaylor,12/1/18,2018,,,,,,0
VeM-TX33,"Veasey, Marc A.",M,1/3/71,Democratic,TX,33,0,RepVeasey,1/1/13,2013,,,,,,0
ViP-IN01,"Visclosky, Peter J.",M,8/13/49,Democratic,IN,1,110,RepVisclosky,9/1/10,2010,1/3/07,1/3/09,-42,,No Twitter,0
WaT-MI05,"Walberg, Tim",M,4/12/51,Republican,MI,5,110,RepWalberg,1/1/11,2011,1/3/07,1/3/09,-44,,No Twitter,0
WaJ-IN02,"Walorski, Jackie",F,8/17/63,Republican,IN,2,0,RepWalorski,1/1/13,2013,,,,,,0
JoW-NC03,"Jones, Walter B., Jr.",M,2/10/43,Republican,NC,3,110,RepWalterJones,3/1/09,2009,1/3/07,1/3/09,-36,,No Twitter,0
WaM-FL06,"Waltz, Michael",M,1/31/74,Republican,FL,6,0,RepWaltzPress,1/1/19,2019,,,,,,0
WaH-CA33,"Waxman, Henry A.",M,9/12/39,Democratic,CA,33,110,RepWaxman,8/1/12,2012,1/3/07,1/3/09,-32,,No Twitter,0
WeD-FL11,"Webster, Daniel",M,4/27/49,Republican,FL,11,0,RepWebster,4/1/11,2011,,,,,,0
HuW-TX38,"Hunt, Wesley",M,11/13/81,Republican,TX,38,0,RepWesleyHunt,12/1/22,2022,,,,,,0
WeB-AR04,"Westerman, Bruce",M,11/18/67,Republican,AR,4,0,RepWesterman,10/1/14,2014,,,,,,0
WeJ-VA10,"Wexton, Jennifer",F,5/27/68,Democratic,VA,10,0,RepWexton,7/1/18,2018,,,,,,0
NiW-NC13,"Nickel, Wiley",M,11/23/75,Democratic,NC,13,0,RepWileyNickel,11/1/22,2022,,,,,,0
WiB-NY22,"Williams, Brandon",M,5/22/67,Republican,NY,22,0,RepWilliams,12/1/22,2022,,,,,,0
WiF-FL24,"Wilson, Frederica S.",F,11/5/42,Democratic,FL,24,0,RepWilson,1/1/11,2011,,,,,,0
KiY-CA40,"Kim, Young",F,10/18/62,Republican,CA,40,0,RepYoungKim,12/1/20,2020,,,,,,0
ClY-NY09,"Clarke, Yvette D.",F,11/21/64,Democratic,NY,9,110,RepYvetteClarke,1/1/11,2011,1/3/07,1/3/09,-57,,No Twitter,0
LoZ-CA18,"Lofgren, Zoe",F,12/21/47,Democratic,CA,18,110,RepZoeLofgren,3/1/11,2011,1/3/07,1/3/09,-40,,No Twitter,0
PoR-CA11,"Pombo, Richard W.",M,1/8/61,Republican,CA,11,0,richardpombo,1/1/10,2010,,,,,,0
BoR-VA09,"Boucher, Rick",M,8/1/46,Democratic,VA,9,110,rickboucherdc,6/1/18,2018,1/3/07,1/3/09,-39,,No Twitter,0
BiR-UT01,"Bishop, Rob",M,7/13/51,Republican,UT,1,110,RobBishopUT,3/1/16,2016,1/3/07,1/3/09,-44,,No Twitter,0
AdR-AL04,"Aderholt, Robert B.",M,7/22/65,Republican,AL,4,110,Robert_Aderholt,9/1/09,2009,1/3/07,1/3/09,-58,,No Twitter,0
PoR-OH02,"Portman, Rob",M,12/19/55,Republican,OH,2,0,robportman,7/1/14,2014,,,,,,0
SiR-CT02,"Simmons, Rob",M,2/11/43,Republican,CT,2,0,RobSimmons,3/1/09,2009,,,,,,0
WiR-VA01,"Wittman, Robert J.",M,2/3/59,Republican,VA,1,110,RobWittman,7/1/08,2008,1/3/07,1/3/09,-52,1.00,Has Twitter,1
DaR-IL13,"Davis, Rodney",M,1/5/70,Republican,IL,13,0,RodneyDavis,12/1/12,2012,,,,,,0
MaR-KS01,"Marshall, Roger",M,8/9/60,Republican,KS,1,0,RogerMarshallMD,3/1/13,2013,,,,,,0
DeR-FL06,"DeSantis, Ron",M,9/14/78,Republican,FL,6,0,RonDeSantisFL,2/1/12,2012,,,,,,0
PaR-TX14,"Paul, Ron",M,8/20/35,Republican,TX,14,110,RonPaul,4/1/11,2011,1/3/07,1/3/09,-28,,No Twitter,0
DeR-CT03,"DeLauro, Rosa L.",F,3/2/43,Democratic,CT,3,110,rosadelauro,5/1/10,2010,1/3/07,1/3/09,-36,,No Twitter,0
BaR-MD06,"Bartlett, Roscoe G.",M,6/3/26,Republican,MD,6,110,Roscoe_Bartlett,12/1/11,2011,1/3/07,1/3/09,-19,,No Twitter,0
RoI-FL27,"Ros-Lehtinen, Ileana",F,7/15/52,Republican,FL,27,110,RosLehtinen,4/1/08,2008,1/3/07,1/3/09,-45,1.00,Has Twitter,1
BlR-MO07,"Blunt, Roy",M,1/10/50,Republican,MO,7,110,RoyBlunt,2/1/09,2009,1/3/07,1/3/09,-43,,No Twitter,0
HoR-NJ12,"Holt, Rush",M,10/15/48,Democratic,NJ,12,110,RushHolt,2/1/10,2010,1/3/07,1/3/09,-41,,No Twitter,0
CoR-PA06,"Costello, Ryan A.",M,9/7/76,Republican,PA,6,0,RyanCostello,4/1/18,2018,,,,,,0
JoS-TX03,"Johnson, Sam",M,10/11/30,Republican,TX,3,110,SamsPressShop,2/1/11,2011,1/3/07,1/3/09,-23,,No Twitter,0
BiS-GA02,"Bishop, Sanford D., Jr.",M,2/4/47,Democratic,GA,2,110,SanfordBishop,2/1/11,2011,1/3/07,1/3/09,-40,,No Twitter,0
TaS-VA02,"Taylor, Scott",M,6/27/79,Republican,VA,2,0,Scotttaylorva,5/1/09,2009,,,,,,0
DuS-WI07,"Duffy, Sean P.",M,10/3/71,Republican,WI,7,0,SeanDuffyWI,1/1/11,2011,,,,,,0
BeX-CA34,"Becerra, Xavier",M,1/26/58,Democratic,CA,34,110,SecBecerra,3/1/21,2021,1/3/07,1/3/09,-51,,No Twitter,0
BaT-WI02,"Baldwin, Tammy",F,2/11/62,Democratic,WI,2,110,SenatorBaldwin,1/1/13,2013,1/3/07,1/3/09,-55,,No Twitter,0
CaB-MD03,"Cardin, Benjamin L.",M,10/5/43,Democratic,MD,3,0,SenatorCardin,1/1/10,2010,,,,,,0
KiM-IL10,"Kirk, Mark Steven",M,9/15/59,Republican,IL,10,110,SenatorKirk,11/1/10,2010,1/3/07,1/3/09,-52,,No Twitter,0
LaJ-OK05,"Lankford, James",M,3/4/68,Republican,OK,5,0,SenatorLankford,12/1/10,2010,,,,,,0
LuB-NM03,"Lujan, Ben Ray",M,6/7/72,Democratic,NM,3,0,SenatorLujan,1/1/09,2009,,,,,,0
SiK-AZ09,"Sinema, Kyrsten",F,7/12/76,Independent,AZ,9,0,SenatorSinema,1/1/13,2013,,,,,,0
ScT-SC01,"Scott, Tim",M,9/19/65,Republican,SC,1,0,SenatorTimScott,11/1/10,2010,,,,,,0
UdT-NM03,"Udall, Tom",M,5/18/48,Democratic,NM,3,110,SenatorTomUdall,7/1/09,2009,1/3/07,1/3/09,-41,,No Twitter,0
WiR-MS01,"Wicker, Roger F.",M,7/5/51,Republican,MS,1,0,SenatorWicker,3/1/11,2011,,,,,,0
CaS-WV02,"Capito, Shelley Moore",F,11/26/53,Republican,WV,2,110,SenCapito,9/1/10,2010,1/3/07,1/3/09,-46,,No Twitter,0
CaC-PA10,"Carney, Christopher P.",M,3/2/59,Democratic,PA,10,110,SenChrisCarney,12/1/11,2011,1/3/07,1/3/09,-52,,No Twitter,0
GaC-CO04,"Gardner, Cory",M,8/22/74,Republican,CO,4,0,SenCoryGardner,1/1/11,2011,,,,,,0
HeD-NV02,"Heller, Dean",M,5/10/60,Republican,NV,2,110,SenDeanHeller,3/1/11,2011,1/3/07,1/3/09,-53,,No Twitter,0
DoJ-IN02,"Donnelly, Joe",M,9/29/55,Democratic,IN,2,110,SenDonnelly,11/1/10,2010,1/3/07,1/3/09,-48,,No Twitter,0
DuT-IL08,"Duckworth, Tammy",F,3/12/68,Democratic,IL,8,0,SenDuckworth,1/1/13,2013,,,,,,0
PeG-MI14,"Peters, Gary C.",M,12/1/58,Democratic,MI,14,0,SenGaryPeters,1/1/11,2011,,,,,,0
RoJ-NV03,"Rosen, Jacky",M,8/2/57,Democratic,NV,3,0,SenJackyRosen,1/1/17,2017,,,,,,0
BrJ-NH01,"Bradley, Jeb",M,10/20/52,Republican,NH,1,0,SenJeb,3/1/10,2010,,,,,,0
CrK-ND00,"Cramer, Kevin",M,1/21/61,Republican,ND,0,0,SenKevinCramer,12/1/12,2012,,,,,,0
LuC-WY00,"Lummis, Cynthia M.",F,9/10/54,Republican,WY,0,0,SenLummis,3/1/09,2009,,,,,,0
MaE-MA07,"Markey, Edward J.",M,7/11/46,Democratic,MA,7,110,SenMarkey,2/1/09,2009,1/3/07,1/3/09,-39,,No Twitter,0
MuK-CA15,"Mullin, Kevin",M,6/15/70,Democratic,CA,15,0,SenMullin,1/1/13,2013,,,,,,0
MuM-OK02,"Mullin, Markwayne",M,7/26/77,Republican,OK,2,0,SenMullin,1/1/13,2013,,,,,,0
SaB-VT00,"Sanders, Bernard",M,9/8/41,Independent,VT,0,0,SenSanders,4/1/09,2009,,,,,,0
BrS-OH13,"Brown, Sherrod",M,11/9/52,Democratic,OH,13,0,SenSherrodBrown,6/1/09,2009,,,,,,0
BuT-NC13,"Budd, Ted",M,10/21/71,Republican,NC,13,0,SenTedBuddNC,1/1/17,2017,,,,,,0
YoT-IN09,"Young, Todd",M,8/24/72,Republican,IN,9,0,SenToddYoung,1/1/11,2011,,,,,,0
CoT-AR04,"Cotton, Tom",M,5/13/77,Republican,AR,4,0,SenTomCotton,11/1/12,2012,,,,,,0
MoS-MA06,"Moulton, Seth",M,10/24/78,Democratic,MA,6,0,sethmoulton,2/1/11,2011,,,,,,0
SeS-TX22,"Sekula Gibbs, Shelley",F,6/22/53,Republican,TX,22,0,ShelleySekula,8/1/14,2014,,,,,,0
ShB-PA09,"Shuster, Bill",M,1/10/61,Republican,PA,9,110,ShusterForPA9,9/1/12,2012,1/3/07,1/3/09,-54,,No Twitter,0
ReS-TX16,"Reyes, Silvestre",M,11/10/44,Democratic,TX,16,110,SilvestreReyes,2/1/10,2010,1/3/07,1/3/09,-37,,No Twitter,0
SoM-IN09,"Sodrel, Michael E.",M,12/17/45,Republican,IN,9,0,SodrelMike,2/1/22,2022,,,,,,0
BoJ-OH08,"Boehner, John A.",M,11/17/49,Republican,OH,8,110,SpeakerBoehner,7/1/07,2007,1/3/07,1/3/09,-42,1.00,Has Twitter,1
McK-CA20,"McCarthy, Kevin",M,1/26/65,Republican,CA,20,110,SpeakerMcCarthy,1/1/09,2009,1/3/07,1/3/09,-58,,No Twitter,0
PeN-CA11,"Pelosi, Nancy",F,3/26/40,Democratic,CA,11,110,SpeakerPelosi,8/1/08,2008,1/3/07,1/3/09,-33,1.00,Has Twitter,1
RyP-WI01,"Ryan, Paul D.",M,1/29/70,Republican,WI,1,110,SpeakerRyan,1/1/09,2009,1/3/07,1/3/09,36,,No Twitter,0
PlS-VI00,"Plaskett, Stacey E.",F,5/13/66,Democratic,VI,0,0,StaceyPlaskett,8/1/14,2014,,,,,,0
HeS-SD00,"Herseth Sandlin, Stephanie",F,12/3/70,Democratic,SD,0,110,StephanieforSD,5/1/10,2010,1/3/07,1/3/09,36,,No Twitter,0
KaS-WI08,"Kagen, Steve",M,12/12/49,Democratic,WI,8,110,stevekagen,2/1/10,2010,1/3/07,1/3/09,-42,,No Twitter,0
KiS-IA04,"King, Steve",M,5/28/49,Republican,IA,4,110,SteveKingIA,6/1/09,2009,1/3/07,1/3/09,-42,,No Twitter,0
KnS-CA25,"Knight, Stephen",M,12/17/66,Republican,CA,25,0,SteveKnight25,1/1/15,2015,,,,,,0
RuS-OK05,"Russell, Steve",M,5/25/63,Republican,OK,5,0,SteveRussellOK,2/1/14,2014,,,,,,0
ScS-LA01,"Scalise, Steve",M,10/6/65,Republican,LA,1,110,SteveScalise,2/1/13,2013,1/3/07,1/3/09,-58,,No Twitter,0
StS-TX36,"Stockman, Steve",M,11/14/56,Republican,TX,36,0,SteveWorks4You,1/1/13,2013,,,,,,0
BrS-IN05,"Brooks, Susan W.",F,8/25/60,Republican,IN,5,0,SusanWBrooks,1/1/13,2013,,,,,,0
KoS-FL24,"Kosmas, Suzanne M.",F,2/25/44,Democratic,FL,24,0,SuzanneKosmas,1/1/17,2017,,,,,,0
ReD-WA08,"Reichert, David G.",M,8/29/50,Republican,WA,8,110,TeamReichert,3/1/10,2010,1/3/07,1/3/09,-43,,No Twitter,0
SuJ-OK01,"Sullivan, John",M,1/1/65,Republican,OK,1,110,TEAMSullivan,11/1/09,2009,1/3/07,1/3/09,-58,,No Twitter,0
StT-OH06,"Strickland, Ted",M,8/4/41,Democratic,OH,6,0,Ted_Strickland,4/1/09,2009,,,,,,0
GoT-SC04,"Gowdy, Trey",M,8/22/64,Republican,SC,4,0,TGowdySC,1/1/11,2011,,,,,,0
BiT-NY01,"Bishop, Timothy H.",M,6/1/50,Democratic,NY,1,110,TimBishop2014,2/1/12,2012,1/3/07,1/3/09,-43,,No Twitter,0
HoT-PA17,"Holden, Tim",M,3/5/57,Democratic,PA,17,110,TimHoldenPA17,4/1/10,2010,1/3/07,1/3/09,-50,,No Twitter,0
MaT-FL16,"Mahoney, Tim",M,8/15/56,Democratic,FL,16,110,TimMahoney67A,3/1/13,2013,1/3/07,1/3/09,-49,,No Twitter,0
RoT-IN04,"Rokita, Todd",M,2/9/70,Republican,IN,4,0,ToddRokita,11/1/08,2008,,,,1.00,,1
SuT-NY03,"Suozzi, Thomas R.",M,8/31/62,Democratic,NY,3,0,Tom_Suozzi,1/1/09,2009,,,,,,0
CoT-OK04,"Cole, Tom",M,4/28/49,Republican,OK,4,110,TomColeOK04,3/1/09,2009,1/3/07,1/3/09,-42,,No Twitter,0
DeT-TX22,"DeLay, Tom",M,4/8/47,Republican,TX,22,0,tomdelay,5/1/07,2007,,,,1.00,,1
LaT-IA03,"Latham, Tom",M,7/14/48,Republican,IA,3,110,TomLatham,11/1/07,2007,1/3/07,1/3/09,-41,1.00,Has Twitter,1
PeT-VA05,"Perriello, Thomas S.P.",M,10/9/74,Democratic,VA,5,0,tomperriello,4/1/08,2008,,,,1.00,,1
ReT-NY23,"Reed, Tom",M,11/18/71,Republican,NY,23,0,TomReedCongress,8/1/09,2009,,,,,,0
RoT-FL17,"Rooney, Thomas J.",M,11/21/70,Republican,FL,17,0,TomRooney,3/1/09,2009,,,,,,0
ChT-MS01,"Childers, Travis",M,3/29/58,Democratic,MS,1,110,travchilders,3/1/15,2015,1/3/07,1/3/09,-51,,No Twitter,0
RaT-FL19,"Radel, Trey",M,4/20/76,Republican,FL,19,0,treyradel,11/1/08,2008,,,,1.00,,1
TaT-CO06,"Tancredo, Thomas G.",M,12/20/45,Republican,CO,6,110,ttancredo,8/1/09,2009,1/3/07,1/3/09,-38,,No Twitter,0
GaT-HI02,"Gabbard, Tulsi",F,4/12/81,Democratic,HI,2,0,TulsiPress,1/1/13,2013,,,,,,0
GoC-TX20,"Gonzalez, Charles A.",M,5/5/45,Democratic,TX,20,110,TX20CharlieG,1/1/11,2011,1/3/07,1/3/09,-38,,No Twitter,0
WeR-TX14,"Weber, Randy K., Sr.",M,7/2/53,Republican,TX,14,0,TXRandy14,1/1/13,2013,,,,,,0
TuR-NY09,"Turner, Robert L.",M,5/2/41,Republican,NY,9,0,USRepBobTurner,9/1/11,2011,,,,,,0
JoD-FL13,"Jolly, David W.",M,10/31/72,Republican,FL,13,0,USRepDavidJolly,5/1/14,2014,,,,,,0
PaG-AL06,"Palmer, Gary J.",M,5/14/54,Republican,AL,6,0,USRepGaryPalmer,11/1/14,2014,,,,,,0
CaK-FL14,"Castor, Kathy",F,8/20/66,Democratic,FL,14,110,USRepKCastor,11/1/13,2013,1/3/07,1/3/09,-59,,No Twitter,0
KeW-MA09,"Keating, William R.",M,9/6/52,Democratic,MA,9,0,USRepKeating,1/1/11,2011,,,,,,0
DoM-PA18,"Doyle, Michael F.",M,8/5/53,Democratic,PA,18,110,USRepMikeDoyle,5/1/09,2009,1/3/07,1/3/09,-46,,No Twitter,0
FlM-NE01,"Flood, Mike",M,2/23/75,Republican,NE,1,0,USRepMikeFlood,7/1/22,2022,,,,,,0
HiR-TX15,"Hinojosa, Ruben",M,8/20/40,Democratic,TX,15,110,USRepRHinojosa,1/1/11,2011,1/3/07,1/3/09,-33,,No Twitter,0
NoR-MN08,"Nolan, Richard M.",M,12/17/43,Democratic,MN,8,0,USRepRickNolan,1/1/13,2013,,,,,,0
FoV-NC04,"Foushee, Valerie P.",F,5/7/56,Democratic,NC,4,0,ValerieFoushee,1/1/23,2023,,,,,,0
McV-LA05,"McAllister, Vance M.",M,1/7/74,Republican,LA,5,0,VanceMcAllister,9/1/13,2013,,,,,,0
BuV-FL16,"Buchanan, Vern",M,5/8/51,Republican,FL,16,110,VernBuchanan,2/1/09,2009,1/3/07,1/3/09,-44,,No Twitter,0
GoV-VA05,"Goode, Virgil H., Jr.",M,10/17/46,Republican,VA,5,110,VirgilGoode,6/1/12,2012,1/3/07,1/3/09,-39,,No Twitter,0
FoV-NC05,"Foxx, Virginia",F,6/29/43,Republican,NC,5,110,virginiafoxx,9/1/08,2008,1/3/07,1/3/09,-36,1.00,Has Twitter,1
JoB-MI13,"Jones, Brenda",F,10/24/59,Democratic,MI,13,0,VoteBrendaJones,6/1/18,2018,,,,,,0
BrC-FL05,"Brown, Corrine",F,11/11/46,Democratic,FL,5,110,votecorrine,6/1/22,2022,1/3/07,1/3/09,-39,,No Twitter,0
WaJ-IL08,"Walsh, Joe",M,12/27/61,Republican,IL,8,0,WalshFreedom,1/1/11,2011,,,,,,0
DaW-OH08,"Davidson, Warren",M,3/1/70,Republican,OH,8,0,WarrenDavidson,6/1/16,2016,,,,,,0
WeL-GA03,"Westmoreland, Lynn A.",M,4/2/50,Republican,GA,3,110,Westmoreland_GA,4/1/10,2010,1/3/07,1/3/09,-43,,No Twitter,0
HuW-TX23,"Hurd, Will",M,8/19/77,Republican,TX,23,0,WillHurd,1/1/15,2015,,,,,,0
YoD-IA03,"Young, David",M,5/11/68,Republican,IA,3,0,YoungForIowa,5/1/13,2013,,,,,,0
HeY-NM02,"Herrell, Yvette",F,3/16/64,Republican,NM,2,0,Yvette4congress,8/1/17,2017,,,,,,0
NuZ-IA03,"Nunn, Zachary",M,5/4/79,Republican,IA,3,0,ZachNunn,1/1/23,2023,,,,,,0
SpZ-OH18,"Space, Zachary T.",M,1/27/61,Democratic,OH,18,110,ZackSpaceOhio,6/1/10,2010,1/3/07,1/3/09,-54,,No Twitter,0
BoJ-AL01,"Bonner, Jo",M,11/19/59,Republican,AL,1,110,,,,1/3/07,1/3/09,-52,,No Twitter,0
EvT-AL02,"Everett, Terry",M,2/15/37,Republican,AL,2,110,,,,1/3/07,1/3/09,-30,,No Twitter,0
BrB-AL02,"Bright, Bobby",M,7/21/52,Democratic,AL,2,0,,,,,,,,,0
CrR-AL05,"Cramer, Robert E. (Bud), Jr.",M,8/22/47,Democratic,AL,5,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
BeM-AR01,"Berry, Marion",M,8/27/42,Democratic,AR,1,110,,,,1/3/07,1/3/09,-35,,No Twitter,0
SnV-AR02,"Snyder, Vic",M,9/27/47,Democratic,AR,2,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
HaJ-AZ05,"Hayworth, J. D.",M,7/12/58,Republican,AZ,5,0,,,,,,,,,0
PaE-AZ07,"Pastor, Ed",M,6/28/43,Democratic,AZ,7,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
KoJ-AZ08,"Kolbe, Jim",M,6/28/42,Republican,AZ,8,0,,,,,,,,,0
FrT-AZ08,"Franks, Trent",M,6/19/57,Republican,AZ,8,110,,,,1/3/07,1/3/09,-50,,No Twitter,0
HeW-CA02,"Herger, Wally",M,5/20/45,Republican,CA,2,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
TaE-CA10,"Tauscher, Ellen O.",F,11/15/51,Democratic,CA,10,110,,,,1/3/07,1/3/09,-44,,No Twitter,0
LaT-CA12,"Lantos, Tom",M,2/1/28,Democratic,CA,12,110,,,,1/3/07,1/3/09,-21,,No Twitter,0
StF-CA13,"Stark, Fortney Pete",M,11/11/31,Democratic,CA,13,110,,,,1/3/07,1/3/09,-24,,No Twitter,0
FaS-CA20,"Farr, Sam",M,7/4/41,Democratic,CA,20,110,,,,1/3/07,1/3/09,-34,,No Twitter,0
ThW-CA22,"Thomas, William M.",M,12/6/41,Republican,CA,22,0,,,,,,,,,0
GaE-CA24,"Gallegly, Elton",M,3/7/44,Republican,CA,24,110,,,,1/3/07,1/3/09,-37,,No Twitter,0
DrD-CA26,"Dreier, David",M,7/5/52,Republican,CA,26,110,,,,1/3/07,1/3/09,-45,,No Twitter,0
WaD-CA33,"Watson, Diane E.",F,11/12/33,Democratic,CA,33,110,,,,1/3/07,1/3/09,-26,,No Twitter,0
MiJ-CA37,"Millender-McDonald, Juanita",F,9/7/38,Democratic,CA,37,0,,,,,,,,,0
RiL-CA37,"Richardson, Laura",F,4/14/62,Democratic,CA,37,110,,,,1/3/07,1/3/09,-55,,No Twitter,0
BaJ-CA43,"Baca, Joe",M,1/23/47,Democratic,CA,43,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
CaJ-CA45,"Campbell, John",M,7/19/55,Republican,CA,45,110,,,,1/3/07,1/3/09,-48,,No Twitter,0
CoC-CA48,"Cox, Christopher",M,10/16/52,Republican,CA,48,0,,,,,,,,,0
RoD-CA48,"Rohrabacher, Dana",M,6/21/47,Republican,CA,48,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
CuR-CA50,"Cunningham, Randy (Duke)",M,12/8/41,Republican,CA,50,0,,,,,,,,,0
HuD-CA50,"Hunter, Duncan D.",M,12/7/76,Republican,CA,50,0,,,,,,,,,0
HuD-CA52,"Hunter, Duncan",M,5/31/48,Republican,CA,52,110,,,,1/3/07,1/3/09,-41,,No Twitter,0
DaS-CA53,"Davis, Susan A.",F,4/13/44,Democratic,CA,53,110,,,,1/3/07,1/3/09,-37,,No Twitter,0
SaJ-CO03,"Salazar, John T.",M,7/21/53,Democratic,CO,3,110,,,,1/3/07,1/3/09,-46,,No Twitter,0
MuM-CO04,"Musgrave, Marilyn N.",F,1/27/49,Republican,CO,4,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
HeJ-CO05,"Hefley, Joel",M,4/18/35,Republican,CO,5,0,,,,,,,,,0
BeB-CO07,"Beauprez, Bob",M,9/22/48,Republican,CO,7,0,,,,,,,,,0
JoN-CT05,"Johnson, Nancy L.",F,1/5/35,Republican,CT,5,0,,,,,,,,,0
CaM-DE00,"Castle, Michael N.",M,7/2/39,Republican,DE,0,110,,,,1/3/07,1/3/09,-32,,No Twitter,0
MiJ-FL01,"Miller, Jeff",M,6/27/59,Republican,FL,1,110,,,,1/3/07,1/3/09,-52,,No Twitter,0
BoA-FL02,"Boyd, Allen",M,6/6/45,Democratic,FL,2,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
MiJ-FL07,"Mica, John L.",M,1/27/43,Republican,FL,7,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
BiM-FL09,"Bilirakis, Michael",M,7/16/30,Republican,FL,9,0,,,,,,,,,0
DaJ-FL11,"Davis, Jim",M,11/11/57,Democratic,FL,11,0,,,,,,,,,0
YoC-FL13,"Young, C. W. Bill",M,12/16/30,Republican,FL,13,110,,,,1/3/07,1/3/09,-23,,No Twitter,0
HaK-FL13,"Harris, Katherine",F,4/5/57,Republican,FL,13,0,,,,,,,,,0
FoM-FL16,"Foley, Mark",M,9/8/54,Republican,FL,16,0,,,,,,,,,0
WeR-FL19,"Wexler, Robert",M,1/2/61,Democratic,FL,19,110,,,,1/3/07,1/3/09,-54,,No Twitter,0
ShE-FL22,"Shaw, E. Clay, Jr.",M,4/19/39,Republican,FL,22,0,,,,,,,,,0
FeT-FL24,"Feeney, Tom",M,5/21/58,Republican,FL,24,110,,,,1/3/07,1/3/09,-51,,No Twitter,0
HaK-GA06,"Handel, Karen C.",F,4/18/62,Republican,GA,6,0,,,,,,,,,0
MaJ-GA08,"Marshall, Jim",M,3/31/48,Democratic,GA,8,110,,,,1/3/07,1/3/09,-41,,No Twitter,0
NoC-GA10,"Norwood, Charles W.",M,7/27/41,Republican,GA,10,0,,,,,,,,,0
BrB-IA01,"Braley, Bruce L.",M,10/30/57,Democratic,IA,1,110,,,,1/3/07,1/3/09,-50,,No Twitter,0
LeJ-IA02,"Leach, James A.",M,10/15/42,Republican,IA,2,0,,,,,,,,,0
SaB-ID01,"Sali, Bill",M,2/17/54,Republican,ID,1,110,,,,1/3/07,1/3/09,-47,,No Twitter,0
MiW-ID01,"Minnick, Walter",M,9/20/42,Democratic,ID,1,0,,,,,,,,,0
JaJ-IL02,"Jackson, Jesse L., Jr.",M,3/11/65,Democratic,IL,2,110,,,,1/3/07,1/3/09,-58,,No Twitter,0
HyH-IL06,"Hyde, Henry J.",M,4/18/24,Republican,IL,6,0,,,,,,,,,0
BeM-IL08,"Bean, Melissa L.",F,1/22/62,Democratic,IL,8,110,,,,1/3/07,1/3/09,-55,,No Twitter,0
HaD-IL11,"Halvorson, Deborah L.",F,3/1/58,Democratic,IL,11,0,,,,,,,,,0
CoJ-IL12,"Costello, Jerry F.",M,9/25/49,Democratic,IL,12,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
HaJ-IL14,"Hastert, J. Dennis",M,1/2/42,Republican,IL,14,0,,,,,,,,,0
MaD-IL16,"Manzullo, Donald A.",M,3/24/44,Republican,IL,16,110,,,,1/3/07,1/3/09,-37,,No Twitter,0
EvL-IL17,"Evans, Lane",M,8/4/51,Democratic,IL,17,0,,,,,,,,,0
HaP-IL17,"Hare, Phil",M,2/21/49,Democratic,IL,17,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
ScR-IL17,"Schilling, Robert T.",M,1/23/64,Republican,IL,17,0,,,,,,,,,0
SoM-IN03,"Souder, Mark E.",M,7/18/50,Republican,IN,3,110,,,,1/3/07,1/3/09,-43,,No Twitter,0
BuS-IN04,"Buyer, Steve",M,11/26/58,Republican,IN,4,110,,,,1/3/07,1/3/09,-51,,No Twitter,0
CaJ-IN07,"Carson, Julia",F,7/8/38,Democratic,IN,7,0,,,,,,,,,0
