uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined,AgeWhenTwitterJoined
HaA-MD01,"Harris, Andy",M,1957-01-25,Republican,MD,1,2401,0,0,0,112,113,114,115,116,117,118,RepAndyHarrisMD,2012-01-01,2012,54
WaA-MO02,"Wagner, Ann",F,1962-09-13,Republican,MO,2,2902,0,0,0,0,113,114,115,116,117,118,RepAnnWagner,2012-01-01,2012,49
ArK-ND00,"Armstrong, Kelly",F,1976-10-08,Republican,ND,0,3800,0,0,0,0,0,0,0,116,117,118,RepArmstrongND,2019-01-01,2019,42
ArJ-TX19,"Arrington, Jodey C.",M,1972-03-09,Republican,TX,19,4819,0,0,0,0,0,0,115,116,117,118,RepArrington,2017-01-01,2017,44
HiA-IA02,"Hinson, Ashley",F,1983-06-27,Republican,IA,2,1902,0,0,0,0,0,0,0,0,117,118,RepAshleyHinson,2020-01-01,2020,36
BaT-OH12,"Balderson, Troy",M,1962-01-16,Republican,OH,12,3912,0,0,0,0,0,0,115,116,117,118,RepBalderson,2018-09-01,2018,56
BaJ-SC03,"Barrett, J. Gresham",M,1961-02-14,Republican,SC,3,4503,109,110,111,0,0,0,0,0,0,0,RepBarrett,2009-01-01,2009,47
MoB-AL02,"Moore, Barry",M,1966-09-26,Republican,AL,2,0102,0,0,0,0,0,0,0,0,117,118,RepBarryMoore,2020-01-01,2020,53
ClB-VA06,"Cline, Ben",M,1972-02-29,Republican,VA,6,5106,0,0,0,0,0,0,0,116,117,118,RepBenCline,2018-01-01,2018,45
BeC-OR02,"Bentz, Cliff",M,1952-01-12,Republican,OR,2,4102,0,0,0,0,0,0,0,0,117,118,RepBentz,2021-01-01,2021,69
VaB-TX24,"Van Duyne, Beth",F,1970-11-16,Republican,TX,24,4824,0,0,0,0,0,0,0,0,117,118,RepBethVanDuyne,2020-12-01,2020,50
BiS-OK05,"Bice, Stephanie I.",F,1973-11-11,Republican,OK,5,4005,0,0,0,0,0,0,0,0,117,118,RepBice,2020-12-01,2020,47
JoB-OH06,"Johnson, Bill",M,1954-11-10,Republican,OH,6,3906,0,0,0,112,113,114,115,116,117,118,RepBillJohnson,2010-11-01,2010,56
LuB-MO03,"Luetkemeyer, Blaine",M,1952-05-07,Republican,MO,3,2903,0,0,111,112,113,114,115,116,117,118,RepBlaine,2013-09-01,2013,61
MoB-UT01,"Moore, Blake D.",M,1980-06-22,Republican,UT,1,4901,0,0,0,0,0,0,0,0,117,118,RepBlakeMoore,2020-12-01,2020,40
GoB-VA05,"Good, Bob",M,1965-09-11,Republican,VA,5,5105,0,0,0,0,0,0,0,0,117,118,RepBobGood,2021-01-01,2021,55
BoL-CO03,"Boebert, Lauren",F,1986-12-19,Republican,CO,3,0803,0,0,0,0,0,0,0,0,117,118,RepBoebert,2020-12-01,2020,33
BoM-IL12,"Bost, Mike",M,1960-12-30,Republican,IL,12,1712,0,0,0,0,0,114,115,116,117,118,RepBost,2015-01-01,2015,54
WeB-OH02,"Wenstrup, Brad R.",M,1958-06-17,Republican,OH,2,3902,0,0,0,0,113,114,115,116,117,118,RepBradWenstrup,2012-03-01,2012,53
BrJ-OK02,"Brecheen, Josh",M,1979-06-19,Republican,OK,2,4002,0,0,0,0,0,0,0,0,0,118,RepBrecheen,2022-12-01,2022,43
BaB-TX36,"Babin, Brian",M,1948-03-23,Republican,TX,36,4836,0,0,0,0,0,114,115,116,117,118,RepBrianBabin,2014-12-01,2014,66
FiB-PA01,"Fitzpatrick, Brian K.",M,1973-12-17,Republican,PA,1,4201,0,0,0,0,0,0,115,116,117,118,RepBrianFitz,2017-01-01,2017,43
MaB-FL21,"Mast, Brian J.",M,1980-07-10,Republican,FL,21,1221,0,0,0,0,0,0,115,116,117,118,RepBrianMast,2016-12-01,2016,36
StB-WI01,"Steil, Bryan",M,1981-03-03,Republican,WI,1,5501,0,0,0,0,0,0,0,116,117,118,RepBryanSteil,2018-12-01,2018,37
CaE-GA01,"Carter, Earl L. Buddy",M,1957-09-06,Republican,GA,1,1301,0,0,0,0,0,114,115,116,117,118,RepBuddyCarter,2015-01-15,2015,57
OwB-UT04,"Owens, Burgess",M,1951-08-02,Republican,UT,4,4904,0,0,0,0,0,0,0,0,117,118,RepBurgessOwens,2020-12-01,2020,69
GiC-FL28,"Gimenez, Carlos A.",M,1954-01-17,Republican,FL,28,1228,0,0,0,0,0,0,0,0,117,118,RepCarlos,2020-12-01,2020,66
MiC-WV01,"Miller, Carol D.",F,1950-11-04,Republican,WV,1,5401,0,0,0,0,0,0,0,116,117,118,RepCarolMiller,2019-01-01,2019,68
CaM-NC11,"Cawthorn, Madison",M,1995-08-01,Republican,NC,11,3711,0,0,0,0,0,0,0,0,117,0,RepCawthorn,2020-12-01,2020,25
BaC-NH02,"Bass, Charles F.",M,1952-01-08,Republican,NH,2,3302,109,0,0,112,0,0,0,0,0,0,RepCharlesBass,2011-01-01,2011,59
DjC-HI01,"Djou, Charles K.",M,1970-08-09,Republican,HI,1,1501,0,0,111,0,0,0,0,0,0,0,RepCharlesDjou,2010-06-01,2010,39
DeC-PA15,"Dent, Charles W.",M,1960-05-24,Republican,PA,15,4215,109,110,111,112,113,114,115,0,0,0,RepCharlieDent,2011-01-01,2011,50
RoC-TX21,"Roy, Chip",M,1972-08-07,Republican,TX,21,4821,0,0,0,0,0,0,0,116,117,118,RepChipRoy,2019-01-01,2019,46
StC-UT02,"Stewart, Chris",M,1960-07-15,Republican,UT,2,4902,0,0,0,0,113,114,115,116,117,118,RepChrisStewart,2013-01-01,2013,52
FlC-TN03,"Fleischmann, Charles J. Chuck",M,1962-10-11,Republican,TN,3,4703,0,0,0,112,113,114,115,116,117,118,RepChuck,2011-01-01,2011,48
CiJ-AZ06,"Ciscomani, Juan",M,1982-08-31,Republican,AZ,6,0406,0,0,0,0,0,0,0,0,0,118,RepCiscomani,2022-12-01,2022,40
HiC-LA03,"Higgins, Clay",M,1961-08-24,Republican,LA,3,2203,0,0,0,0,0,0,115,116,117,118,RepClayHiggins,2017-03-01,2017,55
StC-FL06,"Stearns, Cliff",M,1941-04-16,Republican,FL,6,1206,109,110,111,112,0,0,0,0,0,0,RepCliffStearns,2009-02-01,2009,67
ClM-TX27,"Cloud, Michael",M,1975-05-13,Republican,TX,27,4827,0,0,0,0,0,0,115,116,117,118,RepCloudTX,2018-09-01,2018,43
CoC-CA22,"Conway, Connie",F,1950-09-25,Republican,CA,22,0622,0,0,0,0,0,0,0,0,117,0,RepConnieConway,2022-07-01,2022,71
ClC-FL19,"Clawson, Curt",M,1959-09-28,Republican,FL,19,1219,0,0,0,0,113,114,0,0,0,0,RepCurtClawson,2014-08-01,2014,54
StD-AL05,"Strong, Dale W.",M,1970-05-08,Republican,AL,5,0105,0,0,0,0,0,0,0,0,0,118,RepDaleStrong,2017-01-01,2017,46
BiD-NC08,"Bishop, Dan",M,1964-07-01,Republican,NC,8,3708,0,0,0,0,0,0,0,116,117,118,RepDanBishop,2019-09-01,2019,55
CrD-TX02,"Crenshaw, Dan",M,1984-03-14,Republican,TX,2,4802,0,0,0,0,0,0,0,116,117,118,RepDanCrenshaw,2019-01-01,2019,34
DoD-NY11,"Donovan, Daniel M., Jr.",M,1956-11-06,Republican,NY,11,3611,0,0,0,0,0,114,115,0,0,0,RepDanDonovan,2015-07-01,2015,58
LuD-CA03,"Lungren, Daniel E.",M,1946-09-22,Republican,CA,3,0603,109,110,111,112,0,0,0,0,0,0,RepDanLungren,2011-09-01,2011,64
IsD-CA48,"Issa, Darrell E.",M,1953-11-01,Republican,CA,48,0648,109,110,111,112,113,114,115,0,117,118,repdarrellissa,2009-08-01,2009,55
JoD-OH14,"Joyce, David P.",M,1957-03-17,Republican,OH,14,3914,0,0,0,0,113,114,115,116,117,118,RepDaveJoyce,2012-11-01,2012,55
ScD-AZ01,"Schweikert, David",M,1962-03-03,Republican,AZ,1,0401,0,0,0,112,113,114,115,116,117,118,RepDavid,2010-12-01,2010,48
KuD-TN08,"Kustoff, David",M,1966-10-08,Republican,TN,8,4708,0,0,0,0,0,0,115,116,117,118,RepDavidKustoff,2017-01-01,2017,50
RoD-NC07,"Rouzer, David",M,1972-02-16,Republican,NC,7,3707,0,0,0,0,0,114,115,116,117,118,RepDavidRouzer,2012-09-01,2012,40
VaD-CA22,"Valadao, David G.",M,1977-04-14,Republican,CA,22,0622,0,0,0,0,113,114,115,0,117,118,RepDavidValadao,2013-01-01,2013,35
D'A-NY04,"D''Esposito, Anthony",M,1982-02-22,Republican,NY,4,3604,0,0,0,0,0,0,0,0,0,118,RepDesposito,2022-12-01,2022,40
BlD-TN06,"Black, Diane",F,1951-01-16,Republican,TN,6,4706,0,0,0,112,113,114,115,0,0,0,RepDianeBlack,2010-02-01,2010,59
LaD-CO05,"Lamborn, Doug",M,1954-05-24,Republican,CO,5,0805,0,110,111,112,113,114,115,116,117,118,RepDLamborn,2012-05-01,2012,57
LeD-AZ08,"Lesko, Debbie",F,1958-11-14,Republican,AZ,8,0408,0,0,0,0,0,0,115,116,117,118,RepDLesko,2018-05-01,2018,59
DoR-IL10,"Dold, Robert J.",M,1969-06-23,Republican,IL,10,1710,0,0,0,112,0,114,0,0,0,0,RepDold,2011-01-01,2011,41
DoB-FL19,"Donalds, Byron",M,1974-10-28,Republican,FL,19,1219,0,0,0,0,0,0,0,0,117,118,RepDonaldsPress,2020-12-01,2020,46
BaD-NE02,"Bacon, Don",M,1963-08-16,Republican,NE,2,3102,0,0,0,0,0,0,115,116,117,118,RepDonBacon,2017-01-01,2017,53
YoD-AK00,"Young, Don",M,1933-06-09,Republican,AK,0,0200,109,110,111,112,113,114,115,116,117,0,repdonyoung,2009-05-01,2009,75
CoD-GA09,"Collins, Doug",M,1966-08-16,Republican,GA,9,1309,0,0,0,0,113,114,115,116,0,0,RepDougCollins,2013-01-01,2013,46
FeA-GA03,"Ferguson, A. Drew, IV",M,1966-11-15,Republican,GA,3,1303,0,0,0,0,0,0,115,116,117,118,RepDrewFerguson,2016-12-01,2016,50
DuJ-CA13,"Duarte, John S.",M,1966-09-09,Republican,CA,13,0613,0,0,0,0,0,0,0,0,0,118,RepDuarteCA13,2023-01-01,2023,56
JoD-SD00,"Johnson, Dusty",M,1976-09-30,Republican,SD,0,4600,0,0,0,0,0,0,0,116,117,118,RepDustyJohnson,2018-12-01,2018,42
EdC-NC11,"Edwards, Chuck",M,1960-09-13,Republican,NC,11,3711,0,0,0,0,0,0,0,0,0,118,RepEdwards,2022-12-01,2022,62
WhE-KY01,"Whitfield, Ed",M,1943-05-25,Republican,KY,1,2101,109,110,111,112,113,114,0,0,0,0,RepEdWhitfield,2011-01-01,2011,67
CrE-AZ02,"Crane, Elijah",M,1980-01-03,Republican,AZ,2,0402,0,0,0,0,0,0,0,0,0,118,RepEliCrane,2022-12-01,2022,42
ElJ-TX06,"Ellzey, Jake",M,1970-01-24,Republican,TX,6,4806,0,0,0,0,0,0,0,0,117,118,RepEllzey,2021-03-01,2021,51
BuE-MO07,"Burlison, Eric",M,1976-10-02,Republican,MO,7,2907,0,0,0,0,0,0,0,0,0,118,RepEricBurlison,2022-12-01,2022,46
EzM-MS04,"Ezell, Mike",M,1959-04-06,Republican,MS,4,2804,0,0,0,0,0,0,0,0,0,118,RepEzell,2022-12-01,2022,63
FeR-IA04,"Feenstra, Randy",M,1969-01-14,Republican,IA,4,1904,0,0,0,0,0,0,0,0,117,118,RepFeenstra,2021-01-01,2021,52
FiS-TN08,"Fincher, Stephen Lee",M,1973-02-07,Republican,TN,8,4708,0,0,0,112,113,114,0,0,0,0,RepFincherTN08,2011-02-01,2011,38
FiB-MN01,"Finstad, Brad",M,1976-05-30,Republican,MN,1,2701,0,0,0,0,0,0,0,0,117,118,repfinstad,2022-08-01,2022,46
FiM-MN07,"Fischbach, Michelle",F,1965-11-03,Republican,MN,7,2707,0,0,0,0,0,0,0,0,117,118,RepFischbach,2020-12-01,2020,55
FiS-WI05,"Fitzgerald, Scott",M,1963-11-16,Republican,WI,5,5505,0,0,0,0,0,0,0,0,117,118,RepFitzgerald,2012-12-01,2012,49
FiM-PA08,"Fitzpatrick, Michael G.",M,1963-06-28,Republican,PA,8,4208,109,0,0,112,113,114,0,0,0,0,RepFitzpatrick,2011-01-01,2011,47
FlJ-LA04,"Fleming, John",M,1951-07-05,Republican,LA,4,2204,0,0,111,112,113,114,0,0,0,0,RepFleming,2009-10-01,2009,58
GuF-NH01,"Guinta, Frank C.",M,1970-09-26,Republican,NH,1,3301,0,0,0,112,0,114,0,0,0,0,RepFrankGuinta,2011-01-01,2011,40
FrC-FL18,"Franklin, C. Scott",M,1964-08-23,Republican,FL,18,1218,0,0,0,0,0,0,0,0,117,118,RepFranklin,2020-12-01,2020,56
LuF-OK03,"Lucas, Frank D.",M,1960-01-06,Republican,OK,3,4003,109,110,111,112,113,114,115,116,117,118,RepFrankLucas,2011-01-01,2011,51
KeF-PA12,"Keller, Fred",M,1965-10-23,Republican,PA,12,4212,0,0,0,0,0,0,0,116,117,0,RepFredKeller,2019-06-01,2019,53
UpF-MI06,"Upton, Fred",M,1953-04-23,Republican,MI,6,2606,109,110,111,112,113,114,115,116,117,0,RepFredUpton,2010-03-01,2010,56
HiJ-AR02,"Hill, J. French",M,1956-12-05,Republican,AR,2,0502,0,0,0,0,0,114,115,116,117,118,repfrenchhill,2014-12-01,2014,58
GaM-WI08,"Gallagher, Mike",M,1984-03-03,Republican,WI,8,5508,0,0,0,0,0,0,115,116,117,118,RepGallagher,2017-01-01,2017,32
GaA-NY02,"Garbarino, Andrew R.",M,1984-09-27,Republican,NY,2,3602,0,0,0,0,0,0,0,0,117,118,RepGarbarino,2020-12-01,2020,36
GrG-LA06,"Graves, Garret",M,1972-01-31,Republican,LA,6,2206,0,0,0,0,0,114,115,116,117,118,RepGarretGraves,2014-12-01,2014,42
GaS-NJ05,"Garrett, Scott",M,1959-07-09,Republican,NJ,5,3405,109,110,111,112,113,114,0,0,0,0,RepGarrett,2012-11-01,2012,53
MiG-CA31,"Miller, Gary G.",M,1948-10-16,Republican,CA,31,0631,109,110,111,112,113,0,0,0,0,0,RepGaryMiller,2010-06-01,2010,61
DaG-KY04,"Davis, Geoff",M,1958-10-26,Republican,KY,4,2104,109,110,111,112,0,0,0,0,0,0,RepGeoffDavis,2011-01-01,2011,52
GoB-VA06,"Goodlatte, Bob",M,1952-09-22,Republican,VA,6,5106,109,110,111,112,113,114,115,0,0,0,RepGoodlatte,2009-05-01,2009,56
GoP-AZ09,"Gosar, Paul A.",M,1958-11-22,Republican,AZ,9,0409,0,0,0,112,113,114,115,116,117,118,RepGosar,2011-01-01,2011,52
MuG-NC03,"Murphy, Gregory",M,1963-03-05,Republican,NC,3,3703,0,0,0,0,0,0,0,116,117,118,RepGregMurphy,2019-09-01,2019,56
PeG-IN06,"Pence, Greg",M,1956-11-14,Republican,IN,6,1806,0,0,0,0,0,0,0,116,117,118,RepGregPence,2019-01-01,2019,62
StW-FL17,"Steube, W. Gregory",M,1978-05-19,Republican,FL,17,1217,0,0,0,0,0,0,0,116,117,118,RepGregSteube,2019-01-01,2019,40
WaG-OR02,"Walden, Greg",M,1957-01-10,Republican,OR,2,4102,109,110,111,112,113,114,115,116,0,0,repgregwalden,2009-04-01,2009,52
GrG-WI06,"Grothman, Glenn",M,1955-07-03,Republican,WI,6,5506,0,0,0,0,0,114,115,116,117,118,RepGrothman,2015-01-01,2015,59
BiG-FL12,"Bilirakis, Gus M.",M,1963-02-08,Republican,FL,12,1212,0,110,111,112,113,114,115,116,117,118,RepGusBilirakis,2009-03-01,2009,46
GuB-KY02,"Guthrie, Brett",M,1964-02-18,Republican,KY,2,2102,0,0,111,112,113,114,115,116,117,118,RepGuthrie,2013-01-01,2013,48
HaJ-MN01,"Hagedorn, Jim",M,1962-08-04,Republican,MN,1,2701,0,0,0,0,0,0,0,116,117,0,RepHagedorn,2019-01-01,2019,56
HaH-WY00,"Hageman, Harriet M.",F,1962-10-18,Republican,WY,0,5600,0,0,0,0,0,0,0,0,0,118,RepHageman,2022-10-01,2022,59
RoH-KY05,"Rogers, Harold",M,1937-12-31,Republican,KY,5,2105,109,110,111,112,113,114,115,116,117,118,RepHalRogers,2012-04-01,2012,74
HaC-NV04,"Hardy, Cresent",F,1957-06-23,Republican,NV,4,3204,0,0,0,0,0,114,0,0,0,0,RepHardy,2015-01-01,2015,57
HaD-TN01,"Harshbarger, Diana",F,1960-01-01,Republican,TN,1,4701,0,0,0,0,0,0,0,0,117,118,RepHarshbarger,2021-01-01,2021,61
HaV-MO04,"Hartzler, Vicky",F,1960-10-13,Republican,MO,4,2904,0,0,0,112,113,114,115,116,117,0,RepHartzler,2011-01-01,2011,50
HeJ-TX05,"Hensarling, Jeb",M,1957-05-29,Republican,TX,5,4805,109,110,111,112,113,114,115,0,0,0,RepHensarling,2009-01-01,2009,51
HoG-NC02,"Holding, George",M,1968-04-17,Republican,NC,2,3702,0,0,0,0,113,114,115,116,0,0,RepHolding,2013-01-01,2013,44
HoE-IN09,"Houchin, Erin",F,1976-09-24,Republican,IN,9,1809,0,0,0,0,0,0,0,0,0,118,RepHouchin,2022-12-01,2022,46
HuB-MI04,"Huizenga, Bill",M,1969-01-31,Republican,MI,4,2604,0,0,0,112,113,114,115,116,117,118,RepHuizenga,2011-01-01,2011,41
HuR-IL14,"Hultgren, Randy",M,1966-03-01,Republican,IL,14,1714,0,0,0,112,113,114,115,0,0,0,RepHultgren,2011-01-01,2011,44
BeJ-MI01,"Bergman, Jack",M,1947-02-02,Republican,MI,1,2601,0,0,0,0,0,0,115,116,117,118,RepJackBergman,2016-12-01,2016,69
JaC-NY27,"Jacobs, Chris",M,1966-11-28,Republican,NY,27,3627,0,0,0,0,0,0,0,116,117,0,RepJacobs,2020-06-01,2020,53
CoJ-KY01,"Comer, James",M,1972-08-19,Republican,KY,1,2101,0,0,0,0,0,114,115,116,117,118,RepJamesComer,2020-06-01,2020,47
SmJ-MO08,"Smith, Jason",M,1980-06-16,Republican,MO,8,2908,0,0,0,0,113,114,115,116,117,118,RepJasonSmith,2013-07-01,2013,33
BrJ-OK01,"Bridenstine, Jim",M,1975-06-15,Republican,OK,1,4001,0,0,0,0,113,114,115,0,0,0,RepJBridenstine,2013-01-01,2013,37
DuJ-SC03,"Duncan, Jeff",M,1966-01-07,Republican,SC,3,4503,0,0,0,112,113,114,115,116,117,118,RepJeffDuncan,2011-01-01,2011,45
GoJ-PR00,"Gonzalez-Colon, Jenniffer",F,1976-08-05,Republican,PR,0,0000,0,0,0,0,0,0,115,116,117,118,RepJenniffer,2017-01-01,2017,40
CaJ-AL01,"Carl, Jerry L.",M,1958-06-17,Republican,AL,1,0101,0,0,0,0,0,0,0,0,117,118,RepJerryCarl,2020-12-01,2020,62
LeJ-CA41,"Lewis, Jerry",M,1934-10-21,Republican,CA,41,0641,109,110,111,112,0,0,0,0,0,0,RepJerryLewis,2009-09-01,2009,74
BaJ-IN04,"Baird, James R.",M,1945-06-04,Republican,IN,4,1804,0,0,0,0,0,0,0,116,117,118,RepJimBaird,2019-01-01,2019,73
BaJ-IN03,"Banks, Jim",M,1979-07-16,Republican,IN,3,1803,0,0,0,0,0,0,115,116,117,118,RepJimBanks,2017-01-01,2017,37
BaJ-TX06,"Barton, Joe",M,1949-09-15,Republican,TX,6,4806,109,110,111,112,113,114,115,0,0,0,RepJoeBarton,2009-02-01,2009,59
WiJ-SC02,"Wilson, Joe",M,1947-07-31,Republican,SC,2,4502,109,110,111,112,113,114,115,116,117,118,RepJoeWilson,2011-02-01,2011,63
CuJ-UT03,"Curtis, John R.",M,1960-05-10,Republican,UT,3,4903,0,0,0,0,0,0,115,116,117,118,RepJohnCurtis,2017-11-01,2017,57
DuJ-TN02,"Duncan, John J., Jr.",M,1947-07-21,Republican,TN,2,4702,109,110,111,112,113,114,115,0,0,0,RepJohnDuncanJr,2013-09-01,2013,66
FaJ-NY19,"Faso, John J.",M,1952-08-25,Republican,NY,19,3619,0,0,0,0,0,0,115,0,0,0,RepJohnFaso,2017-01-01,2017,64
JoJ-PA13,"Joyce, John",M,1957-02-08,Republican,PA,13,4213,0,0,0,0,0,0,0,116,117,118,RepJohnJoyce,2019-01-01,2019,61
KaJ-NY24,"Katko, John",M,1962-11-09,Republican,NY,24,3624,0,0,0,0,0,114,115,116,117,0,RepJohnKatko,2015-01-01,2015,52
KlJ-MN02,"Kline, John",M,1947-09-06,Republican,MN,2,2702,109,110,111,112,113,114,0,0,0,0,repjohnkline,2009-09-01,2009,62
RoJ-TN06,"Rose, John W.",M,1965-02-23,Republican,TN,6,4706,0,0,0,0,0,0,0,116,117,118,RepJohnRose,2019-01-01,2019,53
ShJ-AZ03,"Shadegg, John B.",M,1949-10-22,Republican,AZ,3,0403,109,110,111,0,0,0,0,0,0,0,RepJohnShadegg,2009-09-01,2009,59
RuJ-NJ03,"Runyan, Jon",M,1973-11-27,Republican,NJ,3,3403,0,0,0,112,113,0,0,0,0,0,RepJonRunyan,2011-06-01,2011,37
LeJ-LA05,"Letlow, Julia",F,1981-03-16,Republican,LA,5,2205,0,0,0,0,0,0,0,0,117,118,repjulialetlow,2021-04-01,2021,40
CaK-FL03,"Cammack, Kat",F,1988-02-16,Republican,FL,3,1203,0,0,0,0,0,0,0,0,117,118,RepKatCammack,2020-01-01,2020,31
GrK-TX12,"Granger, Kay",F,1943-01-18,Republican,TX,12,4812,109,110,111,112,113,114,115,116,117,118,RepKayGranger,2010-07-01,2010,67
SeK-TX03,"Self, Keith",M,1953-03-20,Republican,TX,3,4803,0,0,0,0,0,0,0,0,0,118,RepKeithSelf,2023-01-01,2023,69
BuK-CO04,"Buck, Ken",M,1959-02-16,Republican,CO,4,0804,0,0,0,0,0,114,115,116,117,118,RepKenBuck,2014-11-01,2014,55
MaK-TX24,"Marchant, Kenny",M,1951-02-23,Republican,TX,24,4824,109,110,111,112,113,114,115,116,0,0,RepKenMarchant,2009-03-01,2009,58
HeK-OK01,"Hern, Kevin",M,1961-12-04,Republican,OK,1,4001,0,0,0,0,0,0,115,116,117,118,repkevinhern,2018-11-01,2018,56
KiK-CA03,"Kiley, Kevin",M,1985-01-30,Republican,CA,3,0603,0,0,0,0,0,0,0,0,0,118,RepKiley,2023-01-01,2023,37
KiA-IL16,"Kinzinger, Adam",M,1978-02-27,Republican,IL,16,1716,0,0,0,112,113,114,115,116,117,0,RepKinzinger,2010-11-01,2010,32
LaD-IL16,"LaHood, Darin",M,1968-07-05,Republican,IL,16,1716,0,0,0,0,0,114,115,116,117,118,RepLaHood,2015-09-01,2015,47
LaN-NY01,"LaLota, Nick",M,1978-06-23,Republican,NY,1,3601,0,0,0,0,0,0,0,0,0,118,RepLaLota,2022-11-01,2022,44
LaD-CA01,"LaMalfa, Doug",M,1960-07-02,Republican,CA,1,0601,0,0,0,0,113,114,115,116,117,118,RepLaMalfa,2013-01-01,2013,52
LaL-NJ07,"Lance, Leonard",M,1952-06-25,Republican,NJ,7,3407,0,0,111,112,113,114,115,0,0,0,RepLanceNJ7,2012-06-01,2012,59
BuL-IN08,"Bucshon, Larry",M,1962-05-31,Republican,IN,8,1808,0,0,0,112,113,114,115,116,117,118,RepLarryBucshon,2011-01-01,2011,48
LaJ-KS02,"LaTurner, Jake",M,1988-02-17,Republican,KS,2,2002,0,0,0,0,0,0,0,0,117,118,RepLaTurner,2021-01-01,2021,32
LeL-FL15,"Lee, Laurel M.",F,1974-03-26,Republican,FL,15,1215,0,0,0,0,0,0,0,0,0,118,RepLaurelLee,2022-12-01,2022,48
ChL-OR05,"Chavez-DeRemer, Lori",F,1968-04-07,Republican,OR,5,4105,0,0,0,0,0,0,0,0,0,118,RepLCD,2022-10-01,2022,54
McL-MI09,"McClain, Lisa C.",F,1966-04-07,Republican,MI,9,2609,0,0,0,0,0,0,0,0,117,118,RepLisaMcClain,2020-12-01,2020,54
BaL-PA11,"Barletta, Lou",M,1956-01-28,Republican,PA,11,4211,0,0,0,112,113,114,115,0,0,0,RepLouBarletta,2011-01-01,2011,54
LoB-GA11,"Loudermilk, Barry",M,1963-12-22,Republican,GA,11,1311,0,0,0,0,0,114,115,116,117,118,RepLoudermilk,2014-12-01,2014,50
LuA-FL13,"Luna, Anna Paulina",F,1989-05-06,Republican,FL,13,1213,0,0,0,0,0,0,0,0,0,118,RepLuna,2023-01-01,2023,33
LuM-TX08,"Luttrell, Morgan",M,1975-11-07,Republican,TX,8,4808,0,0,0,0,0,0,0,0,0,118,RepLuttrell_TX8,2021-06-01,2021,45
MaN-NY11,"Malliotakis, Nicole",F,1980-11-11,Republican,NY,11,3611,0,0,0,0,0,0,0,0,117,118,RepMalliotakis,2020-12-01,2020,40
MaT-KS01,"Mann, Tracey",M,1976-12-17,Republican,KS,1,2001,0,0,0,0,0,0,0,0,117,118,RepMann,2021-01-01,2021,44
SaM-FL27,"Salazar, Maria Elvira",F,1961-11-01,Republican,FL,27,1227,0,0,0,0,0,0,0,0,117,118,RepMariaSalazar,2020-11-01,2020,59
AlM-MO04,"Alford, Mark",M,1963-10-04,Republican,MO,4,2904,0,0,0,0,0,0,0,0,0,118,RepMarkAlford,2023-01-01,2023,59
GrM-WI08,"Green, Mark",M,1960-06-01,Republican,WI,8,5508,109,0,0,0,0,0,0,0,0,0,RepMarkGreen,2019-01-01,2019,58
GrM-TN07,"Green, Mark E.",M,1964-11-08,Republican,TN,7,4707,0,0,0,0,0,0,0,116,117,118,RepMarkGreen,2019-01-01,2019,54
WaM-NC06,"Walker, Mark",M,1969-05-20,Republican,NC,6,3706,0,0,0,0,0,114,115,116,0,0,RepMarkWalker,2015-01-01,2015,45
MiM-IL15,"Miller, Mary E.",F,1959-08-07,Republican,IL,15,1715,0,0,0,0,0,0,0,0,117,118,RepMaryMiller,2020-12-01,2020,61
GaM-FL01,"Gaetz, Matt",M,1982-05-07,Republican,FL,1,1201,0,0,0,0,0,0,115,116,117,118,RepMattGaetz,2017-01-01,2017,34
McM-TX10,"McCaul, Michael T.",M,1962-01-14,Republican,TX,10,4810,109,110,111,112,113,114,115,116,117,118,RepMcCaul,2009-03-01,2009,47
McT-CA05,"McClintock, Tom",M,1956-07-10,Republican,CA,5,0605,0,0,111,112,113,114,115,116,117,118,RepMcClintock,2009-06-01,2009,52
McR-GA06,"McCormick, Richard",M,1968-10-07,Republican,GA,6,1306,0,0,0,0,0,0,0,0,0,118,RepMcCormick,2023-01-01,2023,54
McD-WV01,"McKinley, David B.",M,1947-03-28,Republican,WV,1,5401,0,0,0,112,113,114,115,116,117,0,RepMcKinley,2011-01-01,2011,63
MeP-MI03,"Meijer, Peter",M,1988-01-10,Republican,MI,3,2603,0,0,0,0,0,0,0,0,117,0,RepMeijer,2020-12-01,2020,32
MeD-PA09,"Meuser, Daniel",M,1964-02-10,Republican,PA,9,4209,0,0,0,0,0,0,0,116,117,118,RepMeuser,2019-01-01,2019,54
GrH-VA09,"Griffith, H. Morgan",M,1958-03-15,Republican,VA,9,5109,0,0,0,112,113,114,115,116,117,118,RepMGriffith,2011-01-01,2011,52
GuM-MS03,"Guest, Michael",M,1970-02-04,Republican,MS,3,2803,0,0,0,0,0,0,0,116,117,118,RepMichaelGuest,2019-01-01,2019,48
CaM-OH15,"Carey, Mike",M,1971-03-13,Republican,OH,15,3915,0,0,0,0,0,0,0,0,117,118,RepMikeCarey,2021-11-01,2021,50
CoM-GA10,"Collins, Mike",M,1967-07-02,Republican,GA,10,1310,0,0,0,0,0,0,0,0,0,118,RepMikeCollins,2022-12-01,2022,55
