uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
UdM-CO02,"Udall, Mark",M,1950-07-18,Democratic,CO,2,109,54,2005-01-03,2007-01-03,MarkUdall,2007-08-01,57,2007
SiM-ID02,"Simpson, Michael K.",M,1950-09-08,Republican,ID,2,109,54,2005-01-03,2007-01-03,CongMikeSimpson,2009-09-01,59,2009
BuM-TX26,"Burgess, Michael C.",M,1950-12-23,Republican,TX,26,109,54,2005-01-03,2007-01-03,michaelcburgess,2008-08-01,57,2008
SoM-IN03,"Souder, Mark E.",M,1950-07-18,Republican,IN,3,109,54,2005-01-03,2007-01-03,,,,
IsE-OK05,"Istook, Ernest J., Jr.",M,1950-02-11,Republican,OK,5,109,54,2005-01-03,2007-01-03,Istook,2008-07-01,58,2008
CaC-UT03,"Cannon, Chris",M,1950-10-20,Republican,UT,3,109,54,2005-01-03,2007-01-03,chriscanno,2009-01-01,58,2009
EmJ-MO08,"Emerson, Jo Ann",F,1950-09-16,Republican,MO,8,109,54,2005-01-03,2007-01-03,,,,
WeL-GA03,"Westmoreland, Lynn A.",M,1950-04-02,Republican,GA,3,109,54,2005-01-03,2007-01-03,Westmoreland_GA,2010-04-01,60,2010
DaJ-VA01,"Davis, Jo Ann",F,1950-06-29,Republican,VA,1,109,54,2005-01-03,2007-01-03,,,,
ReD-WA08,"Reichert, David G.",M,1950-08-29,Republican,WA,8,109,54,2005-01-03,2007-01-03,TeamReichert,2010-03-01,59,2010
BoJ-AR03,"Boozman, John",M,1950-12-10,Republican,AR,3,109,54,2005-01-03,2007-01-03,JohnBoozman,2007-04-01,56,2007
ReT-NY26,"Reynolds, Thomas M.",M,1950-09-03,Republican,NY,26,109,54,2005-01-03,2007-01-03,,,,
BiT-NY01,"Bishop, Timothy H.",M,1950-06-01,Democratic,NY,1,109,54,2005-01-03,2007-01-03,TimBishop2014,2012-02-01,61,2012
KiS-IA04,"King, Steve",M,1949-05-28,Republican,IA,4,109,55,2005-01-03,2007-01-03,SteveKingIA,2009-06-01,60,2009
JaS-TX18,"Jackson Lee, Sheila",F,1950-01-12,Democratic,TX,18,109,55,2005-01-03,2007-01-03,JacksonLeeTX18,2009-01-01,59,2009
NeR-TX19,"Neugebauer, Randy",M,1949-12-24,Republican,TX,19,109,55,2005-01-03,2007-01-03,RandyNeugebauer,2009-04-01,59,2009
BaJ-TX06,"Barton, Joe",M,1949-09-15,Republican,TX,6,109,55,2005-01-03,2007-01-03,RepJoeBarton,2009-02-01,59,2009
ShJ-AZ03,"Shadegg, John B.",M,1949-10-22,Republican,AZ,3,109,55,2005-01-03,2007-01-03,RepJohnShadegg,2009-09-01,59,2009
RaN-WV03,"Rahall, Nick J., II",M,1949-05-20,Democratic,WV,3,109,55,2005-01-03,2007-01-03,RepNickRahall,2014-02-01,64,2014
NeR-MA01,"Neal, Richard E.",M,1949-02-14,Democratic,MA,1,109,55,2005-01-03,2007-01-03,RepRichardNeal,2011-12-01,62,2011
ViP-IN01,"Visclosky, Peter J.",M,1949-08-13,Democratic,IN,1,109,55,2005-01-03,2007-01-03,RepVisclosky,2010-09-01,61,2010
BlR-MO07,"Blunt, Roy",M,1950-01-10,Republican,MO,7,109,55,2005-01-03,2007-01-03,RoyBlunt,2009-02-01,59,2009
BoJ-OH08,"Boehner, John A.",M,1949-11-17,Republican,OH,8,109,55,2005-01-03,2007-01-03,SpeakerBoehner,2007-07-01,57,2007
CoT-OK04,"Cole, Tom",M,1949-04-28,Republican,OK,4,109,55,2005-01-03,2007-01-03,TomColeOK04,2009-03-01,59,2009
GoB-TN06,"Gordon, Bart",M,1949-01-24,Democratic,TN,6,109,55,2005-01-03,2007-01-03,,,,
DrT-VA02,"Drake, Thelma D.",F,1949-11-20,Republican,VA,2,109,55,2005-01-03,2007-01-03,,,,
JoS-OH11,"Jones, Stephanie Tubbs",F,1949-09-10,Democratic,OH,11,109,55,2005-01-03,2007-01-03,,,,
MuM-CO04,"Musgrave, Marilyn N.",F,1949-01-27,Republican,CO,4,109,55,2005-01-03,2007-01-03,,,,
CoJ-IL12,"Costello, Jerry F.",M,1949-09-25,Democratic,IL,12,109,55,2005-01-03,2007-01-03,,,,
McJ-LA04,"McCrery, Jim",M,1949-09-18,Republican,LA,4,109,55,2005-01-03,2007-01-03,,,,
BlE-OR03,"Blumenauer, Earl",M,1948-08-16,Democratic,OR,3,109,56,2005-01-03,2007-01-03,repblumenauer,2008-08-01,60,2008
UdT-NM03,"Udall, Tom",M,1948-05-18,Democratic,NM,3,109,56,2005-01-03,2007-01-03,SenatorTomUdall,2009-07-01,61,2009
GrR-AZ07,"Grijalva, Raúl M.",M,1948-02-19,Democratic,AZ,7,109,56,2005-01-03,2007-01-03,RepRaulGrijalva,2009-04-01,61,2009
HoR-NJ12,"Holt, Rush",M,1948-10-15,Democratic,NJ,12,109,56,2005-01-03,2007-01-03,RushHolt,2010-02-01,61,2010
HuD-CA52,"Hunter, Duncan",M,1948-05-31,Republican,CA,52,109,56,2005-01-03,2007-01-03,,,,
BeB-CO07,"Beauprez, Bob",M,1948-09-22,Republican,CO,7,109,56,2005-01-03,2007-01-03,,,,
ThB-MS02,"Thompson, Bennie G.",M,1948-01-28,Democratic,MS,2,109,56,2005-01-03,2007-01-03,BennieGThompson,2009-01-01,60,2009
DaT-VA11,"Davis, Tom",M,1949-01-05,Republican,VA,11,109,56,2005-01-03,2007-01-03,,,,
BaR-LA06,"Baker, Richard H.",M,1948-05-22,Republican,LA,6,109,56,2005-01-03,2007-01-03,,,,
NoA-KY03,"Northup, Anne M.",F,1948-01-22,Republican,KY,3,109,56,2005-01-03,2007-01-03,,,,
MaJ-GA08,"Marshall, Jim",M,1948-03-31,Democratic,GA,8,109,56,2005-01-03,2007-01-03,,,,
PoT-TX02,"Poe, Ted",M,1948-09-10,Republican,TX,2,109,56,2005-01-03,2007-01-03,JudgeTedPoe,2009-09-01,61,2009
CoK-TX11,"Conaway, K. Michael",M,1948-06-11,Republican,TX,11,109,56,2005-01-03,2007-01-03,ConawayTX11,2011-05-01,62,2011
McJ-NY23,"McHugh, John M.",M,1948-09-29,Republican,NY,23,109,56,2005-01-03,2007-01-03,,,,
LaJ-CT01,"Larson, John B.",M,1948-07-22,Democratic,CT,1,109,56,2005-01-03,2007-01-03,RepJohnLarson,2009-06-01,60,2009
ScA-PA13,"Schwartz, Allyson Y.",F,1948-10-03,Democratic,PA,13,109,56,2005-01-03,2007-01-03,allysonschwartz,2013-04-01,64,2013
MiG-CA31,"Miller, Gary G.",M,1948-10-16,Republican,CA,31,109,56,2005-01-03,2007-01-03,RepGaryMiller,2010-06-01,61,2010
LaT-IA03,"Latham, Tom",M,1948-07-14,Republican,IA,3,109,56,2005-01-03,2007-01-03,TomLatham,2007-11-01,59,2007
AkW-MO02,"Akin, W. Todd",M,1947-07-05,Republican,MO,2,109,57,2005-01-03,2007-01-03,REPTODDAKlN,2012-08-01,65,2012
BaJ-CA43,"Baca, Joe",M,1947-01-23,Democratic,CA,43,109,57,2005-01-03,2007-01-03,,,,
DuJ-TN02,"Duncan, John J., Jr.",M,1947-07-21,Republican,TN,2,109,57,2005-01-03,2007-01-03,RepJohnDuncanJr,2013-09-01,66,2013
WiJ-SC02,"Wilson, Joe",M,1947-07-31,Republican,SC,2,109,57,2005-01-03,2007-01-03,RepJoeWilson,2011-02-01,63,2011
NaJ-NY12,"Nadler, Jerrold",M,1947-06-13,Democratic,NY,12,109,57,2005-01-03,2007-01-03,RepJerryNadler,2009-05-01,61,2009
LoZ-CA18,"Lofgren, Zoe",F,1947-12-21,Democratic,CA,18,109,57,2005-01-03,2007-01-03,RepZoeLofgren,2011-03-01,63,2011
EnE-NY16,"Engel, Eliot L.",M,1947-02-18,Democratic,NY,16,109,57,2005-01-03,2007-01-03,RepEliotEngel,2010-07-01,63,2010
BiS-GA02,"Bishop, Sanford D., Jr.",M,1947-02-04,Democratic,GA,2,109,57,2005-01-03,2007-01-03,SanfordBishop,2011-02-01,64,2011
GrA-TX09,"Green, Al",M,1947-09-01,Democratic,TX,9,109,57,2005-01-03,2007-01-03,RepAlGreen,2010-04-01,62,2010
CrR-AL05,"Cramer, Robert E. (Bud), Jr.",M,1947-08-22,Democratic,AL,5,109,57,2005-01-03,2007-01-03,,,,
DeP-OR04,"DeFazio, Peter A.",M,1947-05-27,Democratic,OR,4,109,57,2005-01-03,2007-01-03,RepPeterDeFazio,2011-02-01,63,2011
MeC-LA03,"Melancon, Charlie",M,1947-10-03,Democratic,LA,3,109,57,2005-01-03,2007-01-03,melancon2010,2009-08-01,61,2009
BaS-AL06,"Bachus, Spencer",M,1947-12-28,Republican,AL,6,109,57,2005-01-03,2007-01-03,BachusAL06,2009-09-01,61,2009
DeT-TX22,"DeLay, Tom",M,1947-04-08,Republican,TX,22,109,57,2005-01-03,2007-01-03,tomdelay,2007-05-01,60,2007
RoD-CA48,"Rohrabacher, Dana",M,1947-06-21,Republican,CA,48,109,57,2005-01-03,2007-01-03,,,,
SmL-TX21,"Smith, Lamar",M,1947-11-19,Republican,TX,21,109,57,2005-01-03,2007-01-03,LamarSmithTX21,2008-08-01,60,2008
GrG-TX29,"Green, Gene",M,1947-10-17,Democratic,TX,29,109,57,2005-01-03,2007-01-03,,,,
ScR-VA03,"Scott, Robert C. Bobby",M,1947-04-30,Democratic,VA,3,109,57,2005-01-03,2007-01-03,BobbyScott,2010-01-01,62,2010
JeW-LA02,"Jefferson, William J.",M,1947-03-14,Democratic,LA,2,109,57,2005-01-03,2007-01-03,,,,
SnV-AR02,"Snyder, Vic",M,1947-09-27,Democratic,AR,2,109,57,2005-01-03,2007-01-03,,,,
McM-NY21,"McNulty, Michael R.",M,1947-09-16,Democratic,NY,21,109,57,2005-01-03,2007-01-03,,,,
RyJ-KS02,"Ryun, Jim",M,1947-04-29,Republican,KS,2,109,57,2005-01-03,2007-01-03,jimryun,2009-12-01,62,2009
BuG-NC01,"Butterfield, G. K.",M,1947-04-27,Democratic,NC,1,109,57,2005-01-03,2007-01-03,GKButterfield,2011-12-01,64,2011
WaJ-NY25,"Walsh, James T.",M,1947-06-19,Republican,NY,25,109,57,2005-01-03,2007-01-03,,,,
KlJ-MN02,"Kline, John",M,1947-09-06,Republican,MN,2,109,57,2005-01-03,2007-01-03,repjohnkline,2009-09-01,62,2009
WeC-PA07,"Weldon, Curt",M,1947-07-22,Republican,PA,7,109,57,2005-01-03,2007-01-03,,,,
LeB-CA12,"Lee, Barbara",F,1946-07-16,Democratic,CA,12,109,58,2005-01-03,2007-01-03,RepBarbaraLee,2011-02-01,64,2011
RaJ-MN03,"Ramstad, Jim",M,1946-05-06,Republican,MN,3,109,58,2005-01-03,2007-01-03,,,,
LeR-KY02,"Lewis, Ron",M,1946-09-14,Republican,KY,2,109,58,2005-01-03,2007-01-03,,,,
JoT-IL15,"Johnson, Timothy V.",M,1946-07-23,Republican,IL,15,109,58,2005-01-03,2007-01-03,RepTimJohnson,2011-02-01,64,2011
MaE-MA07,"Markey, Edward J.",M,1946-07-11,Democratic,MA,7,109,58,2005-01-03,2007-01-03,SenMarkey,2009-02-01,62,2009
GoV-VA05,"Goode, Virgil H., Jr.",M,1946-10-17,Republican,VA,5,109,58,2005-01-03,2007-01-03,VirgilGoode,2012-06-01,65,2012
DoL-TX37,"Doggett, Lloyd",M,1946-10-06,Democratic,TX,37,109,58,2005-01-03,2007-01-03,RepLloydDoggett,2010-06-01,63,2010
BrC-FL05,"Brown, Corrine",F,1946-11-11,Democratic,FL,5,109,58,2005-01-03,2007-01-03,votecorrine,2022-06-01,75,2022
RuC-MD02,"Ruppersberger, C. A. Dutch",M,1946-01-31,Democratic,MD,2,109,58,2005-01-03,2007-01-03,Call_Me_Dutch,2011-01-01,64,2011
BoR-VA09,"Boucher, Rick",M,1946-08-01,Democratic,VA,9,109,58,2005-01-03,2007-01-03,rickboucherdc,2018-06-01,71,2018
GiW-MD01,"Gilchrest, Wayne T.",M,1946-04-15,Republican,MD,1,109,58,2005-01-03,2007-01-03,,,,
RuB-IL01,"Rush, Bobby L.",M,1946-11-23,Democratic,IL,1,109,58,2005-01-03,2007-01-03,BobbyLRush,2011-05-01,64,2011
FrR-NJ11,"Frelinghuysen, Rodney P.",M,1946-04-29,Republican,NJ,11,109,58,2005-01-03,2007-01-03,,,,
KuD-OH10,"Kucinich, Dennis J.",M,1946-11-08,Democratic,OH,10,109,58,2005-01-03,2007-01-03,Dennis_Kucinich,2008-06-01,61,2008
CuB-WY00,"Cubin, Barbara",F,1946-11-30,Republican,WY,0,109,58,2005-01-03,2007-01-03,,,,
KaM-OH09,"Kaptur, Marcy",F,1946-06-17,Democratic,OH,9,109,58,2005-01-03,2007-01-03,RepMarcyKaptur,2012-05-01,65,2012
AlR-LA05,"Alexander, Rodney",M,1946-12-05,Republican,LA,5,109,58,2005-01-03,2007-01-03,,,,
MaC-NY12,"Maloney, Carolyn B.",F,1946-02-19,Democratic,NY,12,109,58,2005-01-03,2007-01-03,RepMaloney,2011-02-01,64,2011
LuD-CA03,"Lungren, Daniel E.",M,1946-09-22,Republican,CA,3,109,58,2005-01-03,2007-01-03,RepDanLungren,2011-09-01,64,2011
LoF-NJ02,"LoBiondo, Frank A.",M,1946-05-12,Republican,NJ,2,109,58,2005-01-03,2007-01-03,FrankLoBiondoNJ,2011-01-01,64,2011
BrR-PA01,"Brady, Robert A.",M,1945-04-07,Democratic,PA,1,109,59,2005-01-03,2007-01-03,BobBradyPHL,2010-05-01,65,2010
MoJ-VA08,"Moran, James P.",M,1945-05-16,Democratic,VA,8,109,59,2005-01-03,2007-01-03,Jim_Moran,2009-06-01,64,2009
HaJ-CA36,"Harman, Jane",F,1945-06-28,Democratic,CA,36,109,59,2005-01-03,2007-01-03,JaneHarmanCA,2022-08-01,77,2022
SoM-IN09,"Sodrel, Michael E.",M,1945-12-17,Republican,IN,9,109,59,2005-01-03,2007-01-03,SodrelMike,2022-02-01,76,2022
ChD-VI00,"Christensen, Donna M.",F,1945-09-19,Democratic,VI,0,109,59,2005-01-03,2007-01-03,DelegateDonna,2011-03-01,65,2011
LaR-IL18,"LaHood, Ray",M,1945-12-06,Republican,IL,18,109,59,2005-01-03,2007-01-03,RayLaHood,2013-07-01,67,2013
AlT-ME01,"Allen, Thomas H.",M,1945-04-16,Democratic,ME,1,109,59,2005-01-03,2007-01-03,,,,
KiC-MI13,"Kilpatrick, Carolyn C.",F,1945-06-25,Democratic,MI,13,109,59,2005-01-03,2007-01-03,,,,
ShC-CT04,"Shays, Christopher",M,1945-10-18,Republican,CT,4,109,59,2005-01-03,2007-01-03,CShays,2008-05-01,62,2008
TaT-CO06,"Tancredo, Thomas G.",M,1945-12-20,Republican,CO,6,109,59,2005-01-03,2007-01-03,ttancredo,2009-08-01,63,2009
GoC-TX20,"Gonzalez, Charles A.",M,1945-05-05,Democratic,TX,20,109,59,2005-01-03,2007-01-03,TX20CharlieG,2011-01-01,65,2011
ScD-GA13,"Scott, David",M,1945-06-27,Democratic,GA,13,109,59,2005-01-03,2007-01-03,repdavidscott,2010-07-01,65,2010
WaM-NC12,"Watt, Melvin L.",M,1945-08-26,Democratic,NC,12,109,59,2005-01-03,2007-01-03,,,,
MiG-CA11,"Miller, George",M,1945-05-17,Democratic,CA,11,109,59,2005-01-03,2007-01-03,askgeorge,2007-07-01,62,2007
MoD-KS03,"Moore, Dennis",M,1945-11-08,Democratic,KS,3,109,59,2005-01-03,2007-01-03,,,,
HaR-NC08,"Hayes, Robin",M,1945-08-14,Republican,NC,8,109,59,2005-01-03,2007-01-03,ChairmanHayes,2011-01-01,65,2011
HeW-CA02,"Herger, Wally",M,1945-05-20,Republican,CA,2,109,59,2005-01-03,2007-01-03,,,,
BoA-FL02,"Boyd, Allen",M,1945-06-06,Democratic,FL,2,109,59,2005-01-03,2007-01-03,,,,
PeC-MN07,"Peterson, Collin C.",M,1944-06-29,Democratic,MN,7,109,60,2005-01-03,2007-01-03,collinpeterson,2010-02-01,65,2010
CrA-FL04,"Crenshaw, Ander",M,1944-09-01,Republican,FL,4,109,60,2005-01-03,2007-01-03,AnderCrenshaw,2009-02-01,64,2009
OxM-OH04,"Oxley, Michael G.",M,1944-02-11,Republican,OH,4,109,60,2005-01-03,2007-01-03,,,,
TaJ-TN08,"Tanner, John S.",M,1944-09-22,Democratic,TN,8,109,60,2005-01-03,2007-01-03,,,,
ReS-TX16,"Reyes, Silvestre",M,1944-11-10,Democratic,TX,16,109,60,2005-01-03,2007-01-03,SilvestreReyes,2010-02-01,65,2010
GaE-CA24,"Gallegly, Elton",M,1944-03-07,Republican,CA,24,109,60,2005-01-03,2007-01-03,,,,
DaS-CA53,"Davis, Susan A.",F,1944-04-13,Democratic,CA,53,109,60,2005-01-03,2007-01-03,,,,
MaD-CA07,"Matsui, Doris O.",F,1944-09-25,Democratic,CA,7,109,60,2005-01-03,2007-01-03,DorisMatsui,2009-05-01,64,2009
ScJ-IL09,"Schakowsky, Janice D.",F,1944-05-26,Democratic,IL,9,109,60,2005-01-03,2007-01-03,RepSchakowsky,2009-10-01,65,2009
KiP-NY02,"King, Peter T.",M,1944-04-05,Republican,NY,2,109,60,2005-01-03,2007-01-03,RepPeteKing,2008-12-01,64,2008
GiJ-NV02,"Gibbons, Jim",M,1944-12-16,Republican,NV,2,109,60,2005-01-03,2007-01-03,,,,
MaD-IL16,"Manzullo, Donald A.",M,1944-03-24,Republican,IL,16,109,60,2005-01-03,2007-01-03,,,,
ClE-MO05,"Cleaver, Emanuel",M,1944-10-26,Democratic,MO,5,109,60,2005-01-03,2007-01-03,repcleaver,2020-07-01,75,2020
DaL-TN04,"Davis, Lincoln",M,1943-09-13,Democratic,TN,4,109,61,2005-01-03,2007-01-03,,,,
MoA-WV01,"Mollohan, Alan B.",M,1943-05-14,Democratic,WV,1,109,61,2005-01-03,2007-01-03,,,,
FoV-NC05,"Foxx, Virginia",F,1943-06-29,Republican,NC,5,109,61,2005-01-03,2007-01-03,virginiafoxx,2008-09-01,65,2008
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,1943-06-14,Republican,WI,5,109,61,2005-01-03,2007-01-03,,,,
SeJ-NY15,"Serrano, Jose E.",M,1943-10-24,Democratic,NY,15,109,61,2005-01-03,2007-01-03,RepJoseSerrano,2009-04-01,65,2009
FaE-AS00,"Faleomavaega, Eni F. H.",M,1943-08-15,Democratic,AS,0,109,61,2005-01-03,2007-01-03,,,,
MiJ-FL07,"Mica, John L.",M,1943-01-27,Republican,FL,7,109,61,2005-01-03,2007-01-03,,,,
BrG-FL05,"Brown-Waite, Ginny",F,1943-10-05,Republican,FL,5,109,61,2005-01-03,2007-01-03,GinnyBrownWaite,2010-01-01,66,2010
PaE-AZ07,"Pastor, Ed",M,1943-06-28,Democratic,AZ,7,109,61,2005-01-03,2007-01-03,,,,
WhE-KY01,"Whitfield, Ed",M,1943-05-25,Republican,KY,1,109,61,2005-01-03,2007-01-03,RepEdWhitfield,2011-01-01,67,2011
McC-NY04,"McCarthy, Carolyn",F,1944-01-05,Democratic,NY,4,109,61,2005-01-03,2007-01-03,RepMcCarthyNY,2010-06-01,66,2010
SiR-CT02,"Simmons, Rob",M,1943-02-11,Republican,CT,2,109,61,2005-01-03,2007-01-03,RobSimmons,2009-03-01,66,2009
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,1943-04-19,Republican,NY,29,109,61,2005-01-03,2007-01-03,,,,
DeR-CT03,"DeLauro, Rosa L.",F,1943-03-02,Democratic,CT,3,109,61,2005-01-03,2007-01-03,rosadelauro,2010-05-01,67,2010
SaJ-NJ03,"Saxton, Jim",M,1943-01-22,Republican,NJ,3,109,61,2005-01-03,2007-01-03,Cong_Jim_Saxton,2015-04-01,72,2015
JoW-NC03,"Jones, Walter B., Jr.",M,1943-02-10,Republican,NC,3,109,61,2005-01-03,2007-01-03,RepWalterJones,2009-03-01,66,2009
CaB-MD03,"Cardin, Benjamin L.",M,1943-10-05,Democratic,MD,3,109,61,2005-01-03,2007-01-03,SenatorCardin,2010-01-01,66,2010
GiP-GA11,"Gingrey, Phil",M,1942-07-10,Republican,GA,11,109,62,2005-01-03,2007-01-03,DrPhilGingrey,2009-04-01,66,2009
LiJ-GA07,"Linder, John",M,1942-09-09,Republican,GA,7,109,62,2005-01-03,2007-01-03,linderje,2013-12-01,71,2013
GrK-TX12,"Granger, Kay",F,1943-01-18,Republican,TX,12,109,62,2005-01-03,2007-01-03,RepKayGranger,2010-07-01,67,2010
OtC-ID01,"Otter, C. L. (Butch)",M,1942-05-03,Republican,ID,1,109,62,2005-01-03,2007-01-03,ButchOtter,2009-04-01,66,2009
EsA-CA16,"Eshoo, Anna G.",F,1942-12-13,Democratic,CA,16,109,62,2005-01-03,2007-01-03,RepAnnaEshoo,2011-02-01,68,2011
AcG-NY05,"Ackerman, Gary L.",M,1942-11-19,Democratic,NY,5,109,62,2005-01-03,2007-01-03,RepGaryAckerman,2009-11-01,66,2009
LeJ-IA02,"Leach, James A.",M,1942-10-15,Republican,IA,2,109,62,2005-01-03,2007-01-03,,,,
FiB-CA51,"Filner, Bob",M,1942-09-04,Democratic,CA,51,109,62,2005-01-03,2007-01-03,bobfilner,2009-09-01,67,2009
DeN-GA09,"Deal, Nathan",M,1942-08-25,Republican,GA,9,109,62,2005-01-03,2007-01-03,NathanDeal,2009-06-01,66,2009
SpJ-SC05,"Spratt, John M., Jr.",M,1942-11-01,Democratic,SC,5,109,62,2005-01-03,2007-01-03,,,,
KoJ-AZ08,"Kolbe, Jim",M,1942-06-28,Republican,AZ,8,109,62,2005-01-03,2007-01-03,,,,
BeM-AR01,"Berry, Marion",M,1942-08-27,Democratic,AR,1,109,62,2005-01-03,2007-01-03,,,,
HaD-WA04,"Hastings, Doc",M,1941-02-07,Republican,WA,4,109,63,2005-01-03,2007-01-03,DocHastings,2011-10-01,70,2011
BeH-CA28,"Berman, Howard L.",M,1941-04-15,Democratic,CA,28,109,63,2005-01-03,2007-01-03,HowardBerman,2011-11-01,70,2011
HaJ-IL14,"Hastert, J. Dennis",M,1942-01-02,Republican,IL,14,109,63,2005-01-03,2007-01-03,,,,
EtB-NC02,"Etheridge, Bob",M,1941-08-07,Democratic,NC,2,109,63,2005-01-03,2007-01-03,bobretheridge,2010-11-01,69,2010
CuR-CA50,"Cunningham, Randy (Duke)",M,1941-12-08,Republican,CA,50,109,63,2005-01-03,2007-01-03,,,,
ThW-CA22,"Thomas, William M.",M,1941-12-06,Republican,CA,22,109,63,2005-01-03,2007-01-03,,,,
CaJ-TX31,"Carter, John R.",M,1941-11-06,Republican,TX,31,109,63,2005-01-03,2007-01-03,JudgeCarter,2008-12-01,67,2008
RoL-CA40,"Roybal-Allard, Lucille",F,1941-06-12,Democratic,CA,40,109,63,2005-01-03,2007-01-03,RepRoybalAllard,2012-01-01,70,2012
StT-OH06,"Strickland, Ted",M,1941-08-04,Democratic,OH,6,109,63,2005-01-03,2007-01-03,Ted_Strickland,2009-04-01,67,2009
NoC-GA10,"Norwood, Charles W.",M,1941-07-27,Republican,GA,10,109,63,2005-01-03,2007-01-03,,,,
MyS-NC09,"Myrick, Sue Wilkins",F,1941-08-01,Republican,NC,9,109,63,2005-01-03,2007-01-03,,,,
TaC-NC11,"Taylor, Charles H.",M,1941-01-23,Republican,NC,11,109,63,2005-01-03,2007-01-03,,,,
FaS-CA20,"Farr, Sam",M,1941-07-04,Democratic,CA,20,109,63,2005-01-03,2007-01-03,,,,
StC-FL06,"Stearns, Cliff",M,1941-04-16,Republican,FL,6,109,63,2005-01-03,2007-01-03,RepCliffStearns,2009-02-01,67,2009
DaD-IL07,"Davis, Danny K.",M,1941-09-06,Democratic,IL,7,109,63,2005-01-03,2007-01-03,RepDannyDavis,2012-08-01,70,2012
SaB-VT00,"Sanders, Bernard",M,1941-09-08,Independent,VT,0,109,63,2005-01-03,2007-01-03,SenSanders,2009-04-01,67,2009
HoM-CA17,"Honda, Michael M.",M,1941-06-27,Democratic,CA,17,109,63,2005-01-03,2007-01-03,RepMikeHonda,2008-10-01,67,2008
ShD-PA10,"Sherwood, Don",M,1941-03-05,Republican,PA,10,109,63,2005-01-03,2007-01-03,,,,
DeB-MA10,"Delahunt, Bill",M,1941-07-18,Democratic,MA,10,109,63,2005-01-03,2007-01-03,,,,
LeJ-GA05,"Lewis, John",M,1940-02-21,Democratic,GA,5,109,64,2005-01-03,2007-01-03,repjohnlewis,2009-04-01,69,2009
PrD-NC04,"Price, David E.",M,1940-08-17,Democratic,NC,4,109,64,2005-01-03,2007-01-03,RepDavidEPrice,2010-06-01,69,2010
PeN-CA11,"Pelosi, Nancy",F,1940-03-26,Democratic,CA,11,109,64,2005-01-03,2007-01-03,SpeakerPelosi,2008-08-01,68,2008
HiR-TX15,"Hinojosa, Ruben",M,1940-08-20,Democratic,TX,15,109,64,2005-01-03,2007-01-03,USRepRHinojosa,2011-01-01,70,2011
ClJ-SC06,"Clyburn, James E.",M,1940-07-21,Democratic,SC,6,109,64,2005-01-03,2007-01-03,,,,
DiN-WA06,"Dicks, Norman D.",M,1940-12-16,Democratic,WA,6,109,64,2005-01-03,2007-01-03,,,,
PeT-WI06,"Petri, Thomas E.",M,1940-05-28,Republican,WI,6,109,64,2005-01-03,2007-01-03,,,,
FrB-MA04,"Frank, Barney",M,1940-03-31,Democratic,MA,4,109,64,2005-01-03,2007-01-03,BarneyFrank,2013-07-01,73,2013
GiP-OH05,"Gillmor, Paul E.",M,1939-02-01,Republican,OH,5,109,65,2005-01-03,2007-01-03,,,,
PiJ-PA16,"Pitts, Joseph R.",M,1939-10-10,Republican,PA,16,109,65,2005-01-03,2007-01-03,JoePitts4PA,2010-02-01,70,2010
WoF-VA10,"Wolf, Frank R.",M,1939-01-30,Republican,VA,10,109,65,2005-01-03,2007-01-03,fmrRepWolf,2011-01-01,71,2011
HoS-MD05,"Hoyer, Steny H.",M,1939-06-14,Democratic,MD,5,109,65,2005-01-03,2007-01-03,,,,
ShE-FL22,"Shaw, E. Clay, Jr.",M,1939-04-19,Republican,FL,22,109,65,2005-01-03,2007-01-03,,,,
WaH-CA33,"Waxman, Henry A.",M,1939-09-12,Democratic,CA,33,109,65,2005-01-03,2007-01-03,RepWaxman,2012-08-01,72,2012
HoD-OR05,"Hooley, Darlene",F,1939-04-04,Democratic,OR,5,109,65,2005-01-03,2007-01-03,,,,
CaM-DE00,"Castle, Michael N.",M,1939-07-02,Republican,DE,0,109,65,2005-01-03,2007-01-03,,,,
SaM-MN05,"Sabo, Martin Olav",M,1938-02-28,Democratic,MN,5,109,66,2005-01-03,2007-01-03,,,,
BuD-IN05,"Burton, Dan",M,1938-06-21,Republican,IN,5,109,66,2005-01-03,2007-01-03,danburton,2008-07-01,70,2008
ObD-WI07,"Obey, David R.",M,1938-10-03,Democratic,WI,7,109,66,2005-01-03,2007-01-03,,,,
McH-CA25,"McKeon, Howard P. Buck",M,1938-09-09,Republican,CA,25,109,66,2005-01-03,2007-01-03,chairmanmckeon,2015-11-01,77,2015
PeJ-PA05,"Peterson, John E.",M,1938-12-25,Republican,PA,5,109,66,2005-01-03,2007-01-03,,,,
CaJ-IN07,"Carson, Julia",F,1938-07-08,Democratic,IN,7,109,66,2005-01-03,2007-01-03,,,,
HiM-NY22,"Hinchey, Maurice D.",M,1938-10-27,Democratic,NY,22,109,66,2005-01-03,2007-01-03,mauricehinchey,2009-09-01,70,2009
AbN-HI01,"Abercrombie, Neil",M,1938-06-26,Democratic,HI,1,109,66,2005-01-03,2007-01-03,neilabercrombie,2007-11-01,69,2007
