uniqueid,fullname,gender,dob,party,stateabr,district,congress113,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted
NiW-NC13,"Nickel, Wiley",M,1975-11-23,Democratic,NC,13,0,RepWileyNickel,2022-11-01,2022,,,
WiB-NY22,"Williams, Brandon",M,2067-05-22,Republican,NY,22,0,RepWilliams,2022-12-01,2022,,,
WiF-FL24,"Wilson, Frederica S.",F,2042-11-05,Democratic,FL,24,113,RepWilson,2011-01-01,2011,2013-01-03,2015-01-03,-29
KiY-CA40,"Kim, Young",F,2062-10-18,Republican,CA,40,0,RepYoungKim,2020-12-01,2020,,,
ClY-NY09,"Clarke, Yvette D.",F,2064-11-21,Democratic,NY,9,113,RepYvetteClarke,2011-01-01,2011,2013-01-03,2015-01-03,-51
LoZ-CA18,"Lofgren, Zoe",F,2047-12-21,Democratic,CA,18,113,RepZoeLofgren,2011-03-01,2011,2013-01-03,2015-01-03,-34
PoR-CA11,"Pombo, Richard W.",M,2061-01-08,Republican,CA,11,0,richardpombo,2010-01-01,2010,,,
BoR-VA09,"Boucher, Rick",M,2046-08-01,Democratic,VA,9,0,rickboucherdc,2018-06-01,2018,,,
BiR-UT01,"Bishop, Rob",M,2051-07-13,Republican,UT,1,113,RobBishopUT,2016-03-01,2016,2013-01-03,2015-01-03,-38
AdR-AL04,"Aderholt, Robert B.",M,2065-07-22,Republican,AL,4,113,Robert_Aderholt,2009-09-01,2009,2013-01-03,2015-01-03,-52
PoR-OH02,"Portman, Rob",M,2055-12-19,Republican,OH,2,0,robportman,2014-07-01,2014,,,
SiR-CT02,"Simmons, Rob",M,2043-02-11,Republican,CT,2,0,RobSimmons,2009-03-01,2009,,,
WiR-VA01,"Wittman, Robert J.",M,2059-02-03,Republican,VA,1,113,RobWittman,2008-07-01,2008,2013-01-03,2015-01-03,-46
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,113,RodneyDavis,2012-12-01,2012,2013-01-03,2015-01-03,43
MaR-KS01,"Marshall, Roger",M,2060-08-09,Republican,KS,1,0,RogerMarshallMD,2013-03-01,2013,,,
DeR-FL06,"DeSantis, Ron",M,1978-09-14,Republican,FL,6,113,RonDeSantisFL,2012-02-01,2012,2013-01-03,2015-01-03,34
PaR-TX14,"Paul, Ron",M,2035-08-20,Republican,TX,14,0,RonPaul,2011-04-01,2011,,,
DeR-CT03,"DeLauro, Rosa L.",F,2043-03-02,Democratic,CT,3,113,rosadelauro,2010-05-01,2010,2013-01-03,2015-01-03,-30
BaR-MD06,"Bartlett, Roscoe G.",M,2026-06-03,Republican,MD,6,0,Roscoe_Bartlett,2011-12-01,2011,,,
RoI-FL27,"Ros-Lehtinen, Ileana",F,2052-07-15,Republican,FL,27,113,RosLehtinen,2008-04-01,2008,2013-01-03,2015-01-03,-39
BlR-MO07,"Blunt, Roy",M,2050-01-10,Republican,MO,7,0,RoyBlunt,2009-02-01,2009,,,
HoR-NJ12,"Holt, Rush",M,2048-10-15,Democratic,NJ,12,113,RushHolt,2010-02-01,2010,2013-01-03,2015-01-03,-35
CoR-PA06,"Costello, Ryan A.",M,1976-09-07,Republican,PA,6,0,RyanCostello,2018-04-01,2018,,,
JoS-TX03,"Johnson, Sam",M,2030-10-11,Republican,TX,3,113,SamsPressShop,2011-02-01,2011,2013-01-03,2015-01-03,-17
BiS-GA02,"Bishop, Sanford D., Jr.",M,2047-02-04,Democratic,GA,2,113,SanfordBishop,2011-02-01,2011,2013-01-03,2015-01-03,-34
TaS-VA02,"Taylor, Scott",M,1979-06-27,Republican,VA,2,0,Scotttaylorva,2009-05-01,2009,,,
DuS-WI07,"Duffy, Sean P.",M,1971-10-03,Republican,WI,7,113,SeanDuffyWI,2011-01-01,2011,2013-01-03,2015-01-03,41
BeX-CA34,"Becerra, Xavier",M,2058-01-26,Democratic,CA,34,113,SecBecerra,2021-03-01,2021,2013-01-03,2015-01-03,-45
BaT-WI02,"Baldwin, Tammy",F,2062-02-11,Democratic,WI,2,0,SenatorBaldwin,2013-01-01,2013,,,
CaB-MD03,"Cardin, Benjamin L.",M,2043-10-05,Democratic,MD,3,0,SenatorCardin,2010-01-01,2010,,,
KiM-IL10,"Kirk, Mark Steven",M,2059-09-15,Republican,IL,10,0,SenatorKirk,2010-11-01,2010,,,
LaJ-OK05,"Lankford, James",M,2068-03-04,Republican,OK,5,113,SenatorLankford,2010-12-01,2010,2013-01-03,2015-01-03,-55
LuB-NM03,"Lujan, Ben Ray",M,1972-06-07,Democratic,NM,3,113,SenatorLujan,2009-01-01,2009,2013-01-03,2015-01-03,40
SiK-AZ09,"Sinema, Kyrsten",F,1976-07-12,Independent,AZ,9,113,SenatorSinema,2013-01-01,2013,2013-01-03,2015-01-03,36
ScT-SC01,"Scott, Tim",M,2065-09-19,Republican,SC,1,0,SenatorTimScott,2010-11-01,2010,,,
UdT-NM03,"Udall, Tom",M,2048-05-18,Democratic,NM,3,0,SenatorTomUdall,2009-07-01,2009,,,
WiR-MS01,"Wicker, Roger F.",M,2051-07-05,Republican,MS,1,0,SenatorWicker,2011-03-01,2011,,,
CaS-WV02,"Capito, Shelley Moore",F,2053-11-26,Republican,WV,2,113,SenCapito,2010-09-01,2010,2013-01-03,2015-01-03,-40
CaC-PA10,"Carney, Christopher P.",M,2059-03-02,Democratic,PA,10,0,SenChrisCarney,2011-12-01,2011,,,
GaC-CO04,"Gardner, Cory",M,1974-08-22,Republican,CO,4,113,SenCoryGardner,2011-01-01,2011,2013-01-03,2015-01-03,38
HeD-NV02,"Heller, Dean",M,2060-05-10,Republican,NV,2,0,SenDeanHeller,2011-03-01,2011,,,
DoJ-IN02,"Donnelly, Joe",M,2055-09-29,Democratic,IN,2,0,SenDonnelly,2010-11-01,2010,,,
DuT-IL08,"Duckworth, Tammy",F,2068-03-12,Democratic,IL,8,113,SenDuckworth,2013-01-01,2013,2013-01-03,2015-01-03,-55
PeG-MI14,"Peters, Gary C.",M,2058-12-01,Democratic,MI,14,113,SenGaryPeters,2011-01-01,2011,2013-01-03,2015-01-03,-45
RoJ-NV03,"Rosen, Jacky",M,2057-08-02,Democratic,NV,3,0,SenJackyRosen,2017-01-01,2017,,,
BrJ-NH01,"Bradley, Jeb",M,2052-10-20,Republican,NH,1,0,SenJeb,2010-03-01,2010,,,
CrK-ND00,"Cramer, Kevin",M,2061-01-21,Republican,ND,0,113,SenKevinCramer,2012-12-01,2012,2013-01-03,2015-01-03,-48
LuC-WY00,"Lummis, Cynthia M.",F,2054-09-10,Republican,WY,0,113,SenLummis,2009-03-01,2009,2013-01-03,2015-01-03,-41
MaE-MA07,"Markey, Edward J.",M,2046-07-11,Democratic,MA,7,0,SenMarkey,2009-02-01,2009,,,
MuK-CA15,"Mullin, Kevin",M,1970-06-15,Democratic,CA,15,0,SenMullin,2013-01-01,2013,,,
MuM-OK02,"Mullin, Markwayne",M,1977-07-26,Republican,OK,2,113,SenMullin,2013-01-01,2013,2013-01-03,2015-01-03,35
SaB-VT00,"Sanders, Bernard",M,2041-09-08,Independent,VT,0,0,SenSanders,2009-04-01,2009,,,
BrS-OH13,"Brown, Sherrod",M,2052-11-09,Democratic,OH,13,0,SenSherrodBrown,2009-06-01,2009,,,
BuT-NC13,"Budd, Ted",M,1971-10-21,Republican,NC,13,0,SenTedBuddNC,2017-01-01,2017,,,
YoT-IN09,"Young, Todd",M,1972-08-24,Republican,IN,9,113,SenToddYoung,2011-01-01,2011,2013-01-03,2015-01-03,40
CoT-AR04,"Cotton, Tom",M,1977-05-13,Republican,AR,4,113,SenTomCotton,2012-11-01,2012,2013-01-03,2015-01-03,35
MoS-MA06,"Moulton, Seth",M,1978-10-24,Democratic,MA,6,0,sethmoulton,2011-02-01,2011,,,
SeS-TX22,"Sekula Gibbs, Shelley",F,2053-06-22,Republican,TX,22,0,ShelleySekula,2014-08-01,2014,,,
ShB-PA09,"Shuster, Bill",M,2061-01-10,Republican,PA,9,113,ShusterForPA9,2012-09-01,2012,2013-01-03,2015-01-03,-48
ReS-TX16,"Reyes, Silvestre",M,2044-11-10,Democratic,TX,16,0,SilvestreReyes,2010-02-01,2010,,,
SoM-IN09,"Sodrel, Michael E.",M,2045-12-17,Republican,IN,9,0,SodrelMike,2022-02-01,2022,,,
BoJ-OH08,"Boehner, John A.",M,2049-11-17,Republican,OH,8,113,SpeakerBoehner,2007-07-01,2007,2013-01-03,2015-01-03,-36
McK-CA20,"McCarthy, Kevin",M,2065-01-26,Republican,CA,20,113,SpeakerMcCarthy,2009-01-01,2009,2013-01-03,2015-01-03,-52
PeN-CA11,"Pelosi, Nancy",F,2040-03-26,Democratic,CA,11,113,SpeakerPelosi,2008-08-01,2008,2013-01-03,2015-01-03,-27
RyP-WI01,"Ryan, Paul D.",M,1970-01-29,Republican,WI,1,113,SpeakerRyan,2009-01-01,2009,2013-01-03,2015-01-03,42
PlS-VI00,"Plaskett, Stacey E.",F,2066-05-13,Democratic,VI,0,0,StaceyPlaskett,2014-08-01,2014,,,
HeS-SD00,"Herseth Sandlin, Stephanie",F,1970-12-03,Democratic,SD,0,0,StephanieforSD,2010-05-01,2010,,,
KaS-WI08,"Kagen, Steve",M,2049-12-12,Democratic,WI,8,0,stevekagen,2010-02-01,2010,,,
KiS-IA04,"King, Steve",M,2049-05-28,Republican,IA,4,113,SteveKingIA,2009-06-01,2009,2013-01-03,2015-01-03,-36
KnS-CA25,"Knight, Stephen",M,2066-12-17,Republican,CA,25,0,SteveKnight25,2015-01-01,2015,,,
RuS-OK05,"Russell, Steve",M,2063-05-25,Republican,OK,5,0,SteveRussellOK,2014-02-01,2014,,,
ScS-LA01,"Scalise, Steve",M,2065-10-06,Republican,LA,1,113,SteveScalise,2013-02-01,2013,2013-01-03,2015-01-03,-52
StS-TX36,"Stockman, Steve",M,2056-11-14,Republican,TX,36,113,SteveWorks4You,2013-01-01,2013,2013-01-03,2015-01-03,-43
BrS-IN05,"Brooks, Susan W.",F,2060-08-25,Republican,IN,5,113,SusanWBrooks,2013-01-01,2013,2013-01-03,2015-01-03,-47
KoS-FL24,"Kosmas, Suzanne M.",F,2044-02-25,Democratic,FL,24,0,SuzanneKosmas,2017-01-01,2017,,,
ReD-WA08,"Reichert, David G.",M,2050-08-29,Republican,WA,8,113,TeamReichert,2010-03-01,2010,2013-01-03,2015-01-03,-37
SuJ-OK01,"Sullivan, John",M,2065-01-01,Republican,OK,1,0,TEAMSullivan,2009-11-01,2009,,,
StT-OH06,"Strickland, Ted",M,2041-08-04,Democratic,OH,6,0,Ted_Strickland,2009-04-01,2009,,,
GoT-SC04,"Gowdy, Trey",M,2064-08-22,Republican,SC,4,113,TGowdySC,2011-01-01,2011,2013-01-03,2015-01-03,-51
BiT-NY01,"Bishop, Timothy H.",M,2050-06-01,Democratic,NY,1,113,TimBishop2014,2012-02-01,2012,2013-01-03,2015-01-03,-37
HoT-PA17,"Holden, Tim",M,2057-03-05,Democratic,PA,17,0,TimHoldenPA17,2010-04-01,2010,,,
MaT-FL16,"Mahoney, Tim",M,2056-08-15,Democratic,FL,16,0,TimMahoney67A,2013-03-01,2013,,,
RoT-IN04,"Rokita, Todd",M,1970-02-09,Republican,IN,4,113,ToddRokita,2008-11-01,2008,2013-01-03,2015-01-03,42
SuT-NY03,"Suozzi, Thomas R.",M,2062-08-31,Democratic,NY,3,0,Tom_Suozzi,2009-01-01,2009,,,
CoT-OK04,"Cole, Tom",M,2049-04-28,Republican,OK,4,113,TomColeOK04,2009-03-01,2009,2013-01-03,2015-01-03,-36
DeT-TX22,"DeLay, Tom",M,2047-04-08,Republican,TX,22,0,tomdelay,2007-05-01,2007,,,
LaT-IA03,"Latham, Tom",M,2048-07-14,Republican,IA,3,113,TomLatham,2007-11-01,2007,2013-01-03,2015-01-03,-35
PeT-VA05,"Perriello, Thomas S.P.",M,1974-10-09,Democratic,VA,5,0,tomperriello,2008-04-01,2008,,,
ReT-NY23,"Reed, Tom",M,1971-11-18,Republican,NY,23,113,TomReedCongress,2009-08-01,2009,2013-01-03,2015-01-03,41
RoT-FL17,"Rooney, Thomas J.",M,1970-11-21,Republican,FL,17,113,TomRooney,2009-03-01,2009,2013-01-03,2015-01-03,42
ChT-MS01,"Childers, Travis",M,2058-03-29,Democratic,MS,1,0,travchilders,2015-03-01,2015,,,
RaT-FL19,"Radel, Trey",M,1976-04-20,Republican,FL,19,113,treyradel,2008-11-01,2008,2013-01-03,2015-01-03,36
TaT-CO06,"Tancredo, Thomas G.",M,2045-12-20,Republican,CO,6,0,ttancredo,2009-08-01,2009,,,
GaT-HI02,"Gabbard, Tulsi",F,1981-04-12,Democratic,HI,2,113,TulsiPress,2013-01-01,2013,2013-01-03,2015-01-03,31
GoC-TX20,"Gonzalez, Charles A.",M,2045-05-05,Democratic,TX,20,0,TX20CharlieG,2011-01-01,2011,,,
WeR-TX14,"Weber, Randy K., Sr.",M,2053-07-02,Republican,TX,14,113,TXRandy14,2013-01-01,2013,2013-01-03,2015-01-03,-40
TuR-NY09,"Turner, Robert L.",M,2041-05-02,Republican,NY,9,0,USRepBobTurner,2011-09-01,2011,,,
JoD-FL13,"Jolly, David W.",M,1972-10-31,Republican,FL,13,113,USRepDavidJolly,2014-05-01,2014,2013-01-03,2015-01-03,40
PaG-AL06,"Palmer, Gary J.",M,2054-05-14,Republican,AL,6,0,USRepGaryPalmer,2014-11-01,2014,,,
CaK-FL14,"Castor, Kathy",F,2066-08-20,Democratic,FL,14,113,USRepKCastor,2013-11-01,2013,2013-01-03,2015-01-03,-53
KeW-MA09,"Keating, William R.",M,2052-09-06,Democratic,MA,9,113,USRepKeating,2011-01-01,2011,2013-01-03,2015-01-03,-39
DoM-PA18,"Doyle, Michael F.",M,2053-08-05,Democratic,PA,18,113,USRepMikeDoyle,2009-05-01,2009,2013-01-03,2015-01-03,-40
FlM-NE01,"Flood, Mike",M,1975-02-23,Republican,NE,1,0,USRepMikeFlood,2022-07-01,2022,,,
HiR-TX15,"Hinojosa, Ruben",M,2040-08-20,Democratic,TX,15,113,USRepRHinojosa,2011-01-01,2011,2013-01-03,2015-01-03,-27
NoR-MN08,"Nolan, Richard M.",M,2043-12-17,Democratic,MN,8,113,USRepRickNolan,2013-01-01,2013,2013-01-03,2015-01-03,-30
FoV-NC04,"Foushee, Valerie P.",F,2056-05-07,Democratic,NC,4,0,ValerieFoushee,2023-01-01,2023,,,
McV-LA05,"McAllister, Vance M.",M,1974-01-07,Republican,LA,5,113,VanceMcAllister,2013-09-01,2013,2013-01-03,2015-01-03,39
BuV-FL16,"Buchanan, Vern",M,2051-05-08,Republican,FL,16,113,VernBuchanan,2009-02-01,2009,2013-01-03,2015-01-03,-38
GoV-VA05,"Goode, Virgil H., Jr.",M,2046-10-17,Republican,VA,5,0,VirgilGoode,2012-06-01,2012,,,
FoV-NC05,"Foxx, Virginia",F,2043-06-29,Republican,NC,5,113,virginiafoxx,2008-09-01,2008,2013-01-03,2015-01-03,-30
JoB-MI13,"Jones, Brenda",F,2059-10-24,Democratic,MI,13,0,VoteBrendaJones,2018-06-01,2018,,,
BrC-FL05,"Brown, Corrine",F,2046-11-11,Democratic,FL,5,113,votecorrine,2022-06-01,2022,2013-01-03,2015-01-03,-33
WaJ-IL08,"Walsh, Joe",M,2061-12-27,Republican,IL,8,0,WalshFreedom,2011-01-01,2011,,,
DaW-OH08,"Davidson, Warren",M,1970-03-01,Republican,OH,8,0,WarrenDavidson,2016-06-01,2016,,,
WeL-GA03,"Westmoreland, Lynn A.",M,2050-04-02,Republican,GA,3,113,Westmoreland_GA,2010-04-01,2010,2013-01-03,2015-01-03,-37
HuW-TX23,"Hurd, Will",M,1977-08-19,Republican,TX,23,0,WillHurd,2015-01-01,2015,,,
YoD-IA03,"Young, David",M,2068-05-11,Republican,IA,3,0,YoungForIowa,2013-05-01,2013,,,
HeY-NM02,"Herrell, Yvette",F,2064-03-16,Republican,NM,2,0,Yvette4congress,2017-08-01,2017,,,
NuZ-IA03,"Nunn, Zachary",M,1979-05-04,Republican,IA,3,0,ZachNunn,2023-01-01,2023,,,
SpZ-OH18,"Space, Zachary T.",M,2061-01-27,Democratic,OH,18,0,ZackSpaceOhio,2010-06-01,2010,,,
BoJ-AL01,"Bonner, Jo",M,2059-11-19,Republican,AL,1,0,,,,,,
EvT-AL02,"Everett, Terry",M,2037-02-15,Republican,AL,2,0,,,,,,
BrB-AL02,"Bright, Bobby",M,2052-07-21,Democratic,AL,2,0,,,,,,
CrR-AL05,"Cramer, Robert E. (Bud), Jr.",M,2047-08-22,Democratic,AL,5,0,,,,,,
BeM-AR01,"Berry, Marion",M,2042-08-27,Democratic,AR,1,0,,,,,,
SnV-AR02,"Snyder, Vic",M,2047-09-27,Democratic,AR,2,0,,,,,,
HaJ-AZ05,"Hayworth, J. D.",M,2058-07-12,Republican,AZ,5,0,,,,,,
PaE-AZ07,"Pastor, Ed",M,2043-06-28,Democratic,AZ,7,113,,,,2013-01-03,2015-01-03,-30
KoJ-AZ08,"Kolbe, Jim",M,2042-06-28,Republican,AZ,8,0,,,,,,
FrT-AZ08,"Franks, Trent",M,2057-06-19,Republican,AZ,8,113,,,,2013-01-03,2015-01-03,-44
HeW-CA02,"Herger, Wally",M,2045-05-20,Republican,CA,2,0,,,,,,
TaE-CA10,"Tauscher, Ellen O.",F,2051-11-15,Democratic,CA,10,0,,,,,,
LaT-CA12,"Lantos, Tom",M,2028-02-01,Democratic,CA,12,0,,,,,,
StF-CA13,"Stark, Fortney Pete",M,2031-11-11,Democratic,CA,13,0,,,,,,
FaS-CA20,"Farr, Sam",M,2041-07-04,Democratic,CA,20,113,,,,2013-01-03,2015-01-03,-28
ThW-CA22,"Thomas, William M.",M,2041-12-06,Republican,CA,22,0,,,,,,
GaE-CA24,"Gallegly, Elton",M,2044-03-07,Republican,CA,24,0,,,,,,
DrD-CA26,"Dreier, David",M,2052-07-05,Republican,CA,26,0,,,,,,
WaD-CA33,"Watson, Diane E.",F,2033-11-12,Democratic,CA,33,0,,,,,,
MiJ-CA37,"Millender-McDonald, Juanita",F,2038-09-07,Democratic,CA,37,0,,,,,,
RiL-CA37,"Richardson, Laura",F,2062-04-14,Democratic,CA,37,0,,,,,,
BaJ-CA43,"Baca, Joe",M,2047-01-23,Democratic,CA,43,0,,,,,,
CaJ-CA45,"Campbell, John",M,2055-07-19,Republican,CA,45,113,,,,2013-01-03,2015-01-03,-42
CoC-CA48,"Cox, Christopher",M,2052-10-16,Republican,CA,48,0,,,,,,
RoD-CA48,"Rohrabacher, Dana",M,2047-06-21,Republican,CA,48,113,,,,2013-01-03,2015-01-03,-34
CuR-CA50,"Cunningham, Randy (Duke)",M,2041-12-08,Republican,CA,50,0,,,,,,
HuD-CA50,"Hunter, Duncan D.",M,1976-12-07,Republican,CA,50,113,,,,2013-01-03,2015-01-03,36
HuD-CA52,"Hunter, Duncan",M,2048-05-31,Republican,CA,52,0,,,,,,
DaS-CA53,"Davis, Susan A.",F,2044-04-13,Democratic,CA,53,113,,,,2013-01-03,2015-01-03,-31
SaJ-CO03,"Salazar, John T.",M,2053-07-21,Democratic,CO,3,0,,,,,,
MuM-CO04,"Musgrave, Marilyn N.",F,2049-01-27,Republican,CO,4,0,,,,,,
HeJ-CO05,"Hefley, Joel",M,2035-04-18,Republican,CO,5,0,,,,,,
BeB-CO07,"Beauprez, Bob",M,2048-09-22,Republican,CO,7,0,,,,,,
JoN-CT05,"Johnson, Nancy L.",F,2035-01-05,Republican,CT,5,0,,,,,,
CaM-DE00,"Castle, Michael N.",M,2039-07-02,Republican,DE,0,0,,,,,,
MiJ-FL01,"Miller, Jeff",M,2059-06-27,Republican,FL,1,113,,,,2013-01-03,2015-01-03,-46
BoA-FL02,"Boyd, Allen",M,2045-06-06,Democratic,FL,2,0,,,,,,
MiJ-FL07,"Mica, John L.",M,2043-01-27,Republican,FL,7,113,,,,2013-01-03,2015-01-03,-30
BiM-FL09,"Bilirakis, Michael",M,2030-07-16,Republican,FL,9,0,,,,,,
DaJ-FL11,"Davis, Jim",M,2057-11-11,Democratic,FL,11,0,,,,,,
YoC-FL13,"Young, C. W. Bill",M,2030-12-16,Republican,FL,13,0,,,,,,
HaK-FL13,"Harris, Katherine",F,2057-04-05,Republican,FL,13,0,,,,,,
FoM-FL16,"Foley, Mark",M,2054-09-08,Republican,FL,16,0,,,,,,
WeR-FL19,"Wexler, Robert",M,2061-01-02,Democratic,FL,19,0,,,,,,
ShE-FL22,"Shaw, E. Clay, Jr.",M,2039-04-19,Republican,FL,22,0,,,,,,
FeT-FL24,"Feeney, Tom",M,2058-05-21,Republican,FL,24,0,,,,,,
HaK-GA06,"Handel, Karen C.",F,2062-04-18,Republican,GA,6,0,,,,,,
MaJ-GA08,"Marshall, Jim",M,2048-03-31,Democratic,GA,8,0,,,,,,
NoC-GA10,"Norwood, Charles W.",M,2041-07-27,Republican,GA,10,0,,,,,,
BrB-IA01,"Braley, Bruce L.",M,2057-10-30,Democratic,IA,1,113,,,,2013-01-03,2015-01-03,-44
LeJ-IA02,"Leach, James A.",M,2042-10-15,Republican,IA,2,0,,,,,,
SaB-ID01,"Sali, Bill",M,2054-02-17,Republican,ID,1,0,,,,,,
MiW-ID01,"Minnick, Walter",M,2042-09-20,Democratic,ID,1,0,,,,,,
JaJ-IL02,"Jackson, Jesse L., Jr.",M,2065-03-11,Democratic,IL,2,0,,,,,,
HyH-IL06,"Hyde, Henry J.",M,2024-04-18,Republican,IL,6,0,,,,,,
BeM-IL08,"Bean, Melissa L.",F,2062-01-22,Democratic,IL,8,0,,,,,,
HaD-IL11,"Halvorson, Deborah L.",F,2058-03-01,Democratic,IL,11,0,,,,,,
CoJ-IL12,"Costello, Jerry F.",M,2049-09-25,Democratic,IL,12,0,,,,,,
HaJ-IL14,"Hastert, J. Dennis",M,2042-01-02,Republican,IL,14,0,,,,,,
MaD-IL16,"Manzullo, Donald A.",M,2044-03-24,Republican,IL,16,0,,,,,,
EvL-IL17,"Evans, Lane",M,2051-08-04,Democratic,IL,17,0,,,,,,
HaP-IL17,"Hare, Phil",M,2049-02-21,Democratic,IL,17,0,,,,,,
ScR-IL17,"Schilling, Robert T.",M,2064-01-23,Republican,IL,17,0,,,,,,
SoM-IN03,"Souder, Mark E.",M,2050-07-18,Republican,IN,3,0,,,,,,
BuS-IN04,"Buyer, Steve",M,2058-11-26,Republican,IN,4,0,,,,,,
CaJ-IN07,"Carson, Julia",F,2038-07-08,Democratic,IN,7,0,,,,,,
HoJ-IN08,"Hostettler, John N.",M,2061-06-19,Republican,IN,8,0,,,,,,
ElB-IN08,"Ellsworth, Brad",M,2058-09-11,Democratic,IN,8,0,,,,,,
JeL-KS02,"Jenkins, Lynn",F,2063-06-10,Republican,KS,2,113,,,,2013-01-03,2015-01-03,-50
WaS-KS02,"Watkins, Steve",M,1976-09-18,Republican,KS,2,0,,,,,,
MoD-KS03,"Moore, Dennis",M,2045-11-08,Democratic,KS,3,0,,,,,,
TiT-KS04,"Tiahrt, Todd",M,2051-06-15,Republican,KS,4,0,,,,,,
LeR-KY02,"Lewis, Ron",M,2046-09-14,Republican,KY,2,0,,,,,,
NoA-KY03,"Northup, Anne M.",F,2048-01-22,Republican,KY,3,0,,,,,,
ChB-KY06,"Chandler, Ben",M,2059-09-12,Democratic,KY,6,0,,,,,,
JeW-LA02,"Jefferson, William J.",M,2047-03-14,Democratic,LA,2,0,,,,,,
CaA-LA02,"Cao, Anh Joseph",M,2067-03-13,Republican,LA,2,0,,,,,,
BoC-LA03,"Boustany, Charles W., Jr.",M,2056-02-21,Republican,LA,3,113,,,,2013-01-03,2015-01-03,-43
McJ-LA04,"McCrery, Jim",M,2049-09-18,Republican,LA,4,0,,,,,,
AlR-LA05,"Alexander, Rodney",M,2046-12-05,Republican,LA,5,0,,,,,,
BaR-LA06,"Baker, Richard H.",M,2048-05-22,Republican,LA,6,0,,,,,,
OlJ-MA01,"Olver, John W.",M,2036-09-03,Democratic,MA,1,0,,,,,,
TsN-MA03,"Tsongas, Niki",F,2046-04-26,Democratic,MA,3,113,,,,2013-01-03,2015-01-03,-33
DeB-MA10,"Delahunt, Bill",M,2041-07-18,Democratic,MA,10,0,,,,,,
GiW-MD01,"Gilchrest, Wayne T.",M,2046-04-15,Republican,MD,1,0,,,,,,
KrF-MD01,"Kratovil, Frank, Jr.",M,2068-05-29,Democratic,MD,1,0,,,,,,
WyA-MD04,"Wynn, Albert Russell",M,2051-09-10,Democratic,MD,4,0,,,,,,
HoS-MD05,"Hoyer, Steny H.",M,2039-06-14,Democratic,MD,5,113,,,,2013-01-03,2015-01-03,-26
AlT-ME01,"Allen, Thomas H.",M,2045-04-16,Democratic,ME,1,0,,,,,,
StB-MI01,"Stupak, Bart",M,2052-02-29,Democratic,MI,1,0,,,,,,
HoP-MI02,"Hoekstra, Peter",M,2053-10-30,Republican,MI,2,0,,,,,,
EhV-MI03,"Ehlers, Vernon J.",M,2034-02-06,Republican,MI,3,0,,,,,,
CaD-MI04,"Camp, Dave",M,2053-07-09,Republican,MI,4,113,,,,2013-01-03,2015-01-03,-40
KiD-MI05,"Kildee, Dale E.",M,2029-09-16,Democratic,MI,5,0,,,,,,
ScJ-MI07,"Schwarz, John J.H. Joe",M,2037-11-15,Republican,MI,7,0,,,,,,
ScM-MI07,"Schauer, Mark H.",M,2061-10-02,Democratic,MI,7,0,,,,,,
KnJ-MI09,"Knollenberg, Joe",M,2033-11-28,Republican,MI,9,0,,,,,,
McT-MI11,"McCotter, Thaddeus G.",M,2065-08-22,Republican,MI,11,0,,,,,,
CuD-MI11,"Curson, David Alan",M,2048-11-04,Democratic,MI,11,0,,,,,,
KiC-MI13,"Kilpatrick, Carolyn C.",F,2045-06-25,Democratic,MI,13,0,,,,,,
RaJ-MN03,"Ramstad, Jim",M,2046-05-06,Republican,MN,3,0,,,,,,
SaM-MN05,"Sabo, Martin Olav",M,2038-02-28,Democratic,MN,5,0,,,,,,
KeM-MN06,"Kennedy, Mark R.",M,2057-04-11,Republican,MN,6,0,,,,,,
CrC-MN08,"Cravaack, Chip",M,2059-12-29,Republican,MN,8,0,,,,,,
CaR-MO03,"Carnahan, Russ",M,2058-07-10,Democratic,MO,3,0,,,,,,
EmJ-MO08,"Emerson, Jo Ann",F,2050-09-16,Republican,MO,8,0,,,,,,
HuK-MO09,"Hulshof, Kenny C.",M,2058-05-22,Republican,MO,9,0,,,,,,
PiC-MS03,"Pickering, Charles W. Chip",M,2063-08-10,Republican,MS,3,0,,,,,,
ReD-MT00,"Rehberg, Denny",M,2055-10-05,Republican,MT,0,0,,,,,,
DaS-MT00,"Daines, Steve",M,2062-08-20,Republican,MT,0,113,,,,2013-01-03,2015-01-03,-49
KiL-NC08,"Kissell, Larry",M,2051-01-31,Democratic,NC,8,0,,,,,,
MyS-NC09,"Myrick, Sue Wilkins",F,2041-08-01,Republican,NC,9,0,,,,,,
TaC-NC11,"Taylor, Charles H.",M,2041-01-23,Republican,NC,11,0,,,,,,
WaM-NC12,"Watt, Melvin L.",M,2045-08-26,Democratic,NC,12,113,,,,2013-01-03,2015-01-03,-32
MiB-NC13,"Miller, Brad",M,2053-05-19,Democratic,NC,13,0,,,,,,
PoE-ND00,"Pomeroy, Earl",M,2052-09-02,Democratic,ND,0,0,,,,,,
BeR-ND00,"Berg, Rick",M,2059-08-16,Republican,ND,0,0,,,,,,
OsT-NE03,"Osborne, Tom",M,2037-02-23,Republican,NE,3,0,,,,,,
AnR-NJ01,"Andrews, Robert E.",M,2057-08-04,Democratic,NJ,1,113,,,,2013-01-03,2015-01-03,-44
AdJ-NJ03,"Adler, John H.",M,2059-08-23,Democratic,NJ,3,0,,,,,,
