UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
MaD-IL16,https://www.congress.gov/member/donald-manzullo/M001138,"Manzullo, Donald A. - Representative","Manzullo, Donald A.",M,03/24/44,Illinois,16,1916,IL16,1993-2013,,,109,110,111,112,,,,,,
HoT-PA17,https://www.congress.gov/member/tim-holden/H000712,"Holden, Tim - Representative","Holden, Tim",M,,Pennsylvania,17,4617,PA17,1993-2013,,,109,110,111,112,,,,,,
HiM-NY22,https://www.congress.gov/member/maurice-hinchey/H000627,"Hinchey, Maurice D. - Representative","Hinchey, Maurice D.",M,,New York,22,3822,NY22,1993-2013,,,109,110,111,112,,,,,,
FiB-CA51,https://www.congress.gov/member/bob-filner/F000116,"Filner, Bob - Representative","Filner, Bob",M,09/04/42,California,51,0851,CA51,1993-2013,,,109,110,111,112,,,,,,
WaM-NC12,https://www.congress.gov/member/melvin-watt/W000207,"Watt, Melvin L. - Representative","Watt, Melvin L.",M,08/26/45,North Carolina,12,3912,NC12,1993-2014,,,109,110,111,112,113,,,,,
KiJ-GA01,https://www.congress.gov/member/jack-kingston/K000220,"Kingston, Jack - Representative","Kingston, Jack",M,04/24/55,Georgia,01,1501,GA01,1993-2015,,,109,110,111,112,113,,,,,
BaS-AL06,https://www.congress.gov/member/spencer-bachus/B000013,"Bachus, Spencer - Representative","Bachus, Spencer",,,Alabama,06,0106,AL06,1993-2015,,,109,110,111,112,113,,,,,
McH-CA25,https://www.congress.gov/member/howard-mckeon/M000508,"McKeon, Howard P. ""Buck"" - Representative","McKeon, Howard P. ""Buck""",,,California,25,0825,CA25,1993-2015,,,109,110,111,112,113,,,,,
BrC-FL05,https://www.congress.gov/member/corrine-brown/B000911,"Brown, Corrine - Representative","Brown, Corrine",F,11/11/46,Florida,05,1305,FL05,1993-2017,,,109,110,111,112,113,114,,,,
MiJ-FL07,https://www.congress.gov/member/john-mica/M000689,"Mica, John L. - Representative","Mica, John L.",M,01/27/43,Florida,07,1307,FL07,1993-2017,,,109,110,111,112,113,114,,,,
FaS-CA20,https://www.congress.gov/member/sam-farr/F000030,"Farr, Sam - Representative","Farr, Sam",,,California,20,0820,CA20,1993-2017,,,109,110,111,112,113,114,,,,
BeX-CA34,https://www.congress.gov/member/xavier-becerra/B000287,"Becerra, Xavier - Representative","Becerra, Xavier",,,California,34,0834,CA34,1993-2017,,,109,110,111,112,113,114,,,,
GuL-IL04,https://www.congress.gov/member/luis-gutierrez/G000535,"Gutierrez, Luis V. - Representative","Gutierrez, Luis V.",M,12/10/53,Illinois,04,1904,IL04,1993-2019,,,109,110,111,112,113,114,115,,,
GoB-VA06,https://www.congress.gov/member/robert-goodlatte/G000289,"Goodlatte, Bob - Representative","Goodlatte, Bob",M,,Virginia,06,5206,VA06,1993-2019,,,109,110,111,112,113,114,115,,,
GrG-TX29,https://www.congress.gov/member/gene-green/G000410,"Green, Gene - Representative","Green, Gene",M,,Texas,29,5329,TX29,1993-2019,,,109,110,111,112,113,114,115,,,
RoE-CA39,https://www.congress.gov/member/ed-royce/R000487,"Royce, Edward R. - Representative","Royce, Edward R.",M,12/12/51,California,39,0839,CA39,1993-2019,,,109,110,111,112,113,114,115,,,
KiP-NY02,https://www.congress.gov/member/peter-king/K000210,"King, Peter T. - Representative","King, Peter T.",M,,New York,02,3802,NY02,1993-2021,,,109,110,111,112,113,114,115,116,,
HaA-FL20,https://www.congress.gov/member/alcee-hastings/H000324,"Hastings, Alcee L. - Representative","Hastings, Alcee L.",M,09/05/36,Florida,20,1320,FL20,1993-2021,,,109,110,111,112,113,114,115,116,,
RuB-IL01,https://www.congress.gov/member/bobby-rush/R000515,"Rush, Bobby L. - Representative","Rush, Bobby L.",M,11/23/46,Illinois,01,1901,IL01,1993-2023,,,109,110,111,112,113,114,115,116,117,
MaC-NY12,https://www.congress.gov/member/carolyn-maloney/M000087,"Maloney, Carolyn B. - Representative","Maloney, Carolyn B.",F,,New York,12,3812,NY12,1993-2023,,,109,110,111,112,113,114,115,116,117,
JoE-TX30,https://www.congress.gov/member/eddie-johnson/J000126,"Johnson, Eddie Bernice - Representative","Johnson, Eddie Bernice",F,,Texas,30,5330,TX30,1993-2023,,,109,110,111,112,113,114,115,116,117,
RoL-CA40,https://www.congress.gov/member/lucille-roybal-allard/R000486,"Roybal-Allard, Lucille - Representative","Roybal-Allard, Lucille",F,06/12/41,California,40,0840,CA40,1993-2023,,,109,110,111,112,113,114,115,116,117,
ThB-MS02,https://www.congress.gov/member/bennie-thompson/T000193,"Thompson, Bennie G. - Representative","Thompson, Bennie G.",M,01/28/48,Mississippi,02,3002,MS02,1993-2024,,,109,110,111,112,113,114,115,116,117,118
BiS-GA02,https://www.congress.gov/member/sanford-bishop/B000490,"Bishop, Sanford D., Jr. - Representative","Bishop, Sanford D., Jr.",M,02/04/47,Georgia,02,1502,GA02,1993-2024,,,109,110,111,112,113,114,115,116,117,118
ScR-VA03,https://www.congress.gov/member/robert-scott/S000185,"Scott, Robert C. ""Bobby"" - Representative","Scott, Robert C. ""Bobby""",M,04/30/47,Virginia,03,5203,VA03,1993-2024,,,109,110,111,112,113,114,115,116,117,118
LuF-OK03,https://www.congress.gov/member/frank-lucas/L000491,"Lucas, Frank D. - Representative","Lucas, Frank D.",M,,Oklahoma,03,4403,OK03,1993-2024,,,109,110,111,112,113,114,115,116,117,118
ClJ-SC06,https://www.congress.gov/member/james-clyburn/C000537,"Clyburn, James E. - Representative","Clyburn, James E.",M,,South Carolina,06,4906,SC06,1993-2024,,,109,110,111,112,113,114,115,116,117,118
VeN-NY07,https://www.congress.gov/member/nydia-velazquez/V000081,"Velazquez, Nydia M. - Representative","Velazquez, Nydia M.",F,,New York,07,3807,NY07,1993-2024,,,109,110,111,112,113,114,115,116,117,118
EsA-CA16,https://www.congress.gov/member/anna-eshoo/E000215,"Eshoo, Anna G. - Representative","Eshoo, Anna G.",,,California,16,0816,CA16,1993-2024,,,109,110,111,112,113,114,115,116,117,118
CaK-CA41,https://www.congress.gov/member/ken-calvert/C000059,"Calvert, Ken - Representative","Calvert, Ken",M,06/08/53,California,41,0841,CA41,1993-2024,,,109,110,111,112,113,114,115,116,117,118
BaC-NH02,https://www.congress.gov/member/charles-bass/B000220,"Bass, Charles F. - Representative","Bass, Charles F.",M,01/08/52,New Hampshire,02,3502,NH02,1995-2007,2011-2013,,109,,,112,,,,,,
GuG-MN01,https://www.congress.gov/member/gil-gutknecht/G000536,"Gutknecht, Gil - Representative","Gutknecht, Gil",M,03/20/51,Minnesota,01,2901,MN01,1995-2007,,,109,,,,,,,,,
WiR-MS01,https://www.congress.gov/member/roger-wicker/W000437,"Wicker, Roger F. - Senator","Wicker, Roger F.",M,07/05/51,Mississippi,01,3001,MS01,1995-2007,,,109,,,,,,,,,
HaJ-AZ05,https://www.congress.gov/member/j-hayworth/H000413,"Hayworth, J. D. - Representative","Hayworth, J. D.",,,Arizona,05,0405,AZ05,1995-2007,,,109,,,,,,,,,
HoJ-IN08,https://www.congress.gov/member/john-hostettler/H000807,"Hostettler, John N. - Representative","Hostettler, John N.",M,06/19/61,Indiana,08,2008,IN08,1995-2007,,,109,,,,,,,,,
NoC-GA10,https://www.congress.gov/member/charles-norwood/N000159,"Norwood, Charles W. - Representative","Norwood, Charles W.",M,07/27/41,Georgia,10,1510,GA10,1995-2007,,,109,,,,,,,,,
FoM-FL16,https://www.congress.gov/member/mark-foley/F000238,"Foley, Mark - Representative","Foley, Mark",M,09/08/54,Florida,16,1316,FL16,1995-2007,,,109,,,,,,,,,
NeR-OH18,https://www.congress.gov/member/bob-ney/N000081,"Ney, Robert W. - Representative","Ney, Robert W.",M,,Ohio,18,4218,OH18,1995-2007,,,109,,,,,,,,,
KeS-NY19,https://www.congress.gov/member/sue-kelly/K000078,"Kelly, Sue W. - Representative","Kelly, Sue W.",F,,New York,19,3819,NY19,1995-2007,,,109,,,,,,,,,
MiJ-CA37,https://www.congress.gov/member/juanita-millender-mcdonald/M000714,"Millender-McDonald, Juanita - Representative","Millender-McDonald, Juanita",F,09/07/38,California,37,0837,CA37,1995-2007,,,109,,,,,,,,,
DaT-VA11,https://www.congress.gov/member/thomas-davis/D000136,"Davis, Tom - Representative","Davis, Tom",M,,Virginia,11,5211,VA11,1995-2008,,,109,110,,,,,,,,
ChS-OH01,https://www.congress.gov/member/steve-chabot/C000266,"Chabot, Steve - Representative","Chabot, Steve",M,,Ohio,01,4201,OH01,1995-2009,2011-2023,,109,110,,112,113,114,115,116,117,
CuB-WY00,https://www.congress.gov/member/barbara-cubin/C000962,"Cubin, Barbara - Representative","Cubin, Barbara",F,,Wyoming,00,5700,WY00,1995-2009,,,109,110,,,,,,,,
EnP-PA03,https://www.congress.gov/member/phil-english/E000187,"English, Phil - Representative","English, Phil",M,,Pennsylvania,03,4603,PA03,1995-2009,,,109,110,,,,,,,,
WeJ-IL11,https://www.congress.gov/member/gerald-weller/W000273,"Weller, Jerry - Representative","Weller, Jerry",M,07/07/57,Illinois,11,1911,IL11,1995-2009,,,109,110,,,,,,,,
WeD-FL15,https://www.congress.gov/member/dave-weldon/W000267,"Weldon, Dave - Representative","Weldon, Dave",M,08/31/53,Florida,15,1315,FL15,1995-2009,,,109,110,,,,,,,,
LaR-IL18,https://www.congress.gov/member/ray-lahood/L000552,"LaHood, Ray - Representative","LaHood, Ray",M,12/06/45,Illinois,18,1918,IL18,1995-2009,,,109,110,,,,,,,,
SoM-IN03,https://www.congress.gov/member/mark-souder/S001143,"Souder, Mark E. - Representative","Souder, Mark E.",M,07/18/50,Indiana,03,2003,IN03,1995-2010,,,109,110,111,,,,,,,
KeP-RI01,https://www.congress.gov/member/patrick-kennedy/K000113,"Kennedy, Patrick J. - Representative","Kennedy, Patrick J.",M,,Rhode Island,01,4801,RI01,1995-2011,,,109,110,111,,,,,,,
ShJ-AZ03,https://www.congress.gov/member/john-shadegg/S000275,"Shadegg, John B. - Representative","Shadegg, John B.",,,Arizona,03,0403,AZ03,1995-2011,,,109,110,111,,,,,,,
WaZ-TN03,https://www.congress.gov/member/zach-wamp/W000119,"Wamp, Zach - Representative","Wamp, Zach",M,,Tennessee,03,5103,TN03,1995-2011,,,109,110,111,,,,,,,
TiT-KS04,https://www.congress.gov/member/todd-tiahrt/T000260,"Tiahrt, Todd - Representative","Tiahrt, Todd",M,06/15/51,Kansas,04,2204,KS04,1995-2011,,,109,110,111,,,,,,,
RaG-CA19,https://www.congress.gov/member/george-radanovich/R000004,"Radanovich, George - Representative","Radanovich, George",,,California,19,0819,CA19,1995-2011,,,109,110,111,,,,,,,
JaJ-IL02,https://www.congress.gov/member/jesse-jackson/J000283,"Jackson, Jesse L., Jr. - Representative","Jackson, Jesse L., Jr.",M,03/11/65,Illinois,02,1902,IL02,1995-2012,,,109,110,111,112,,,,,,
MyS-NC09,https://www.congress.gov/member/sue-myrick/M001134,"Myrick, Sue Wilkins - Representative","Myrick, Sue Wilkins",F,08/01/41,North Carolina,09,3909,NC09,1995-2013,,,109,110,111,112,,,,,,
LaS-OH14,https://www.congress.gov/member/steven-latourette/L000553,"LaTourette, Steven C. - Representative","LaTourette, Steven C.",M,,Ohio,14,4214,OH14,1995-2013,,,109,110,111,112,,,,,,
LaT-IA03,https://www.congress.gov/member/tom-latham/L000111,"Latham, Tom - Representative","Latham, Tom",M,07/14/48,Iowa,03,2103,IA03,1995-2015,,,109,110,111,112,113,,,,,
HaD-WA04,https://www.congress.gov/member/doc-hastings/H000329,"Hastings, Doc - Representative","Hastings, Doc",M,,Washington,04,5404,WA04,1995-2015,,,109,110,111,112,113,,,,,
WhE-KY01,https://www.congress.gov/member/edward-whitfield/W000413,"Whitfield, Ed - Representative","Whitfield, Ed",M,05/25/43,Kentucky,01,2301,KY01,1995-2016,,,109,110,111,112,113,114,,,,
FaC-PA02,https://www.congress.gov/member/chaka-fattah/F000043,"Fattah, Chaka - Representative","Fattah, Chaka",M,,Pennsylvania,02,4602,PA02,1995-2016,,,109,110,111,112,113,114,,,,
LoF-NJ02,https://www.congress.gov/member/frank-lobiondo/L000554,"LoBiondo, Frank A. - Representative","LoBiondo, Frank A.",M,,New Jersey,02,3602,NJ02,1995-2019,,,109,110,111,112,113,114,115,,,
JoW-NC03,https://www.congress.gov/member/walter-jones/J000255,"Jones, Walter B., Jr. - Representative","Jones, Walter B., Jr.",M,02/10/43,North Carolina,03,3903,NC03,1995-2019,,,109,110,111,112,113,114,115,,,
CuE-MD07,https://www.congress.gov/member/elijah-cummings/C000984,"Cummings, Elijah E. - Representative","Cummings, Elijah E.",M,01/18/51,Maryland,07,2607,MD07,1995-2019,,,109,110,111,112,113,114,115,,,
FrR-NJ11,https://www.congress.gov/member/rodney-frelinghuysen/F000372,"Frelinghuysen, Rodney P. - Representative","Frelinghuysen, Rodney P.",M,,New Jersey,11,3611,NJ11,1995-2019,,,109,110,111,112,113,114,115,,,
ThM-TX13,https://www.congress.gov/member/william-thornberry/T000238,"Thornberry, Mac - Representative","Thornberry, Mac",M,,Texas,13,5313,TX13,1995-2021,,,109,110,111,112,113,114,115,116,,
DoM-PA18,https://www.congress.gov/member/mike-doyle/D000482,"Doyle, Michael F. - Representative","Doyle, Michael F.",M,,Pennsylvania,18,4618,PA18,1995-2022,,,109,110,111,112,113,114,115,116,117,
BlE-OR03,https://www.congress.gov/member/earl-blumenauer/B000574,"Blumenauer, Earl - Representative","Blumenauer, Earl",M,08/16/48,Oregon,03,4503,OR03,1995-2024,,,109,110,111,112,113,114,115,116,117,118
JaS-TX18,https://www.congress.gov/member/sheila-jackson-lee/J000032,"Jackson Lee, Sheila - Representative","Jackson Lee, Sheila",F,01/12/50,Texas,18,5318,TX18,1995-2024,,,109,110,111,112,113,114,115,116,117,118
LoZ-CA18,https://www.congress.gov/member/zoe-lofgren/L000397,"Lofgren, Zoe - Representative","Lofgren, Zoe",,,California,18,0818,CA18,1995-2024,,,109,110,111,112,113,114,115,116,117,118
DoL-TX37,https://www.congress.gov/member/lloyd-doggett/D000399,"Doggett, Lloyd - Representative","Doggett, Lloyd",M,10/06/46,Texas,37,5337,TX37,1995-2024,,,109,110,111,112,113,114,115,116,117,118
JeW-TN01,https://www.congress.gov/member/william-jenkins/J000082,"Jenkins, William L. - Representative","Jenkins, William L.",M,,Tennessee,01,5101,TN01,1997-2007,,,109,,,,,,,,,
RyJ-KS02,https://www.congress.gov/member/jim-ryun/R000566,"Ryun, Jim - Representative","Ryun, Jim",M,04/29/47,Kansas,02,2202,KS02,1997-2007,,,109,,,,,,,,,
GiJ-NV02,https://www.congress.gov/member/jim-gibbons/G000152,"Gibbons, Jim - Representative","Gibbons, Jim",M,,Nevada,02,3402,NV02,1997-2007,,,109,,,,,,,,,
NoA-KY03,https://www.congress.gov/member/anne-northup/N000143,"Northup, Anne M. - Representative","Northup, Anne M.",F,01/22/48,Kentucky,03,2303,KY03,1997-2007,,,109,,,,,,,,,
StT-OH06,https://www.congress.gov/member/ted-strickland/S001004,"Strickland, Ted - Representative","Strickland, Ted",M,,Ohio,06,4206,OH06,1997-2007,,,109,,,,,,,,,
CaJ-IN07,https://www.congress.gov/member/julia-carson/C000191,"Carson, Julia - Representative","Carson, Julia",F,07/08/38,Indiana,07,2007,IN07,1997-2007,,,109,,,,,,,,,
FoH-TN09,https://www.congress.gov/member/harold-ford/F000262,"Ford, Harold E., Jr. - Representative","Ford, Harold E., Jr.",M,,Tennessee,09,5109,TN09,1997-2007,,,109,,,,,,,,,
DaJ-FL11,https://www.congress.gov/member/jim-davis/D000114,"Davis, Jim - Representative","Davis, Jim",M,11/11/57,Florida,11,1311,FL11,1997-2007,,,109,,,,,,,,,
AlT-ME01,https://www.congress.gov/member/thomas-allen/A000357,"Allen, Thomas H. - Representative","Allen, Thomas H.",M,04/16/45,Maine,01,2501,ME01,1997-2009,,,109,110,,,,,,,,
WiH-NM01,https://www.congress.gov/member/heather-wilson/W000789,"Wilson, Heather - Representative","Wilson, Heather",F,,New Mexico,01,3701,NM01,1997-2009,,,109,110,,,,,,,,
PiC-MS03,https://www.congress.gov/member/charles-pickering/P000323,"Pickering, Charles W. ""Chip"" - Representative","Pickering, Charles W. ""Chip""",M,08/10/63,Mississippi,03,3003,MS03,1997-2009,,,109,110,,,,,,,,
CaC-UT03,https://www.congress.gov/member/chris-cannon/C000116,"Cannon, Chris - Representative","Cannon, Chris",M,,Utah,03,5503,UT03,1997-2009,,,109,110,,,,,,,,
HoD-OR05,https://www.congress.gov/member/darlene-hooley/H000762,"Hooley, Darlene - Representative","Hooley, Darlene",F,,Oregon,05,4505,OR05,1997-2009,,,109,110,,,,,,,,
PeJ-PA05,https://www.congress.gov/member/john-peterson/P000263,"Peterson, John E. - Representative","Peterson, John E.",M,,Pennsylvania,05,4605,PA05,1997-2009,,,109,110,,,,,,,,
GoV-VA05,https://www.congress.gov/member/virgil-goode/G000280,"Goode, Virgil H., Jr. - Representative","Goode, Virgil H., Jr.",M,,Virginia,05,5205,VA05,1997-2009,,,109,110,,,,,,,,
HuK-MO09,https://www.congress.gov/member/kenny-hulshof/H000948,"Hulshof, Kenny C. - Representative","Hulshof, Kenny C.",M,05/22/58,Missouri,09,3109,MO09,1997-2009,,,109,110,,,,,,,,
TaE-CA10,https://www.congress.gov/member/ellen-tauscher/T000057,"Tauscher, Ellen O. - Representative","Tauscher, Ellen O.",,,California,10,0810,CA10,1997-2009,,,109,110,,,,,,,,
FoV-NY13,https://www.congress.gov/member/vito-fossella/F000440,"Fossella, Vito - Representative","Fossella, Vito",M,,New York,13,3813,NY13,1997-2009,,,109,110,,,,,,,,
WeR-FL19,https://www.congress.gov/member/robert-wexler/W000314,"Wexler, Robert - Representative","Wexler, Robert",M,01/02/61,Florida,19,1319,FL19,1997-2010,,,109,110,111,,,,,,,
BeM-AR01,https://www.congress.gov/member/marion-berry/B000420,"Berry, Marion - Representative","Berry, Marion",,,Arkansas,01,0501,AR01,1997-2011,,,109,110,111,,,,,,,
MoJ-KS01,https://www.congress.gov/member/jerry-moran/M000934,"Moran, Jerry - Senator","Moran, Jerry",M,05/29/54,Kansas,01,2201,KS01,1997-2011,,,109,110,111,,,,,,,
SnV-AR02,https://www.congress.gov/member/victor-snyder/S000672,"Snyder, Vic - Representative","Snyder, Vic",,,Arkansas,02,0502,AR02,1997-2011,,,109,110,111,,,,,,,
BoA-FL02,https://www.congress.gov/member/allen-boyd/B000716,"Boyd, Allen - Representative","Boyd, Allen",M,06/06/45,Florida,02,1302,FL02,1997-2011,,,109,110,111,,,,,,,
EtB-NC02,https://www.congress.gov/member/bob-etheridge/E000226,"Etheridge, Bob - Representative","Etheridge, Bob",M,08/07/41,North Carolina,02,3902,NC02,1997-2011,,,109,110,111,,,,,,,
BlR-MO07,https://www.congress.gov/member/roy-blunt/B000575,"Blunt, Roy - Senator","Blunt, Roy",M,01/10/50,Missouri,07,3107,MO07,1997-2011,,,109,110,111,,,,,,,
DeB-MA10,https://www.congress.gov/member/bill-delahunt/D000210,"Delahunt, Bill - Representative","Delahunt, Bill",M,07/18/41,Massachusetts,10,2710,MA10,1997-2011,,,109,110,111,,,,,,,
KiC-MI13,https://www.congress.gov/member/carolyn-kilpatrick/K000180,"Kilpatrick, Carolyn C. - Representative","Kilpatrick, Carolyn C.",F,06/25/45,Michigan,13,2813,MI13,1997-2011,,,109,110,111,,,,,,,
BoL-IA03,https://www.congress.gov/member/leonard-boswell/B000652,"Boswell, Leonard L. - Representative","Boswell, Leonard L.",M,01/10/34,Iowa,03,2103,IA03,1997-2013,,,109,110,111,112,,,,,,
EmJ-MO08,https://www.congress.gov/member/jo-emerson/E000172,"Emerson, Jo Ann - Representative","Emerson, Jo Ann",F,09/16/50,Missouri,08,3108,MO08,1997-2013,,,109,110,111,112,,,,,,
RoS-NJ09,https://www.congress.gov/member/steven-rothman/R000462,"Rothman, Steven R. - Representative","Rothman, Steven R.",M,,New Jersey,09,3609,NJ09,1997-2013,,,109,110,111,112,,,,,,
KuD-OH10,https://www.congress.gov/member/dennis-kucinich/K000336,"Kucinich, Dennis J. - Representative","Kucinich, Dennis J.",M,,Ohio,10,4210,OH10,1997-2013,,,109,110,111,112,,,,,,
PaR-TX14,https://www.congress.gov/member/ron-paul/P000583,"Paul, Ron - Representative","Paul, Ron",M,,Texas,14,5314,TX14,1997-2013,,,109,110,111,112,,,,,,
ReS-TX16,https://www.congress.gov/member/silvestre-reyes/R000170,"Reyes, Silvestre - Representative","Reyes, Silvestre",M,,Texas,16,5316,TX16,1997-2013,,,109,110,111,112,,,,,,
BoM-CA45,https://www.congress.gov/member/mary-bono-mack/B001228,"Bono Mack, Mary - Representative","Bono Mack, Mary",F,10/24/61,California,45,0845,CA45,1997-2013,,,109,110,111,112,,,,,,
ChD-VI00,https://www.congress.gov/member/donna-christensen/C000380,"Christensen, Donna M. - Delegate","Christensen, Donna M.",F,,Virgin Islands,00,5300,VI00,1997-2015,,,109,110,111,112,113,,,,,
McC-NY04,https://www.congress.gov/member/carolyn-mccarthy/M000309,"McCarthy, Carolyn - Representative","McCarthy, Carolyn",F,,New York,04,3804,NY04,1997-2015,,,109,110,111,112,113,,,,,
TiJ-MA06,https://www.congress.gov/member/john-tierney/T000266,"Tierney, John F. - Representative","Tierney, John F.",M,09/18/51,Massachusetts,06,2706,MA06,1997-2015,,,109,110,111,112,113,,,,,
McM-NC07,https://www.congress.gov/member/mike-mcintyre/M000485,"McIntyre, Mike - Representative","McIntyre, Mike",M,08/06/56,North Carolina,07,3907,NC07,1997-2015,,,109,110,111,112,113,,,,,
