UniqueID,GovernmentURL,FullName,FirstName,LastName,Gender,DOB,Party,HouseTerms,State,StateAbr,District,CombStateDistrict,StateDistID,FirstSession,SecondSession,ThirdSession,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
ShD-FL27,https://www.congress.gov/member/donna-shalala/S001206,"Shalala, Donna E.",Donna E.,Shalala,F,02/14/41,Democratic,House: 2019-2021,Florida,FL,27,FL27,1227,2019-2021,,,0,0,0,0,0,0,0,116,0,0
MaD-CA07,https://www.congress.gov/member/doris-matsui/M001163,"Matsui, Doris O.",Doris O.,Matsui,F,09/25/44,Democratic,House: 2005-Present,California,CA,07,CA07,0607,2005-2024,,,109,110,111,112,113,114,115,116,117,118
WeD-FL15,https://www.congress.gov/member/dave-weldon/W000267,"Weldon, Dave",Dave,Weldon,M,08/31/53,Republican,House: 1995-2009,Florida,FL,15,FL15,1215,1995-2009,,,109,110,0,0,0,0,0,0,0,0
DuN-FL02,https://www.congress.gov/member/neal-dunn/D000628,"Dunn, Neal P.",Neal P.,Dunn,M,02/16/53,Republican,House: 2017-Present,Florida,FL,02,FL02,1202,2017-2024,,,0,0,0,0,0,0,115,116,117,118
GiP-GA11,https://www.congress.gov/member/phil-gingrey/G000550,"Gingrey, Phil",Phil,Gingrey,M,07/10/42,Republican,House: 2003-2015,Georgia,GA,11,GA11,1311,2003-2015,,,109,110,111,112,113,0,0,0,0,0
RoD-TN01,https://www.congress.gov/member/david-roe/R000582,"Roe, David P.",David P.,Roe,M,07/21/45,Republican,House: 2009-2021,Tennessee,TN,01,TN01,4701,2009-2021,,,0,0,111,112,113,114,115,116,0,0
RoE-CA39,https://www.congress.gov/member/ed-royce/R000487,"Royce, Edward R.",Edward R.,Royce,M,12/12/51,Republican,House: 1993-2019,California,CA,39,CA39,0639,1993-2019,,,109,110,111,112,113,114,115,0,0,0
ToE-NY10,https://www.congress.gov/member/edolphus-towns/T000326,"Towns, Edolphus",Edolphus,Towns,M,07/21/34,Democratic,House: 1983-2013,New York,NY,10,NY10,3610,1983-2013,,,109,110,111,112,0,0,0,0,0,0
NoE-DC00,https://www.congress.gov/member/eleanor-norton/N000147,"Norton, Eleanor Holmes",Eleanor Holmes,Norton,F,06/13/37,Democratic,House: 1991-Present,District of Columbia,DC,00,DC00,1100,1991-2024,,,109,110,111,112,113,114,115,116,117,118
EsE-CT05,https://www.congress.gov/member/elizabeth-esty/E000293,"Esty, Elizabeth H.",Elizabeth H.,Esty,F,08/25/59,Democratic,House: 2013-2019,Connecticut,CT,05,CT05,0905,2013-2019,,,0,0,0,0,113,114,115,0,0,0
SyE-OH13,https://www.congress.gov/member/emilia-sykes/S001223,"Sykes, Emilia Strong",Emilia Strong,Sykes,F,01/04/86,Democratic,House: 2023-Present,Ohio,OH,13,OH13,3913,2023-2024,,,0,0,0,0,0,0,0,0,0,118
EnW-IL12,https://www.congress.gov/member/william-enyart/E000292,"Enyart, William L.",William L.,Enyart,M,09/22/49,Democratic,House: 2013-2015,Illinois,IL,12,IL12,1712,2013-2015,,,0,0,0,0,113,0,0,0,0,0
CaE-VA07,https://www.congress.gov/member/eric-cantor/C001046,"Cantor, Eric",Eric,Cantor,M,06/06/63,Republican,House: 2001-2014,Virginia,VA,07,VA07,5107,2001-2014,,,109,110,111,112,113,0,0,0,0,0
PaE-MN03,https://www.congress.gov/member/erik-paulsen/P000594,"Paulsen, Erik",Erik,Paulsen,M,05/14/65,Republican,House: 2009-2019,Minnesota,MN,03,MN03,2703,2009-2019,,,0,0,111,112,113,114,115,0,0,0
JeE-WV03,https://www.congress.gov/member/evan-jenkins/J000297,"Jenkins, Evan H.",Evan H.,Jenkins,M,09/12/60,Republican,House: 2015-2018,West Virginia,WV,03,WV03,5403,2015-2018,,,0,0,0,0,0,114,115,0,0,0
FaB-TX27,https://www.congress.gov/member/blake-farenthold/F000460,"Farenthold, Blake",Blake,Farenthold,M,12/12/61,Republican,House: 2011-2018,Texas,TX,27,TX27,4827,2011-2018,,,0,0,0,112,113,114,115,0,0,0
WoF-VA10,https://www.congress.gov/member/frank-wolf/W000672,"Wolf, Frank R.",Frank R.,Wolf,M,01/30/39,Republican,House: 1981-2015,Virginia,VA,10,VA10,5110,1981-2015,,,109,110,111,112,113,0,0,0,0,0
LoF-NJ02,https://www.congress.gov/member/frank-lobiondo/L000554,"LoBiondo, Frank A.",Frank A.,LoBiondo,M,05/12/46,Republican,House: 1995-2019,New Jersey,NJ,02,NJ02,3402,1995-2019,,,109,110,111,112,113,114,115,0,0,0
PaF-NJ06,https://www.congress.gov/member/frank-pallone/P000034,"Pallone, Frank, Jr.",Frank,Pallone,M,10/30/51,Democratic,House: 1987-Present,New Jersey,NJ,06,NJ06,3406,1987-2024,,,109,110,111,112,113,114,115,116,117,118
GiG-AZ08,https://www.congress.gov/member/gabrielle-giffords/G000554,"Giffords, Gabrielle",Gabrielle,Giffords,F,06/08/70,Democratic,House: 2007-2012,Arizona,AZ,08,AZ08,0408,2007-2012,,,0,110,111,112,0,0,0,0,0,0
VaG-NM02,https://www.congress.gov/member/gabe-vasquez/V000136,"Vasquez, Gabe",Gabe,Vasquez,M,08/03/84,Democratic,House: 2023-Present,New Mexico,NM,02,NM02,3502,2023-2024,,,0,0,0,0,0,0,0,0,0,118
TaG-MS04,https://www.congress.gov/member/gene-taylor/T000074,"Taylor, Gene",Gene,Taylor,M,09/17/53,Democratic,House: 1989-2011,Mississippi,MS,04,MS04,2804,1989-2011,,,109,110,111,0,0,0,0,0,0,0
GeJ-PA06,https://www.congress.gov/member/jim-gerlach/G000549,"Gerlach, Jim",Jim,Gerlach,M,02/25/55,Republican,House: 2003-2015,Pennsylvania,PA,06,PA06,4206,2003-2015,,,109,110,111,112,113,0,0,0,0,0
CoG-VA11,https://www.congress.gov/member/gerald-connolly/C001078,"Connolly, Gerald E.",Gerald E.,Connolly,M,03/30/50,Democratic,House: 2009-Present,Virginia,VA,11,VA11,5111,2009-2024,,,0,0,111,112,113,114,115,116,117,118
GuG-MN01,https://www.congress.gov/member/gil-gutknecht/G000536,"Gutknecht, Gil",Gil,Gutknecht,M,03/20/51,Republican,House: 1995-2007,Minnesota,MN,01,MN01,2701,1995-2007,,,109,0,0,0,0,0,0,0,0,0
GiK-NY20,https://www.congress.gov/member/kirsten-gillibrand/G000555,"Gillibrand, Kirsten E.",Kirsten E.,Gillibrand,F,12/09/66,Democratic,House: 2007-2009,New York,NY,20,NY20,3620,2007-2009,,,0,110,0,0,0,0,0,0,0,0
BrG-FL05,https://www.congress.gov/member/ginny-brown-waite/B001247,"Brown-Waite, Ginny",Ginny,Brown-Waite,F,10/05/43,Republican,House: 2003-2011,Florida,FL,05,FL05,1205,2003-2011,,,109,110,111,0,0,0,0,0,0,0
BuG-NC01,https://www.congress.gov/member/g-k-butterfield/B001251,"Butterfield, G. K.",G. K.,Butterfield,M,04/27/47,Democratic,House: 2004-2022,North Carolina,NC,01,NC01,3701,2004-2022,,,109,110,111,112,113,114,115,116,117,0
NyG-VA02,https://www.congress.gov/member/glenn-nye/N000183,"Nye, Glenn C.",Glenn C.,Nye,M,09/09/74,Democratic,House: 2009-2011,Virginia,VA,02,VA02,5102,2009-2011,,,0,0,111,0,0,0,0,0,0,0
EmT-MN06,https://www.congress.gov/member/tom-emmer/E000294,"Emmer, Tom",Tom,Emmer,M,03/03/61,Republican,House: 2015-Present,Minnesota,MN,06,MN06,2706,2015-2024,,,0,0,0,0,0,114,115,116,117,118
GiG-MT00,https://www.congress.gov/member/greg-gianforte/G000584,"Gianforte, Greg",Greg,Gianforte,M,04/17/61,Republican,House: 2017-2021,Montana,MT,00,MT00,3000,2017-2021,,,0,0,0,0,0,0,115,116,0,0
InJ-WA01,https://www.congress.gov/member/jay-inslee/I000026,"Inslee, Jay",Jay,Inslee,M,02/09/51,Democratic,"House: 1993-1995, 1999-2012",Washington,WA,01,WA01,5301,1999-2012,,,109,110,111,112,0,0,0,0,0,0
FaM-OK05,https://www.congress.gov/member/mary-fallin/F000453,"Fallin, Mary",Mary,Fallin,F,12/09/54,Republican,House: 2007-2011,Oklahoma,OK,05,OK05,4005,2007-2011,,,0,110,111,0,0,0,0,0,0,0
NaG-CA31,https://www.congress.gov/member/grace-napolitano/N000179,"Napolitano, Grace F.",Grace F.,Napolitano,F,12/04/36,Democratic,House: 1999-Present,California,CA,31,CA31,0631,1999-2024,,,109,110,111,112,113,114,115,116,117,118
ReG-PA14,https://www.congress.gov/member/guy-reschenthaler/R000610,"Reschenthaler, Guy",Guy,Reschenthaler,M,04/17/83,Republican,House: 2019-Present,Pennsylvania,PA,14,PA14,4214,2019-2024,,,0,0,0,0,0,0,0,116,117,118
SaM-GU00,https://www.congress.gov/member/michael-san-nicolas/S001204,"San Nicolas, Michael F. Q.",Michael F. Q.,San Nicolas,M,01/30/81,Democratic,House: 2019-2023,Guam,GU,00,GU00,0000,2019-2023,,,0,0,0,0,0,0,0,116,117,0
GrG-FL02,https://www.congress.gov/member/gwen-graham/G000575,"Graham, Gwen",Gwen,Graham,F,01/31/63,Democratic,House: 2015-2017,Florida,FL,02,FL02,1202,2015-2017,,,0,0,0,0,0,114,0,0,0,0
ClH-MI13,https://www.congress.gov/member/hansen-clarke/C001085,"Clarke, Hansen",Hansen,Clarke,M,03/02/57,Democratic,House: 2011-2013,Michigan,MI,13,MI13,2613,2011-2013,,,0,0,0,112,0,0,0,0,0,0
FoH-TN09,https://www.congress.gov/member/harold-ford/F000262,"Ford, Harold E., Jr.",Harold E.,Ford,M,05/11/70,Democratic,House: 1997-2007,Tennessee,TN,09,TN09,4709,1997-2007,,,109,0,0,0,0,0,0,0,0,0
HaG-MS03,https://www.congress.gov/member/gregg-harper/H001045,"Harper, Gregg",Gregg,Harper,M,06/01/56,Republican,House: 2009-2019,Mississippi,MS,03,MS03,2803,2009-2019,,,0,0,111,112,113,114,115,0,0,0
TeH-NM02,https://www.congress.gov/member/harry-teague/T000466,"Teague, Harry",Harry,Teague,M,06/29/49,Democratic,House: 2009-2011,New Mexico,NM,02,NM02,3502,2009-2011,,,0,0,111,0,0,0,0,0,0,0
MiH-AZ05,https://www.congress.gov/member/harry-mitchell/M001167,"Mitchell, Harry E.",Harry E.,Mitchell,M,07/18/40,Democratic,House: 2007-2011,Arizona,AZ,05,AZ05,0405,2007-2011,,,0,110,111,0,0,0,0,0,0,0
HaM-PA04,https://www.congress.gov/member/melissa-hart/H001033,"Hart, Melissa A.",Melissa A.,Hart,F,04/04/62,Republican,House: 2001-2007,Pennsylvania,PA,04,PA04,4204,2001-2007,,,109,0,0,0,0,0,0,0,0,0
WiH-NM01,https://www.congress.gov/member/heather-wilson/W000789,"Wilson, Heather",Heather,Wilson,F,12/30/60,Republican,House: 1997-2009,New Mexico,NM,01,NM01,3501,1997-2009,,,109,110,0,0,0,0,0,0,0,0
ShH-NC11,https://www.congress.gov/member/heath-shuler/S001171,"Shuler, Heath",Heath,Shuler,M,12/31/71,Democratic,House: 2007-2013,North Carolina,NC,11,NC11,3711,2007-2013,,,0,110,111,112,0,0,0,0,0,0
HeJ-WA03,https://www.congress.gov/member/jaime-herrera-beutler/H001056,"Herrera Beutler, Jaime",Jaime,Herrera Beutler,F,11/03/78,Republican,House: 2011-2023,Washington,WA,03,WA03,5303,2011-2023,,,0,0,0,112,113,114,115,116,117,0
SoH-CA32,https://www.congress.gov/member/hilda-solis/S001153,"Solis, Hilda L.",Hilda L.,Solis,F,10/20/57,Democratic,House: 2001-2009,California,CA,32,CA32,0632,2001-2009,,,109,110,0,0,0,0,0,0,0,0
HoK-OK05,https://www.congress.gov/member/kendra-horn/H001083,"Horn, Kendra S.",Kendra S.,Horn,F,06/09/76,Democratic,House: 2019-2021,Oklahoma,OK,05,OK05,4005,2019-2021,,,0,0,0,0,0,0,0,116,0,0
BeH-CA28,https://www.congress.gov/member/howard-berman/B000410,"Berman, Howard L.",Howard L.,Berman,M,04/15/41,Democratic,House: 1983-2013,California,CA,28,CA28,0628,1983-2013,,,109,110,111,112,0,0,0,0,0,0
CoH-NC06,https://www.congress.gov/member/howard-coble/C000556,"Coble, Howard",Howard,Coble,M,03/18/31,Republican,House: 1985-2015,North Carolina,NC,06,NC06,3706,1985-2015,,,109,110,111,112,113,0,0,0,0,0
SkI-MO04,https://www.congress.gov/member/ike-skelton/S000465,"Skelton, Ike",Ike,Skelton,M,12/20/31,Democratic,House: 1977-2011,Missouri,MO,04,MO04,2904,1977-2011,,,109,110,111,0,0,0,0,0,0,0
OmI-MN05,https://www.congress.gov/member/ilhan-omar/O000173,"Omar, Ilhan",Ilhan,Omar,F,10/04/82,Democratic,House: 2019-Present,Minnesota,MN,05,MN05,2705,2019-2024,,,0,0,0,0,0,0,0,116,117,118
WaZ-TN03,https://www.congress.gov/member/zach-wamp/W000119,"Wamp, Zach",Zach,Wamp,M,10/28/57,Republican,House: 1995-2011,Tennessee,TN,03,TN03,4703,1995-2011,,,109,110,111,0,0,0,0,0,0,0
IsE-OK05,https://www.congress.gov/member/ernest-istook/I000047,"Istook, Ernest J., Jr.",Ernest J.,Istook,M,02/11/50,Republican,House: 1993-2007,Oklahoma,OK,05,OK05,4005,1993-2007,,,109,0,0,0,0,0,0,0,0,0
KiJ-GA01,https://www.congress.gov/member/jack-kingston/K000220,"Kingston, Jack",Jack,Kingston,M,04/24/55,Republican,House: 1993-2015,Georgia,GA,01,GA01,1301,1993-2015,,,109,110,111,112,113,0,0,0,0,0
JaS-TX18,https://www.congress.gov/member/sheila-jackson-lee/J000032,"Jackson Lee, Sheila",Sheila,Jackson Lee,F,01/12/50,Democratic,House: 1995-Present,Texas,TX,18,TX18,4818,1995-2024,,,109,110,111,112,113,114,115,116,117,118
HiJ-CT04,https://www.congress.gov/member/james-himes/H001047,"Himes, James A.",James A.,Himes,M,07/05/66,Democratic,House: 2009-Present,Connecticut,CT,04,CT04,0904,2009-2024,,,0,0,111,112,113,114,115,116,117,118
HaJ-CA36,https://www.congress.gov/member/jane-harman/H000213,"Harman, Jane",Jane,Harman,F,06/28/45,Democratic,"House: 1993-1999, 2001-2011",California,CA,36,CA36,0636,2001-2011,,,109,110,111,0,0,0,0,0,0,0
HaJ-CA44,https://www.congress.gov/member/janice-hahn/H001063,"Hahn, Janice",Janice,Hahn,F,03/30/52,Democratic,House: 2011-2017,California,CA,44,CA44,0644,2011-2017,,,0,0,0,112,113,114,0,0,0,0
AlJ-PA04,https://www.congress.gov/member/jason-altmire/A000362,"Altmire, Jason",Jason,Altmire,M,03/07/68,Democratic,House: 2007-2013,Pennsylvania,PA,04,PA04,4204,2007-2013,,,0,110,111,112,0,0,0,0,0,0
ChJ-UT03,https://www.congress.gov/member/jason-chaffetz/C001076,"Chaffetz, Jason",Jason,Chaffetz,M,03/26/67,Republican,House: 2009-2017,Utah,UT,03,UT03,4903,2009-2017,,,0,0,111,112,113,114,0,0,0,0
ObJ-CA23,https://www.congress.gov/member/jay-obernolte/O000019,"Obernolte, Jay",Jay,Obernolte,M,08/18/70,Republican,House: 2021-Present,California,CA,23,CA23,0623,2021-2024,,,0,0,0,0,0,0,0,0,117,118
DeJ-CA10,https://www.congress.gov/member/jeff-denham/D000612,"Denham, Jeff",Jeff,Denham,M,07/29/67,Republican,House: 2011-2019,California,CA,10,CA10,0610,2011-2019,,,0,0,0,112,113,114,115,0,0,0
FlJ-AZ06,https://www.congress.gov/member/jeff-flake/F000444,"Flake, Jeff",Jeff,Flake,M,12/31/62,Republican,House: 2001-2013,Arizona,AZ,06,AZ06,0406,2001-2013,,,109,110,111,112,0,0,0,0,0,0
FoJ-NE01,https://www.congress.gov/member/jeff-fortenberry/F000449,"Fortenberry, Jeff",Jeff,Fortenberry,M,12/27/60,Republican,House: 2005-2022,Nebraska,NE,01,NE01,3101,2005-2022,,,109,110,111,112,113,114,115,116,117,0
KiJ-VA02,https://www.congress.gov/member/jennifer-kiggans/K000399,"Kiggans, Jennifer A",Jennifer A,Kiggans,F,06/18/71,Republican,House: 2023-Present,Virginia,VA,02,VA02,5102,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MoJ-KS01,https://www.congress.gov/member/jerry-moran/M000934,"Moran, Jerry",Jerry,Moran,M,05/29/54,Republican,House: 1997-2011,Kansas,KS,01,KS01,2001,1997-2011,,,109,110,111,0,0,0,0,0,0,0
WeJ-IL11,https://www.congress.gov/member/gerald-weller/W000273,"Weller, Jerry",Jerry,Weller,M,07/07/57,Republican,House: 1995-2009,Illinois,IL,11,IL11,1711,1995-2009,,,109,110,0,0,0,0,0,0,0,0
JoJ-OH04,https://www.congress.gov/member/jim-jordan/J000289,"Jordan, Jim",Jim,Jordan,M,02/17/64,Republican,House: 2007-Present,Ohio,OH,04,OH04,3904,2007-2024,,,0,110,111,112,113,114,115,116,117,118
MoJ-VA08,https://www.congress.gov/member/james-moran/M000933,"Moran, James P.",James P.,Moran,M,05/16/45,Democratic,House: 1991-2015,Virginia,VA,08,VA08,5108,1991-2015,,,109,110,111,112,113,0,0,0,0,0
LaJ-RI02,https://www.congress.gov/member/james-langevin/L000559,"Langevin, James R.",James R.,Langevin,M,04/22/64,Democratic,House: 2001-2023,Rhode Island,RI,02,RI02,4402,2001-2023,,,109,110,111,112,113,114,115,116,117,0
NuJ-IA01,https://www.congress.gov/member/jim-nussle/N000172,"Nussle, Jim",Jim,Nussle,M,06/27/60,Republican,House: 1991-2007,Iowa,IA,01,IA01,1901,1991-2007,,,109,0,0,0,0,0,0,0,0,0
ObJ-MN08,https://www.congress.gov/member/james-oberstar/O000006,"Oberstar, James L.",James L.,Oberstar,M,09/10/34,Democratic,House: 1975-2011,Minnesota,MN,08,MN08,2708,1975-2011,,,109,110,111,0,0,0,0,0,0,0
ReJ-OH16,https://www.congress.gov/member/james-renacci/R000586,"Renacci, James B.",James B.,Renacci,M,12/03/58,Republican,House: 2011-2019,Ohio,OH,16,OH16,3916,2011-2019,,,0,0,0,112,113,114,115,0,0,0
RyJ-KS02,https://www.congress.gov/member/jim-ryun/R000566,"Ryun, Jim",Jim,Ryun,M,04/29/47,Republican,House: 1997-2007,Kansas,KS,02,KS02,2002,1997-2007,,,109,0,0,0,0,0,0,0,0,0
MoJ-GU00,https://www.congress.gov/member/james-moylan/M001219,"Moylan, James C.",James C.,Moylan,M,07/18/62,Republican,House: 2023-Present,Guam,GU,00,GU00,0000,2023-2024,,,0,0,0,0,0,0,0,0,0,118
CaJ-TX20,https://www.congress.gov/member/joaquin-castro/C001091,"Castro, Joaquin",Joaquin,Castro,M,09/16/74,Democratic,House: 2013-Present,Texas,TX,20,TX20,4820,2013-2024,,,0,0,0,0,113,114,115,116,117,118
CrJ-NY14,https://www.congress.gov/member/joseph-crowley/C001038,"Crowley, Joseph",Joseph,Crowley,M,03/16/62,Democratic,House: 1999-2019,New York,NY,14,NY14,3614,1999-2019,,,109,110,111,112,113,114,115,0,0,0
GaJ-FL26,https://www.congress.gov/member/joe-garcia/G000573,"Garcia, Joe",Joe,Garcia,M,10/19/63,Democratic,House: 2013-2015,Florida,FL,26,FL26,1226,2013-2015,,,0,0,0,0,113,0,0,0,0,0
KeJ-MA04,https://www.congress.gov/member/joseph-kennedy/K000379,"Kennedy, Joseph P., III",Joseph P.,Kennedy,M,10/04/80,Democratic,House: 2013-2021,Massachusetts,MA,04,MA04,2504,2013-2021,,,0,0,0,0,113,114,115,116,0,0
PiJ-PA16,https://www.congress.gov/member/joseph-pitts/P000373,"Pitts, Joseph R.",Joseph R.,Pitts,M,10/10/39,Republican,House: 1997-2017,Pennsylvania,PA,16,PA16,4216,1997-2017,,,109,110,111,112,113,114,0,0,0,0
SeJ-NY23,https://www.congress.gov/member/joseph-sempolinski/S001219,"Sempolinski, Joseph",Joseph,Sempolinski,M,02/10/83,Republican,House: 2022-2023,New York,NY,23,NY23,3623,2022-2023,,,0,0,0,0,0,0,0,0,117,0
SeJ-PA07,https://www.congress.gov/member/joe-sestak/S001169,"Sestak, Joe",Joe,Sestak,M,12/12/51,Democratic,House: 2007-2011,Pennsylvania,PA,07,PA07,4207,2007-2011,,,0,110,111,0,0,0,0,0,0,0
BaJ-GA12,https://www.congress.gov/member/john-barrow/B001252,"Barrow, John",John,Barrow,M,10/31/55,Democratic,House: 2005-2015,Georgia,GA,12,GA12,1312,2005-2015,,,109,110,111,112,113,0,0,0,0,0
BoJ-AR03,https://www.congress.gov/member/john-boozman/B001236,"Boozman, John",John,Boozman,M,12/10/50,Republican,House: 2001-2011,Arkansas,AR,03,AR03,0503,2001-2011,,,109,110,111,0,0,0,0,0,0,0
CaJ-DE00,https://www.congress.gov/member/john-carney/C001083,"Carney, John C., Jr.",John C.,Carney,M,05/20/56,Democratic,House: 2011-2017,Delaware,DE,00,DE00,1000,2011-2017,,,0,0,0,112,113,114,0,0,0,0
CuJ-TX07,https://www.congress.gov/member/john-culberson/C001048,"Culberson, John Abney",John Abney,Culberson,M,08/24/56,Republican,House: 2001-2019,Texas,TX,07,TX07,4807,2001-2019,,,109,110,111,112,113,114,115,0,0,0
DeJ-MD06,https://www.congress.gov/member/john-delaney/D000620,"Delaney, John K.",John K.,Delaney,M,04/16/63,Democratic,House: 2013-2019,Maryland,MD,06,MD06,2406,2013-2019,,,0,0,0,0,113,114,115,0,0,0
DiJ-MI12,https://www.congress.gov/member/john-dingell/D000355,"Dingell, John D.",John D.,Dingell,M,07/08/26,Democratic,House: 1955-2015,Michigan,MI,12,MI12,2612,1955-2015,,,109,110,111,112,113,0,0,0,0,0
JaJ-MI10,https://www.congress.gov/member/john-james/J000307,"James, John",John,James,M,06/08/81,Republican,House: 2023-Present,Michigan,MI,10,MI10,2610,2023-2024,,,0,0,0,0,0,0,0,0,0,118
RaJ-TX04,https://www.congress.gov/member/john-ratcliffe/R000601,"Ratcliffe, John",John,Ratcliffe,M,10/20/65,Republican,House: 2015-2020,Texas,TX,04,TX04,4804,2015-2020,,,0,0,0,0,0,114,115,116,0,0
YaJ-KY03,https://www.congress.gov/member/john-yarmuth/Y000062,"Yarmuth, John A.",John A.,Yarmuth,M,11/04/47,Democratic,House: 2007-2023,Kentucky,KY,03,KY03,2103,2007-2023,,,0,110,111,112,113,114,115,116,117,0
PoJ-NV03,https://www.congress.gov/member/jon-porter/P000589,"Porter, Jon C.",Jon C.,Porter,M,05/16/55,Republican,House: 2003-2009,Nevada,NV,03,NV03,3203,2003-2009,,,109,110,0,0,0,0,0,0,0,0
DoJ-CA04,https://www.congress.gov/member/john-doolittle/D000429,"Doolittle, John T.",John T.,Doolittle,M,10/30/50,Republican,House: 1991-2009,California,CA,04,CA04,0604,1991-2009,,,109,110,0,0,0,0,0,0,0,0
CaJ-TX31,https://www.congress.gov/member/john-carter/C001051,"Carter, John R.",John R.,Carter,M,11/06/41,Republican,House: 2003-Present,Texas,TX,31,TX31,4831,2003-2024,,,109,110,111,112,113,114,115,116,117,118
PoT-TX02,https://www.congress.gov/member/ted-poe/P000592,"Poe, Ted",Ted,Poe,M,09/10/48,Republican,House: 2005-2019,Texas,TX,02,TX02,4802,2005-2019,,,109,110,111,112,113,114,115,0,0,0
BiJ-IL13,https://www.congress.gov/member/judy-biggert/B001232,"Biggert, Judy",Judy,Biggert,F,08/15/37,Republican,House: 1999-2013,Illinois,IL,13,IL13,1713,1999-2013,,,109,110,111,112,0,0,0,0,0,0
AmJ-MI03,https://www.congress.gov/member/justin-amash/A000367,"Amash, Justin",Justin,Amash,M,04/18/80,Libertarian,House: 2011-2021,Michigan,MI,03,MI03,2603,2011-2021,,,0,0,0,112,113,114,115,116,0,0
RiK-NY04,https://www.congress.gov/member/kathleen-rice/R000602,"Rice, Kathleen M.",Kathleen M.,Rice,F,02/15/65,Democratic,House: 2015-2023,New York,NY,04,NY04,3604,2015-2023,,,0,0,0,0,0,114,115,116,117,0
MaK-NC06,https://www.congress.gov/member/kathy-manning/M001135,"Manning, Kathy E.",Kathy E.,Manning,F,12/03/56,Democratic,House: 2021-Present,North Carolina,NC,06,NC06,3706,2021-2024,,,0,0,0,0,0,0,0,0,117,118
DaK-PA03,https://www.congress.gov/member/kathleen-dahlkemper/D000608,"Dahlkemper, Kathleen A.",Kathleen A.,Dahlkemper,F,12/10/57,Democratic,House: 2009-2011,Pennsylvania,PA,03,PA03,4203,2009-2011,,,0,0,111,0,0,0,0,0,0,0
ElK-MN05,https://www.congress.gov/member/keith-ellison/E000288,"Ellison, Keith",Keith,Ellison,M,08/04/63,Democratic,House: 2007-2019,Minnesota,MN,05,MN05,2705,2007-2019,,,0,110,111,112,113,114,115,0,0,0
RoK-PA12,https://www.congress.gov/member/keith-rothfus/R000598,"Rothfus, Keith J.",Keith J.,Rothfus,M,04/25/62,Republican,House: 2013-2019,Pennsylvania,PA,12,PA12,4212,2013-2019,,,0,0,0,0,113,114,115,0,0,0
KeR-FL08,https://www.congress.gov/member/ric-keller/K000361,"Keller, Ric",Ric,Keller,M,09/05/64,Republican,House: 2001-2009,Florida,FL,08,FL08,1208,2001-2009,,,109,110,0,0,0,0,0,0,0,0
CaK-CA41,https://www.congress.gov/member/ken-calvert/C000059,"Calvert, Ken",Ken,Calvert,M,06/08/53,Republican,House: 1993-Present,California,CA,41,CA41,0641,1993-2024,,,109,110,111,112,113,114,115,116,117,118
MeK-FL17,https://www.congress.gov/member/kendrick-meek/M001148,"Meek, Kendrick B.",Kendrick B.,Meek,M,09/06/66,Democratic,House: 2003-2011,Florida,FL,17,FL17,1217,2003-2011,,,109,110,111,0,0,0,0,0,0,0
BeK-MI11,https://www.congress.gov/member/kerry-bentivolio/B001280,"Bentivolio, Kerry L.",Kerry L.,Bentivolio,M,10/06/51,Republican,House: 2013-2015,Michigan,MI,11,MI11,2611,2013-2015,,,0,0,0,0,113,0,0,0,0,0
YoK-KS03,https://www.congress.gov/member/kevin-yoder/Y000063,"Yoder, Kevin",Kevin,Yoder,M,11/08/76,Republican,House: 2011-2019,Kansas,KS,03,KS03,2003,2011-2019,,,0,0,0,112,113,114,115,0,0,0
